epoch,o,h,l,c,v
1776951000,302.0100,303.3600,300.1800,302.8900,1414333
1776951300,302.9400,305.2400,302.5200,304.9000,964335
1776951600,304.9500,305.0400,303.1900,304.5000,746909
1776951900,304.4200,304.8600,303.3900,303.8900,602703
1776952200,303.8900,305.4500,303.7900,304.1100,616773
1776952500,304.1200,304.1200,301.6300,302.6600,623064
1776952800,302.6500,303.5800,301.2200,303.5600,449262
1776953100,303.4700,306.3400,303.1500,305.5900,860066
1776953400,305.7200,306.1500,302.5700,303.2300,610492
1776953700,303.1600,305.6600,303.1500,304.6300,559974
1776954000,304.5400,305.4800,304.2100,304.9800,303698
1776954300,304.8800,305.9600,304.6900,305.8500,344205
1776954600,305.9600,306.4000,305.0500,305.0900,399785
1776954900,305.0900,306.3600,304.8600,305.0500,360506
1776955200,305.0800,305.3600,304.0500,304.6400,278300
1776955500,304.6900,305.0800,304.2000,304.2500,208519
1776955800,304.2500,305.8800,304.0000,305.7900,278451
1776956100,305.7800,306.7800,305.7500,306.3700,421416
1776956400,306.4900,307.3000,306.0200,307.0800,334990
1776956700,307.0000,308.0300,306.7900,307.9900,356965
1776957000,307.9400,309.4000,307.7700,309.0300,603220
1776957300,309.0300,309.4400,308.4000,309.3300,369085
1776957600,309.3400,309.7500,309.0000,309.2400,319384
1776957900,309.2400,309.2400,308.4800,308.8100,300762
1776958200,308.7800,310.2200,308.5000,310.1100,459007
1776958500,310.0700,310.0700,309.2500,309.3100,218107
1776958800,309.2900,309.5800,308.5000,308.6300,240600
1776959100,308.6300,308.7500,307.6900,307.8800,361525
1776959400,307.8300,307.8300,306.7200,306.8300,309149
1776959700,306.7600,307.7700,306.7600,307.6800,288589
1776960000,307.7700,307.9000,306.5300,306.6400,253887
1776960300,306.6300,307.5000,306.1500,307.1700,310283
1776960600,307.1300,308.4700,307.0100,308.2300,227102
1776960900,308.2000,308.8200,308.2000,308.4900,175303
1776961200,308.5500,308.6900,307.6500,308.6100,220533
1776961500,308.6100,308.9900,308.4400,308.9300,271783
1776961800,308.9100,309.8500,308.7700,309.7100,287202
1776962100,309.7100,309.8500,308.6500,308.8800,208323
1776962400,308.9200,309.4900,308.5200,309.3400,139725
1776962700,309.2800,309.6600,308.6900,309.3100,163266
1776963000,309.3200,309.8200,309.0000,309.1400,190001
1776963300,309.0900,309.7200,308.6700,309.0700,162640
1776963600,309.1300,309.4700,307.5800,307.8700,253069
1776963900,307.8700,308.2700,306.7000,306.9100,288988
1776964200,306.8800,306.9900,305.2900,305.8900,427854
1776964500,305.7000,305.7000,303.8300,304.3300,358056
1776964800,304.3000,305.2100,303.9300,304.6600,308788
1776965100,304.6800,305.1700,303.6000,303.8100,351241
1776965400,303.8100,305.1800,302.6200,305.0300,382213
1776965700,305.0300,305.4500,303.1200,303.7700,311332
1776966000,303.9000,303.9200,301.0100,301.8600,460098
1776966300,301.8600,301.8600,299.7600,301.0200,657091
1776966600,301.0000,302.9400,299.8400,302.4900,508023
1776966900,302.5000,304.2300,302.2000,304.1200,465042
1776967200,304.0100,305.6600,303.6200,304.9300,465032
1776967500,304.7800,305.6400,304.5500,304.9800,224347
1776967800,305.0400,305.5500,304.6200,305.0000,219195
1776968100,305.1300,305.5000,304.7700,304.8800,152943
1776968400,304.9600,305.1500,303.7500,304.0800,197351
1776968700,304.0100,304.5500,303.3200,304.4200,213411
1776969000,304.4000,305.5500,304.4000,305.3300,228667
1776969300,305.4000,306.1000,305.2700,305.4600,289519
1776969600,305.4200,305.8100,304.6900,305.7000,208462
1776969900,305.6400,305.7600,304.9000,304.9400,192452
1776970200,304.9300,305.2800,304.4000,304.8400,178044
1776970500,304.8400,305.1900,303.0300,303.5500,300484
1776970800,303.5600,304.1300,303.1800,303.5300,268788
1776971100,303.6000,304.5500,303.5200,304.0800,235684
1776971400,304.0800,304.2900,303.4000,304.0500,147499
