epoch,o,h,l,c,v
1776951000,482.3000,483.8600,477.1000,477.3100,1227032
1776951300,477.4300,479.0000,475.2300,477.0000,809224
1776951600,477.1400,478.7000,474.8000,477.8000,757536
1776951900,477.8300,478.0200,475.9900,477.4700,508604
1776952200,477.5800,480.3900,476.4000,478.8700,664115
1776952500,478.8400,479.8500,476.5600,479.4300,496320
1776952800,479.4800,479.5600,476.3400,477.9900,396764
1776953100,478.0400,478.0400,473.6400,477.0700,687677
1776953400,476.8800,477.2500,471.8000,472.6800,487242
1776953700,472.4900,474.8700,472.4900,473.0600,266581
1776954000,473.1000,476.3000,472.9600,475.7200,273278
1776954300,475.6300,477.7700,474.5900,477.6400,331658
1776954600,477.7300,481.7800,477.6200,481.0200,545356
1776954900,481.0200,482.9200,479.8700,480.1500,456347
1776955200,480.0400,480.4500,478.5500,480.1000,281316
1776955500,480.1000,480.5900,479.3200,479.3700,177292
1776955800,479.5000,480.4000,478.5900,479.2500,158869
1776956100,479.2400,481.9800,479.2300,481.9600,235185
1776956400,481.9700,482.4100,480.8300,481.6700,245307
1776956700,481.7600,482.9800,481.3600,482.8100,237658
1776957000,482.8100,485.2000,482.7400,484.6200,438292
1776957300,484.6400,485.9200,483.6000,485.7500,293208
1776957600,485.8100,485.8800,484.5000,485.4700,253404
1776957900,485.4800,485.4800,483.8400,484.0000,219190
1776958200,483.9300,487.6700,483.2700,486.6800,405609
1776958500,486.6300,487.9500,485.8000,487.8100,332772
1776958800,487.8800,489.9800,487.5800,487.9800,477329
1776959100,488.0200,488.4800,487.1000,487.2900,234087
1776959400,487.3200,487.9400,485.8500,485.9900,267260
1776959700,485.9400,488.8400,485.9400,488.7700,284270
1776960000,488.7700,489.2600,486.0100,486.0200,262492
1776960300,486.0600,487.1700,484.5200,486.2000,288847
1776960600,486.2900,487.9200,486.1400,487.6400,165129
1776960900,487.5800,490.3000,487.5800,488.6900,387602
1776961200,488.8500,489.2500,487.4100,487.8000,166921
1776961500,487.7600,488.7400,487.4500,488.0000,134974
1776961800,487.8600,492.3500,487.7000,491.9200,408095
1776962100,491.9200,493.2000,491.3300,492.8200,402932
1776962400,492.9000,493.6200,492.5000,492.8700,298556
1776962700,492.9900,493.3000,491.6100,492.3000,258470
1776963000,492.3400,493.5000,491.3300,491.8100,217386
1776963300,491.8000,491.9000,489.8800,490.0800,182829
1776963600,490.1700,491.0200,486.6100,486.6100,358324
1776963900,486.6100,486.9700,483.0000,483.3600,430584
1776964200,483.3300,485.0000,482.5000,484.5900,387238
1776964500,484.4300,484.4300,481.5000,482.2000,347682
1776964800,482.2000,483.5000,480.6600,481.3000,495654
1776965100,481.2300,483.9600,480.5000,482.1600,415914
1776965400,482.1300,484.9800,481.0000,484.6900,294621
1776965700,484.9500,485.2900,481.5000,481.9400,358533
1776966000,482.3900,482.4500,474.4000,476.3600,645879
1776966300,476.5000,476.6100,473.2500,475.5800,497817
1776966600,475.6600,478.3100,473.3100,477.6900,428755
1776966900,477.6900,479.7600,477.2600,479.0600,378549
1776967200,478.8100,481.3600,478.3400,479.2000,366363
1776967500,479.2500,481.2500,478.6400,480.0300,243818
1776967800,480.1600,481.1000,478.5500,479.4200,211451
1776968100,479.4300,479.9300,478.5500,478.9700,113750
1776968400,479.0400,479.4000,478.1000,478.6600,144874
1776968700,478.5600,479.1000,477.4200,478.9600,173523
1776969000,478.9800,480.4100,478.9700,479.9500,181619
1776969300,479.9700,480.9300,479.6000,480.3500,181215
1776969600,480.2700,481.2100,479.7500,480.7500,136524
1776969900,480.5800,480.9900,478.5500,478.6800,157167
1776970200,478.6100,478.7200,477.5300,477.7400,153154
1776970500,477.5300,477.6100,473.7700,474.5600,252872
1776970800,474.6500,475.2100,473.2000,473.8700,192629
1776971100,473.9000,476.0900,473.9000,475.4400,197968
1776971400,475.5200,475.9600,474.8600,475.9600,110242
1776971700,475.9300,477.2500,475.8500,476.0600,196032
1776972000,476.0200,476.8900,475.2200,476.7100,126977
1776972300,476.7300,477.6000,476.5500,476.7700,131498
1776972600,476.6700,477.9800,475.7500,475.8600,169942
1776972900,475.9400,475.9500,474.1600,475.3600,202082
1776973200,475.4600,476.3600,475.3600,475.6400,133601
1776973500,475.5800,476.7800,475.4500,476.7800,122959
1776973800,476.8800,477.7500,475.8700,477.6500,247669
1776974100,477.5700,482.1900,477.3200,482.0000,715474
1777037400,496.1000,506.9900,495.7000,497.4300,1874545
1777037700,497.3000,500.4100,494.3800,499.9800,909344
1777038000,499.9100,504.9000,497.5200,499.1300,903632
1777038300,499.1500,499.6500,494.5000,496.0400,589465
1777038600,496.1500,497.0100,491.1100,491.8600,615498
1777038900,491.7100,494.7300,489.3600,494.0300,670184
1777039200,493.6800,496.7400,493.1000,494.0000,489388
1777039500,494.4100,500.6800,493.7400,499.5600,591437
1777039800,499.5600,502.8000,498.2000,499.5900,731186
1777040100,499.6800,502.4500,498.7500,499.1400,447883
1777040400,499.0900,499.6300,496.1800,498.5400,337155
1777040700,498.9400,501.9800,498.3400,501.9800,319221
1777041000,501.9800,502.4700,498.8100,500.0500,295697
1777041300,499.9600,502.6600,499.6700,502.1500,279358
1777041600,502.0800,504.4200,501.5700,504.1400,445053
1777041900,504.3400,504.6000,502.0000,504.4600,343759
1777042200,504.4600,505.4000,503.0300,503.3300,455792
1777042500,503.4600,506.6600,503.3500,504.6400,433399
1777042800,504.7000,504.9000,502.7500,503.6400,258903
1777043100,503.5900,503.8000,501.7300,501.9200,258227
1777043400,501.9000,503.7200,501.3600,502.6400,231323
