epoch,o,h,l,c,v
1776951000,341.1800,341.5300,339.3600,339.7900,653021
1776951300,339.7000,340.0000,338.4400,338.7900,201651
1776951600,338.7900,340.1400,338.7200,340.0000,215682
1776951900,340.0300,340.2100,339.1900,339.7400,164496
1776952200,339.7300,340.3800,339.3300,340.3400,150810
1776952500,340.3600,340.7500,339.7900,340.0900,256983
1776952800,340.1000,340.3900,339.4800,339.5600,308840
1776953100,339.5500,339.8900,339.1500,339.6200,189760
1776953400,339.7000,339.9700,339.3600,339.9200,103189
1776953700,339.9400,340.5000,339.6500,339.6900,133311
1776954000,339.5800,340.0900,338.9500,340.0100,97057
1776954300,339.9600,340.1900,339.2500,339.5700,89495
1776954600,339.6000,340.2700,339.5900,340.1200,77958
1776954900,340.1200,340.4400,339.8800,340.0300,102062
1776955200,340.0500,340.2500,339.6000,339.8700,55641
1776955500,339.9200,340.6000,339.9200,340.0400,127584
1776955800,340.0500,340.3400,339.8800,340.0000,55901
1776956100,340.0800,340.7500,340.0600,340.5000,104939
1776956400,340.4800,340.9700,340.4800,340.6800,79728
1776956700,340.6900,341.1000,340.6100,341.0900,98520
1776957000,341.1100,341.3700,341.0400,341.0500,101315
1776957300,341.0300,341.6000,341.0100,341.4700,133246
1776957600,341.4700,341.9600,341.2400,341.8000,104845
1776957900,341.8100,341.9100,340.8900,340.9100,104239
1776958200,340.9200,341.0900,340.6400,340.7000,96546
1776958500,340.7100,340.7100,339.8300,339.9200,120667
1776958800,339.8800,340.0700,339.7800,339.9000,76237
1776959100,339.8800,340.0600,339.5600,339.8600,108019
1776959400,339.8200,339.8200,339.2700,339.3200,106818
1776959700,339.3100,339.8900,339.3100,339.8900,73398
1776960000,339.8000,340.2000,339.8000,339.8400,54052
1776960300,339.8100,339.9900,339.5300,339.7800,95670
1776960600,339.7800,340.3400,339.7700,340.2500,57976
1776960900,340.2500,340.3400,340.0400,340.1400,46480
1776961200,340.1600,340.2200,339.7200,340.1100,40101
1776961500,340.1200,340.5200,340.1200,340.4100,38368
1776961800,340.3900,340.4300,340.2000,340.3700,71985
1776962100,340.3800,340.6100,340.3800,340.4700,68131
1776962400,340.4700,340.5100,339.9600,339.9700,65939
1776962700,339.9700,340.4400,339.9600,340.4200,61167
1776963000,340.4100,340.4800,340.1500,340.1900,51914
1776963300,340.1600,340.3000,340.0300,340.1500,43253
1776963600,340.1800,340.4700,339.4500,339.5200,134669
1776963900,339.5700,339.6800,339.0100,339.0100,72706
1776964200,339.0400,339.3100,338.7800,339.1500,188872
1776964500,339.1500,339.1800,338.3300,338.7100,119942
1776964800,338.6900,338.8400,338.0700,338.4400,94105
1776965100,338.4100,338.8500,337.7200,337.7300,142958
1776965400,337.7300,338.6800,337.5400,338.6800,101220
1776965700,338.6500,338.9000,337.9300,338.1400,64842
1776966000,338.0200,338.0300,336.9300,337.1600,223945
1776966300,337.1300,337.4400,336.1800,337.3700,186684
1776966600,337.3700,339.0900,336.9700,338.5700,272403
1776966900,338.5600,339.3300,338.3800,339.1000,117763
1776967200,339.0600,339.8600,338.8900,339.6700,83474
1776967500,339.6600,340.1500,339.5200,339.7600,60204
1776967800,339.8100,340.3300,339.8100,340.0000,97925
1776968100,340.0400,340.2500,339.7800,340.0300,86394
1776968400,340.0600,340.3900,340.0000,340.2900,47220
1776968700,340.2900,340.4300,340.1500,340.3500,44750
1776969000,340.3600,340.6000,340.2900,340.4200,40637
1776969300,340.4400,340.7000,340.4200,340.4900,46149
1776969600,340.5100,340.5600,339.9600,340.2100,52382
1776969900,340.2400,340.2800,339.8900,339.9700,45713
1776970200,339.9500,340.0200,339.8200,339.9300,48110
1776970500,339.9100,340.0300,339.1700,339.3300,61884
1776970800,339.3200,339.4300,338.8600,338.9900,91905
1776971100,339.0200,339.3000,338.9300,339.0800,68294
1776971400,339.0500,339.2500,338.8800,339.1900,55536
1776971700,339.2100,339.5200,339.2100,339.2700,55923
1776972000,339.2800,339.3500,339.0700,339.2600,56713
1776972300,339.2600,339.4200,339.1700,339.3700,74420
1776972600,339.3500,339.9000,339.2700,339.2900,70228
1776972900,339.2800,339.3200,339.0100,339.2400,64677
1776973200,339.2600,339.5000,339.1600,339.2600,64919
1776973500,339.2500,339.4500,339.2200,339.3700,94560
1776973800,339.3000,339.4100,338.4300,338.8600,258289
1776974100,338.8400,339.1200,338.5100,339.0000,556503
1777037400,338.6000,338.8600,335.8500,335.8900,893511
1777037700,335.8900,338.1700,335.3900,338.1500,443666
1777038000,338.1500,338.7300,337.9700,338.1300,278228
1777038300,338.2100,339.2600,337.4300,339.2300,197132
1777038600,339.2700,339.5600,338.8500,339.0600,169480
1777038900,339.0400,339.5000,338.6300,338.8800,138144
1777039200,338.8700,339.2900,338.4000,339.1300,112419
1777039500,339.1700,339.4200,338.6600,339.1600,121384
1777039800,339.1500,339.5100,338.9000,338.9900,168832
1777040100,339.0000,339.1800,337.9800,338.5500,164902
1777040400,338.5800,339.4200,338.5000,339.2400,138457
1777040700,339.2400,339.2400,338.1400,338.2000,109223
1777041000,338.2500,338.5800,337.7400,337.8800,138717
1777041300,337.9200,337.9200,337.3600,337.3600,95944
1777041600,337.4100,337.5100,337.0300,337.2300,124152
1777041900,337.2300,337.6600,337.0400,337.6600,205318
1777042200,337.6700,337.7100,337.2900,337.4000,78240
1777042500,337.4000,337.9900,337.3900,337.5000,141994
1777042800,337.5100,337.7200,337.2400,337.4000,199767
1777043100,337.4000,337.5700,336.6700,336.8700,257611
1777043400,336.8900,337.4600,336.8100,337.4400,166198
