epoch,o,h,l,c,v
1782739800,384.2400,386.9700,381.9800,386.5050,409923
1782739860,386.0200,386.8800,381.7200,386.8800,68782
1782739920,386.2400,391.0000,386.2400,389.9450,109693
1782739980,390.2450,390.9800,389.0900,390.3000,38208
1782740040,390.3000,390.8069,388.2610,389.5700,27157
1782740100,389.4944,391.4400,388.5636,391.4400,71667
1782740160,391.3900,391.7250,388.0300,389.0200,33865
1782740220,389.4099,389.4099,386.7900,388.7150,31585
1782740280,388.7350,389.1700,386.7300,386.8050,22650
1782740340,386.3501,388.1800,386.3501,388.0000,41202
1782740400,388.0761,389.1000,386.8800,387.8818,40569
1782740460,388.3250,389.5000,387.8201,388.9400,17411
1782740520,388.6800,389.9399,388.0200,389.8400,36323
1782740580,388.6800,389.9500,388.6800,389.8300,17036
1782740640,389.5200,390.2900,388.3800,389.1600,101620
1782740700,389.4900,390.6646,388.5700,389.8150,108452
1782740760,389.6100,389.6100,387.5700,388.8000,33186
1782740820,388.6950,391.3000,388.2300,391.0800,95183
1782740880,390.6500,393.8799,390.0800,393.8799,104843
1782740940,393.4923,394.0000,390.8150,391.8850,49494
1782741000,391.8850,391.8850,388.7700,390.1050,32877
1782741060,389.8950,392.7800,389.8250,392.0400,29481
1782741120,392.1500,392.9999,392.0600,392.2050,28046
1782741180,391.6100,392.4800,390.7700,391.0000,16566
1782741240,391.0000,391.1700,389.9250,390.8500,21101
1782741300,391.4000,391.4000,389.1400,389.3800,25870
1782741360,389.6400,390.2050,388.5600,389.2950,26695
1782741420,388.8000,389.5000,387.9500,388.9900,33545
1782741480,389.1250,389.2900,387.6500,388.1450,33318
1782741540,387.9250,388.4600,387.3500,387.7200,28287
1782741600,387.6800,387.9400,385.4000,386.3800,32312
1782741660,386.4500,387.2500,385.0100,385.2800,27167
1782741720,385.2900,386.0100,384.7500,385.9700,35694
1782741780,385.9700,386.2200,384.8300,384.8300,36647
1782741840,384.3700,385.4300,384.1740,384.3600,26688
1782741900,384.4900,384.5000,382.8550,382.8600,33100
1782741960,383.2800,385.2450,383.2100,384.7599,33851
