epoch,o,h,l,c,v
1776951000,572.2100,576.0000,572.2100,574.3000,55658
1776951300,574.1400,577.5100,573.3000,575.7400,24320
1776951600,577.1800,583.2300,576.2200,581.4500,28350
1776951900,581.1800,582.0000,577.4500,581.3000,33964
1776952200,581.0100,589.2800,580.4600,587.0000,38976
1776952500,588.1000,588.2300,584.9400,587.3300,26565
1776952800,587.6900,587.6900,583.8300,587.0000,29256
1776953100,588.0000,591.2400,586.5000,590.4000,57428
1776953400,590.2500,591.7000,587.5000,589.1400,37676
1776953700,589.1000,591.4600,587.7200,590.6500,65392
1776954000,591.0000,596.0000,590.6200,595.5900,38963
1776954300,596.0000,597.5000,593.5800,593.9700,43729
1776954600,594.3600,598.8200,593.9100,597.8800,41301
1776954900,598.2200,600.5000,596.1500,596.7500,65755
1776955200,597.0000,597.2000,593.4400,594.2200,30667
1776955500,594.1700,595.0000,593.0000,594.7800,19653
1776955800,593.4400,596.3000,592.9400,596.3000,22290
1776956100,595.6100,598.9800,595.6100,598.8700,34168
1776956400,598.8900,601.5000,598.0000,600.1700,31462
1776956700,599.5600,601.5000,598.9500,600.7200,18237
1776957000,600.7200,602.0000,600.0300,601.7100,25825
1776957300,601.5000,603.0000,600.0300,603.0000,23308
1776957600,602.8500,606.4700,602.8000,605.3500,34692
1776957900,605.4000,606.1500,604.5500,604.6500,22830
1776958200,604.3500,607.0900,603.5200,605.8600,23785
1776958500,605.8600,607.0200,605.0000,606.5300,22703
1776958800,606.7000,607.8900,603.3600,604.1400,33168
1776959100,604.0000,604.1800,601.6000,601.7300,13602
1776959400,601.5400,602.0500,599.0000,599.8000,33289
1776959700,600.0000,601.5600,598.0000,598.6700,13862
1776960000,598.9200,599.0000,595.0000,595.4900,47318
1776960300,595.4900,597.2600,594.9300,596.2400,27485
1776960600,596.1400,597.2500,595.3100,597.1200,12572
1776960900,597.3900,598.0000,596.1600,596.5000,15942
1776961200,597.3000,597.3000,595.5100,596.6200,23222
1776961500,596.6200,598.4400,596.1600,597.8900,10003
1776961800,597.8500,601.0500,597.8500,600.6400,17625
1776962100,601.0400,601.4300,599.0100,599.8800,15108
1776962400,600.0000,600.5900,598.2000,599.0000,16006
1776962700,599.0000,599.7800,598.9900,599.5100,24723
