epoch,o,h,l,c,v
1776951000,274.9000,275.6800,274.1500,275.0900,1354185
1776951300,275.0800,275.7700,274.3800,274.4600,555086
1776951600,274.4400,274.6200,273.1300,273.5300,456648
1776951900,273.5000,274.0500,273.1300,273.5700,287585
1776952200,273.5000,273.8300,273.3000,273.6800,199574
1776952500,273.7300,274.1500,273.6400,273.7100,286918
1776952800,273.6900,274.2800,273.4300,273.9700,330953
1776953100,274.0000,274.6000,273.9000,274.5700,230972
1776953400,274.5300,274.5300,273.8600,273.9000,162386
1776953700,273.8800,274.5400,273.8600,274.2600,171639
1776954000,274.2800,274.4100,273.9100,274.2300,148969
1776954300,274.2100,274.2700,273.6400,273.9400,162289
1776954600,273.9700,274.2100,273.9100,274.0400,114610
1776954900,274.0600,274.1900,273.6400,273.7600,166305
1776955200,273.7900,273.7900,273.3300,273.5900,175726
1776955500,273.6300,274.0000,273.5900,273.9200,117994
1776955800,273.9100,274.2900,273.8800,274.2000,164182
1776956100,274.1800,274.3100,273.9300,273.9300,161267
1776956400,273.9400,274.1300,273.7000,273.7500,134165
1776956700,273.7300,273.7800,273.4200,273.6400,188766
1776957000,273.6300,273.7100,273.2700,273.3700,134357
1776957300,273.3800,273.6200,273.3100,273.4800,121095
1776957600,273.4600,273.8000,273.4500,273.6900,124552
1776957900,273.6800,273.8400,273.5900,273.6800,141122
1776958200,273.6500,274.4100,273.6000,274.0600,329684
1776958500,274.0700,274.0700,273.6600,273.8100,156222
1776958800,273.8000,273.8000,273.2800,273.3200,132834
1776959100,273.3000,273.4800,273.0300,273.4300,166246
1776959400,273.4200,273.5700,273.2100,273.2500,114957
1776959700,273.2800,273.5700,273.2100,273.4100,147105
1776960000,273.4200,273.4400,273.0800,273.2200,120123
1776960300,273.2100,273.3600,273.1700,273.3200,99319
1776960600,273.3400,273.4600,273.2200,273.3600,67629
1776960900,273.3500,273.6000,273.3200,273.4600,124498
1776961200,273.4700,273.6000,273.2700,273.4900,85285
1776961500,273.5000,273.6800,273.4900,273.6000,80247
1776961800,273.6000,274.0000,273.4400,273.5100,89358
1776962100,273.5100,273.6700,273.3400,273.3600,106499
1776962400,273.3500,273.4000,272.9600,273.0600,190203
1776962700,273.0600,273.2300,273.0200,273.1400,92770
1776963000,273.1500,273.2000,272.9900,273.1500,95896
1776963300,273.1500,273.2400,273.0000,273.0000,111753
1776963600,273.0200,273.0400,272.5200,272.6700,179199
1776963900,272.6600,272.7700,272.4300,272.5100,250455
1776964200,272.5000,272.6900,272.3000,272.4800,133242
1776964500,272.5000,272.5200,272.1000,272.3900,178654
1776964800,272.4100,272.5900,272.0900,272.4000,152155
1776965100,272.4300,272.9800,272.1700,272.2400,164703
1776965400,272.2500,272.7300,272.1600,272.6900,104717
1776965700,272.7300,272.8600,272.1400,272.3100,106064
1776966000,272.3400,272.3500,271.7800,272.1100,223124
1776966300,272.1500,272.3300,271.6500,271.9200,283499
1776966600,271.8900,273.1300,271.7300,272.4500,347938
1776966900,272.4400,273.0000,272.3000,272.9900,183123
1776967200,273.0000,273.6000,272.9000,273.2700,245148
1776967500,273.2600,273.4300,273.1100,273.1600,173013
1776967800,273.1700,273.5800,273.1100,273.2600,140382
1776968100,273.2900,273.5900,273.2000,273.5800,153896
1776968400,273.5900,273.8000,273.4300,273.5100,138433
1776968700,273.5000,273.7000,273.5000,273.6700,108530
1776969000,273.6600,273.9000,273.6500,273.8000,99971
1776969300,273.7900,274.1200,273.7900,273.9300,205884
1776969600,273.9400,274.0600,273.5300,273.8600,120974
1776969900,273.8700,274.1200,273.7500,273.9500,203953
1776970200,273.9600,274.1700,273.9200,274.0900,114500
1776970500,274.0700,274.2300,273.6800,273.9200,278894
1776970800,273.9100,274.0800,273.8500,273.9400,154973
1776971100,273.9600,274.3900,273.9600,274.3000,148237
1776971400,274.3000,274.5500,274.2900,274.4800,185749
1776971700,274.4800,274.5400,274.2200,274.3900,161833
1776972000,274.3900,274.4600,274.1200,274.1600,162858
1776972300,274.1600,274.3000,274.1200,274.1700,147395
1776972600,274.1500,274.2600,273.8300,273.8500,114512
1776972900,273.8200,273.8200,273.4800,273.5600,208925
1776973200,273.5700,273.8800,273.5600,273.6500,113685
1776973500,273.6500,273.8600,273.6300,273.7800,134487
1776973800,273.7900,273.8000,273.0600,273.4900,396971
1776974100,273.4700,273.6700,273.2700,273.4300,967368
1777037400,272.7900,273.0600,270.0900,270.4400,1286417
1777037700,270.4200,271.5400,270.4000,271.1800,456551
1777038000,271.1800,271.8000,270.7900,271.3000,468240
1777038300,271.3200,271.7500,271.0800,271.7200,319558
1777038600,271.7200,272.0700,271.5800,271.9700,292992
1777038900,271.9600,271.9600,271.3100,271.6400,285917
1777039200,271.6700,271.6900,271.1600,271.6600,225336
1777039500,271.6400,271.8000,270.9100,271.1500,277948
1777039800,271.1800,271.6300,271.0400,271.5500,196018
1777040100,271.5400,272.2700,271.4900,272.2700,228409
1777040400,272.2600,272.4000,271.9700,272.2900,265932
1777040700,272.2800,272.3900,271.9900,272.0700,239445
1777041000,272.1200,272.3700,272.0900,272.2300,153349
1777041300,272.2300,272.6000,272.0000,272.2500,153559
1777041600,272.2500,272.3300,271.8600,271.8800,145186
1777041900,271.9000,272.1200,271.6100,272.0100,148575
1777042200,272.0100,272.1300,271.7300,271.8600,113924
1777042500,271.8500,271.9000,271.2800,271.4600,166183
1777042800,271.4700,271.6300,271.1000,271.1200,144733
1777043100,271.0900,271.2400,270.7000,270.7400,174482
1777043400,270.7300,271.1600,270.6800,271.0300,184053
1777043700,271.0500,271.1700,270.9300,270.9800,189068
1777044000,270.9800,271.2300,270.9300,270.9300,147652
1777044300,270.9100,271.0200,270.5700,270.6800,189116
1777044600,270.6900,270.6900,270.4000,270.4700,184764
1777044900,270.4600,270.4600,269.9000,269.9600,289497
1777045200,269.9500,270.6300,269.8000,270.4300,427551
1777045500,270.4500,270.7000,269.9200,270.5100,326746
1777045800,270.5300,271.1400,270.4200,270.9800,295682
1777046100,270.9600,271.1800,270.6400,271.0300,206696
1777046400,271.0300,271.1500,270.7300,270.8800,110289
1777046700,270.8900,271.1400,270.8600,271.1200,125671
1777047000,271.1200,271.6900,271.1000,271.6000,214973
1777047300,271.5800,271.6000,271.1300,271.2100,163757
1777047600,271.2000,271.2600,271.0200,271.0200,97028
1777047900,271.0400,271.1400,270.9800,271.0000,90730
1777048200,271.0000,271.1600,270.8700,270.9200,109752
1777048500,270.9000,270.9300,270.4900,270.5400,142392
1777048800,270.5500,270.5700,270.3500,270.4200,102075
1777049100,270.4000,270.4600,270.0600,270.3100,151910
1777049400,270.2900,270.5700,270.2300,270.5300,164358
1777049700,270.5200,270.5800,270.4100,270.4800,103784
1777050000,270.4700,270.6000,270.2200,270.2600,124203
1777050300,270.2600,270.2800,269.7800,269.7800,282901
1777050600,269.7900,269.9800,269.7800,269.9600,143194
1777050900,269.9500,270.0800,269.7300,269.8100,223741
1777051200,269.7900,270.0700,269.6500,269.9800,180367
1777051500,269.9900,270.2500,269.8000,270.0600,241370
1777051800,270.0600,270.1400,269.8700,270.1100,143627
1777052100,270.0900,270.1700,269.8500,270.1400,182661
1777052400,270.1600,270.1700,269.9600,270.0300,137122
1777052700,270.0300,270.1200,269.9600,269.9700,103783
1777053000,269.9800,270.3100,269.9000,269.9400,220816
1777053300,269.9400,269.9700,269.7600,269.8100,209932
1777053600,269.8000,269.9900,269.7100,269.9400,189405
1777053900,269.9300,270.0800,269.8100,269.9100,257231
1777054200,269.9200,270.1700,269.9100,270.1700,202280
1777054500,270.1700,270.2200,270.0200,270.0800,113803
1777054800,270.0700,270.1100,269.9800,270.0300,99752
1777055100,270.0100,270.0500,269.9000,269.9600,108863
1777055400,269.9700,270.0600,269.8600,269.9400,124077
1777055700,269.9400,270.2400,269.9100,270.2200,146263
1777056000,270.2100,270.3800,270.2000,270.3300,157874
1777056300,270.3200,270.3200,269.9900,270.0000,132646
1777056600,270.0000,270.1300,269.9700,270.0000,101425
1777056900,270.0200,270.2400,270.0100,270.1100,131743
1777057200,270.1200,270.2100,269.9000,270.1000,153008
1777057500,270.0800,270.3900,270.0400,270.2400,298165
1777057800,270.2500,270.3300,270.1800,270.2100,123965
1777058100,270.2100,270.3100,270.1400,270.2100,131306
