epoch,sym,side,kind,ref_px,target_px,stop_px
1784728200,GOOGL,SHORT,combo_elastic,348.1050,347.3223,349.0521
1784729160,GOOGL,SHORT,combo_elastic,349.5800,348.2546,350.0315
1784732220,GOOGL,LONG,combo_elastic,347.7100,347.9091,346.9091
1784732580,GOOGL,SHORT,combo_elastic,348.3900,348.0101,349.2226
1784733540,GOOGL,LONG,combo_elastic,347.6700,348.1382,346.7722
1784734440,GOOGL,LONG,combo_elastic,347.1900,347.5880,346.5869
1784736000,GOOGL,SHORT,combo_elastic,347.8800,347.8048,348.4888
1784737020,GOOGL,SHORT,combo_elastic,348.3250,347.9486,348.8621
1784739840,GOOGL,LONG,combo_captain,347.8900,348.1885,347.5204
1784741520,GOOGL,LONG,combo_elastic,347.9150,348.1784,347.5358
1784742480,GOOGL,LONG,combo_elastic,347.7500,347.9886,347.3878
1784743380,GOOGL,LONG,combo_elastic,346.8400,347.3698,346.3822
1784746140,GOOGL,SHORT,combo_elastic,346.8900,346.6002,347.2740
1784748780,GOOGL,LONG,combo_elastic,345.0100,345.3777,344.5115
1784749920,GOOGL,LONG,combo_elastic,344.2150,344.7970,343.4125
1784815860,GOOGL,LONG,combo_elastic,319.1000,320.4785,317.5004
1784816760,GOOGL,LONG,combo_elastic,317.7400,318.7125,316.4392
1784817600,GOOGL,SHORT,combo_elastic,319.4100,318.3320,320.9305
1784819100,GOOGL,LONG,combo_elastic,316.5400,317.3670,315.4928
1784821260,GOOGL,SHORT,combo_elastic,318.6000,317.2580,319.7011
1784823000,GOOGL,SHORT,combo_elastic,320.6200,319.8575,321.5361
1784824080,GOOGL,SHORT,combo_elastic,321.1700,320.8650,322.1263
1784824560,GOOGL,LONG,combo_elastic,320.2400,320.8845,319.1888
1784827140,GOOGL,SHORT,combo_elastic,320.2500,319.8520,320.8005
1784831580,GOOGL,LONG,combo_captain,319.5000,319.7670,318.9273
1784834880,GOOGL,SHORT,combo_elastic,318.2800,318.1050,318.7193
1784901060,GOOGL,SHORT,combo_elastic,321.6100,320.5115,323.6849
1784902080,GOOGL,LONG,combo_elastic,320.4300,321.9595,319.1636
1784905320,GOOGL,SHORT,combo_elastic,320.0300,318.8245,320.9077
1784907060,GOOGL,SHORT,combo_elastic,322.0200,320.6380,322.4633
1784909220,GOOGL,LONG,combo_elastic,319.7600,320.2000,319.0776
1784910840,GOOGL,LONG,combo_elastic,318.8500,319.4950,318.1366
1784914440,GOOGL,SHORT,combo_elastic,320.5800,319.7950,321.1991
1784917560,GOOGL,LONG,combo_elastic,320.2800,320.6955,319.7259
