epoch,sym,side,kind,ref_px,target_px,stop_px
1782747720,MSFT,LONG,ELASTIC,372.0072,372.7747,370.2777
1782749220,MSFT,LONG,ELASTIC,369.7650,370.7770,368.8076
1782750900,MSFT,LONG,ELASTIC,367.9450,368.0969,366.7624
1782752040,MSFT,SHORT,ELASTIC,369.1750,368.1115,369.9015
1782753060,MSFT,LONG,ELASTIC,368.0800,368.7425,367.3798
1782753540,MSFT,SHORT,ELASTIC,369.9800,368.8779,370.8581
1782754920,MSFT,LONG,ELASTIC,368.9250,369.5664,367.7104
1782756180,MSFT,LONG,ELASTIC,368.5700,368.9221,367.4902
1782757200,MSFT,LONG,ELASTIC,368.0100,368.2873,367.1956
1782757980,MSFT,SHORT,ELASTIC,368.3600,368.1014,369.2249
1782759120,MSFT,LONG,ELASTIC,367.6350,368.0727,366.8362
1782760380,MSFT,SHORT,ELASTIC,369.2550,368.3352,369.8997
1782761100,MSFT,LONG,ELASTIC,367.8100,368.6160,367.2807
1782835500,MSFT,SHORT,ELASTIC,371.0100,370.5227,371.9053
1782837060,MSFT,SHORT,ELASTIC,370.7900,370.7653,371.6096
1782838500,MSFT,SHORT,ELASTIC,373.1550,371.6365,373.5946
1782839460,MSFT,LONG,ELASTIC,371.2950,372.4180,370.8060
1782841140,MSFT,LONG,ELASTIC,370.8464,371.2602,370.3548
1782842220,MSFT,SHORT,ELASTIC,371.2400,370.9125,371.7958
1782843720,MSFT,SHORT,ELASTIC,371.1800,370.8577,371.7691
1782844320,MSFT,LONG,ELASTIC,370.7000,370.8985,370.0351
1782845280,MSFT,LONG,ELASTIC,370.2000,370.4804,369.4992
1782846540,MSFT,SHORT,ELASTIC,370.9200,370.6692,371.5041
1782846600,MSFT,LONG,SQZ_BRK,371.2950,372.5824,370.6513
1782848460,MSFT,SHORT,ELASTIC,372.0700,371.6187,372.5960
1782920160,MSFT,LONG,ELASTIC,384.4000,386.3130,383.4032
1782921660,MSFT,SHORT,ELASTIC,385.8800,384.8966,387.0044
1782922920,MSFT,LONG,ELASTIC,385.3950,385.8453,384.4495
1782924420,MSFT,SHORT,ELASTIC,386.0900,385.8523,386.8378
1782926460,MSFT,SHORT,ELASTIC,387.7700,386.9516,388.6615
1782927660,MSFT,LONG,ELASTIC,386.9800,387.5973,386.2175
1782929220,MSFT,SHORT,ELASTIC,388.4100,387.8188,389.1580
1782931560,MSFT,LONG,ELASTIC,387.7500,388.0683,387.1138
1782932700,MSFT,SHORT,ELASTIC,387.8005,387.2898,388.2997
1782933300,MSFT,SHORT,SQZ_BRK,385.9400,384.2613,386.7794
1782933720,MSFT,LONG,ELASTIC,385.4150,386.8941,384.8303
