epoch,sym,side,kind,ref_px,target_px,stop_px
1782744540,QCOM,LONG,ELASTIC,186.8100,187.0168,184.0204
1782744960,QCOM,SHORT,ELASTIC,189.0400,187.2670,190.2680
1782746160,QCOM,SHORT,ELASTIC,189.8800,189.2110,191.1922
1782756060,QCOM,LONG,ELASTIC,190.5900,191.0668,189.8840
1782757020,QCOM,SHORT,ELASTIC,191.1600,190.7915,191.8041
1782758220,QCOM,SHORT,ELASTIC,191.7199,191.1622,192.4092
1782759360,QCOM,LONG,ELASTIC,190.6500,191.2467,190.3276
1782761040,QCOM,SHORT,ELASTIC,189.5100,189.2535,190.3748
1782761460,QCOM,LONG,ELASTIC,188.5200,189.1836,187.7885
1782762660,QCOM,LONG,ELASTIC,187.7200,188.4880,186.8866
1782830220,QCOM,LONG,ELASTIC,190.1600,191.7963,188.9249
1782831900,QCOM,LONG,ELASTIC,186.2950,187.9232,184.2011
1782832800,QCOM,LONG,ELASTIC,184.8900,186.2132,183.8348
1782842700,QCOM,SHORT,ELASTIC,186.0600,185.9435,186.6356
1782842700,QCOM,LONG,SQZ_BRK,186.9600,188.4167,186.2317
1782844560,QCOM,LONG,ELASTIC,185.6850,186.1907,185.2289
1782846000,QCOM,LONG,ELASTIC,185.5900,186.0142,185.0975
1782847680,QCOM,LONG,ELASTIC,185.5486,185.6752,184.9199
1782848100,QCOM,SHORT,SQZ_BRK,184.7950,183.5619,185.4115
1782849120,QCOM,LONG,ELASTIC,184.3900,184.8850,183.7753
1782916380,QCOM,LONG,ELASTIC,184.1000,185.6570,183.0393
1782917640,QCOM,SHORT,ELASTIC,184.9250,184.4911,185.9634
1782919560,QCOM,LONG,ELASTIC,185.2900,186.6406,183.5401
1782924900,QCOM,SHORT,SQZ_BRK,183.9400,182.1464,184.8368
1782930480,QCOM,LONG,ELASTIC,185.3500,185.7362,184.0650
1782931860,QCOM,LONG,ELASTIC,182.5550,183.3411,181.8867
1782932580,QCOM,SHORT,ELASTIC,183.6400,182.7849,184.6862
1782934440,QCOM,SHORT,ELASTIC,184.6200,183.8913,185.6120
1783004460,QCOM,SHORT,ELASTIC,177.6150,177.1883,178.9118
1783004880,QCOM,LONG,ELASTIC,175.7500,176.9423,174.4801
1783015500,QCOM,LONG,SQZ_BRK,174.3700,176.0932,173.5084
1783015920,QCOM,SHORT,ELASTIC,174.5800,173.4412,175.2908
1783017300,QCOM,LONG,SQZ_BRK,175.1900,176.9374,174.3163
1783018020,QCOM,LONG,ELASTIC,174.6900,175.0400,173.8653
1783019100,QCOM,LONG,ELASTIC,174.3700,174.8564,173.7326
1783020840,QCOM,SHORT,ELASTIC,175.6200,174.3274,176.2018
1783350420,QCOM,SHORT,ELASTIC,186.8900,186.6890,188.0036
1783350840,QCOM,LONG,ELASTIC,185.7200,186.4395,184.8667
1783350600,QCOM,SHORT,SQZ_BRK,185.7200,183.3577,186.9012
1783352700,QCOM,LONG,SQZ_BRK,188.1602,190.3071,187.0867
1783358700,QCOM,SHORT,SQZ_BRK,186.6750,185.2823,187.3714
1783360740,QCOM,LONG,ELASTIC,185.5950,185.7922,185.0541
1783361400,QCOM,SHORT,ELASTIC,186.4700,185.9185,186.8507
1783362720,QCOM,LONG,ELASTIC,185.5000,186.1702,185.2392
1783363680,QCOM,SHORT,ELASTIC,185.9900,185.8242,186.7828
1783365240,QCOM,SHORT,ELASTIC,186.5500,186.2111,187.1020
1783365600,QCOM,LONG,SQZ_BRK,186.8800,188.0554,186.2923
1783366380,QCOM,LONG,ELASTIC,185.5600,186.4313,184.7507
1783436040,QCOM,SHORT,ELASTIC,180.5751,180.1880,181.8666
1783436760,QCOM,LONG,ELASTIC,180.5850,180.6083,179.3523
1783447680,QCOM,LONG,ELASTIC,183.1200,183.5527,182.6382
1783449060,QCOM,LONG,ELASTIC,182.8375,182.9746,182.2319
