epoch,sym,side,kind,ref_px,target_px,stop_px
1784729580,QCOM,SHORT,combo_elastic,176.2850,175.6737,176.9927
1784731440,QCOM,LONG,combo_elastic,176.3000,177.0711,175.6640
1784732460,QCOM,SHORT,combo_elastic,177.1300,176.5679,177.7230
1784734020,QCOM,SHORT,combo_elastic,178.3650,177.9667,179.0231
1784734800,QCOM,LONG,combo_elastic,177.2450,177.8691,176.6306
1784736720,QCOM,LONG,combo_elastic,176.7700,177.0357,176.2485
1784737620,QCOM,LONG,combo_elastic,175.8850,176.4562,175.2675
1784741640,QCOM,LONG,combo_elastic,176.6550,176.8179,176.1884
1784742900,QCOM,LONG,combo_elastic,176.3900,176.6485,176.0752
1784744280,QCOM,LONG,combo_elastic,175.9700,176.0757,175.5909
1784745420,QCOM,SHORT,combo_elastic,176.1450,175.9012,176.3744
1784746560,QCOM,SHORT,combo_captain,176.2900,176.1550,176.6912
1784747700,QCOM,LONG,combo_elastic,176.0900,176.1922,175.7113
1784748660,QCOM,LONG,combo_elastic,176.0000,176.1734,175.5771
1784815740,QCOM,LONG,combo_captain,171.8200,172.1755,170.9119
1784817360,QCOM,LONG,combo_elastic,172.1700,172.5445,171.4659
1784818320,QCOM,LONG,combo_elastic,171.2000,171.9705,170.3077
1784820180,QCOM,LONG,combo_captain,169.1500,169.8290,168.4231
1784822400,QCOM,SHORT,combo_elastic,169.2200,168.9225,169.6141
1784824080,QCOM,SHORT,combo_elastic,169.9400,169.6515,170.5348
1784825340,QCOM,LONG,combo_elastic,169.5000,170.0510,169.0753
1784827980,QCOM,LONG,combo_elastic,169.2700,169.5300,168.8471
1784829660,QCOM,LONG,combo_elastic,168.8100,169.1120,168.3883
1784831940,QCOM,LONG,combo_captain,169.2000,169.2425,168.6942
1784832900,QCOM,LONG,combo_elastic,168.8200,169.0670,168.5129
1784834520,QCOM,SHORT,combo_elastic,169.5900,169.0425,169.8927
1784901360,QCOM,LONG,combo_elastic,167.2500,168.5945,166.6943
1784904060,QCOM,LONG,combo_captain,166.8400,167.4060,166.3710
1784904720,QCOM,SHORT,combo_elastic,167.7300,167.3090,168.7894
1784905680,QCOM,LONG,combo_elastic,167.3300,167.9680,166.7107
1784909280,QCOM,SHORT,combo_elastic,170.0400,168.8935,171.3186
1784910660,QCOM,LONG,combo_elastic,168.5300,169.3315,167.9490
1784913060,QCOM,LONG,combo_elastic,168.1600,168.5355,167.5685
1784914500,QCOM,SHORT,combo_elastic,169.0900,168.4830,169.4702
1784917020,QCOM,LONG,combo_elastic,167.8200,168.0215,167.4190
1784919720,QCOM,SHORT,combo_captain,167.1300,166.9560,167.7736
1784921340,QCOM,SHORT,combo_elastic,166.7500,166.3460,167.1094
