epoch,sym,side,kind,ref_px,target_px,stop_px
1782748140,NVDA,LONG,ELASTIC,193.8700,194.0678,193.2223
1782750120,NVDA,LONG,ELASTIC,193.3900,193.7559,192.8366
1782752100,NVDA,SHORT,ELASTIC,193.7050,193.2545,194.1669
1782754320,NVDA,SHORT,ELASTIC,194.6500,194.5931,195.3324
1782754560,NVDA,LONG,ELASTIC,194.4050,194.5600,193.8406
1782755760,NVDA,LONG,ELASTIC,194.0800,194.3015,193.7700
1782758040,NVDA,SHORT,ELASTIC,194.1050,193.9051,194.3891
1782759660,NVDA,LONG,ELASTIC,193.9950,194.0415,193.6647
1782760140,NVDA,SHORT,ELASTIC,194.3300,194.0632,194.5896
1782761040,NVDA,SHORT,ELASTIC,194.7250,194.3769,194.9575
1782828300,NVDA,SHORT,ELASTIC,198.6350,197.3901,198.9446
1782834480,NVDA,LONG,ELASTIC,198.0500,198.1510,197.5783
1782834840,NVDA,SHORT,ELASTIC,198.5301,198.2025,198.9405
1782836640,NVDA,LONG,ELASTIC,198.1700,198.3048,197.6254
1782838260,NVDA,SHORT,ELASTIC,198.0501,197.8468,198.3860
1782841200,NVDA,LONG,SQZ_BRK,198.6928,199.5387,198.2699
1782841500,NVDA,SHORT,ELASTIC,198.4876,198.3305,199.0365
1782842940,NVDA,SHORT,ELASTIC,198.6400,198.4112,198.8542
1782843300,NVDA,LONG,SQZ_BRK,199.2800,200.0782,198.8809
1782844800,NVDA,LONG,ELASTIC,198.1800,198.8387,197.9198
1782847980,NVDA,SHORT,ELASTIC,199.4650,199.1782,199.8052
1782913200,NVDA,SHORT,BWALK,194.4500,192.5966,195.3767
1782915120,NVDA,SHORT,ELASTIC,196.2500,195.4129,196.7352
1782919920,NVDA,SHORT,ELASTIC,197.0701,196.6017,197.5471
1782921300,NVDA,LONG,ELASTIC,196.6500,196.9074,196.3690
1782923100,NVDA,SHORT,ELASTIC,197.1501,196.8983,197.4848
1782924540,NVDA,SHORT,ELASTIC,197.4400,197.2529,197.8629
1782926040,NVDA,SHORT,ELASTIC,197.7100,197.2983,198.0353
1782925800,NVDA,LONG,SQZ_BRK,197.7100,198.6818,197.2241
1782927720,NVDA,SHORT,ELASTIC,198.7300,198.3433,199.0329
1782929280,NVDA,LONG,ELASTIC,198.3800,198.6511,197.9446
1782930780,NVDA,SHORT,ELASTIC,198.3650,198.0650,198.5928
1782932460,NVDA,SHORT,ELASTIC,198.4599,198.1908,198.7518
1782932400,NVDA,LONG,SQZ_BRK,199.0722,199.9346,198.6410
1782934260,NVDA,SHORT,ELASTIC,199.4850,199.3060,199.9380
