epoch,sym,side,kind,ref_px,target_px,stop_px
1782744660,AMZN,SHORT,ELASTIC,245.9900,244.8197,247.4362
1782745560,AMZN,LONG,ELASTIC,244.0113,245.2071,242.8128
1782747660,AMZN,LONG,ELASTIC,242.1500,242.4287,240.5969
1782750720,AMZN,LONG,ELASTIC,239.9100,240.3135,239.1188
1782751860,AMZN,SHORT,ELASTIC,240.5900,240.0972,241.2943
1782754260,AMZN,SHORT,ELASTIC,240.9400,240.6907,241.5463
1782756360,AMZN,LONG,ELASTIC,240.8850,241.1193,240.3035
1782758460,AMZN,LONG,ELASTIC,240.2000,240.3130,239.7674
1782759600,AMZN,SHORT,ELASTIC,241.3100,240.4870,241.5211
1782760980,AMZN,LONG,ELASTIC,240.8900,241.3036,240.0406
1782830100,AMZN,SHORT,ELASTIC,240.3950,239.5411,240.9808
1782830820,AMZN,LONG,ELASTIC,239.5000,239.9368,238.5843
1782833220,AMZN,SHORT,ELASTIC,238.9500,238.3298,239.2758
1782834240,AMZN,SHORT,ELASTIC,238.8900,238.7645,239.4789
1782835860,AMZN,LONG,ELASTIC,239.2100,239.6550,238.2442
1782837960,AMZN,SHORT,ELASTIC,241.1400,240.3107,241.6745
1782839040,AMZN,LONG,ELASTIC,240.0200,240.7988,239.5689
1782840000,AMZN,LONG,ELASTIC,239.1099,239.6378,238.5477
1782841260,AMZN,LONG,ELASTIC,238.6300,239.0665,238.0647
1782842820,AMZN,SHORT,ELASTIC,238.9200,238.6398,239.4338
1782844380,AMZN,LONG,ELASTIC,238.0500,238.6398,237.7546
1782844800,AMZN,SHORT,SQZ_BRK,237.7090,236.6611,238.2330
1782846420,AMZN,SHORT,ELASTIC,238.0100,237.8128,238.4925
1782847440,AMZN,SHORT,ELASTIC,239.0800,238.4531,239.4387
1782848640,AMZN,LONG,ELASTIC,238.5300,239.0259,238.1494
1782915900,AMZN,SHORT,ELASTIC,239.7200,239.1770,240.3085
1782918000,AMZN,SHORT,ELASTIC,242.6000,241.8475,243.1312
1782919560,AMZN,SHORT,ELASTIC,243.1400,242.1627,243.9045
1782921600,AMZN,SHORT,ELASTIC,242.2950,241.8860,242.8759
1782922620,AMZN,SHORT,ELASTIC,242.3525,242.2176,243.1315
1782924480,AMZN,SHORT,ELASTIC,242.6700,242.5087,243.3184
1782925080,AMZN,LONG,ELASTIC,242.3000,242.6392,241.8157
1782925500,AMZN,LONG,SQZ_BRK,243.6050,245.0380,242.8885
1782925800,AMZN,SHORT,ELASTIC,243.2401,242.8557,243.9783
1782928440,AMZN,SHORT,ELASTIC,244.1200,244.0255,244.7299
1782929340,AMZN,SHORT,ELASTIC,244.4600,244.1628,244.9227
1782930840,AMZN,LONG,ELASTIC,243.8400,244.0408,243.4882
1782932100,AMZN,LONG,ELASTIC,243.9200,244.0582,243.4113
1782933000,AMZN,LONG,ELASTIC,243.6450,243.9090,243.3546
1782933000,AMZN,SHORT,SQZ_BRK,243.0200,241.9573,243.5514
1782935460,AMZN,LONG,ELASTIC,242.0350,242.1590,241.4594
1783001160,AMZN,SHORT,ELASTIC,243.2550,242.6300,244.1059
1783003080,AMZN,SHORT,ELASTIC,245.1800,244.5901,245.8826
1783003980,AMZN,LONG,ELASTIC,244.4600,244.9745,243.7945
1783004880,AMZN,LONG,ELASTIC,244.1000,244.8149,243.5835
1783007520,AMZN,LONG,ELASTIC,245.0550,245.3630,244.0746
1783008600,AMZN,LONG,SQZ_BRK,246.3300,248.0684,245.4608
1783009020,AMZN,SHORT,ELASTIC,246.3450,245.7618,247.1546
1783010280,AMZN,LONG,ELASTIC,245.4299,245.9208,244.7073
1783011300,AMZN,SHORT,SQZ_BRK,244.6200,243.2124,245.3238
1783011600,AMZN,LONG,ELASTIC,244.9200,245.2930,244.1881
1783013280,AMZN,SHORT,ELASTIC,244.7700,244.3575,245.0895
1783014300,AMZN,LONG,ELASTIC,243.8164,244.6151,243.1570
1783015320,AMZN,LONG,ELASTIC,243.8000,243.9648,243.2713
1783015620,AMZN,SHORT,ELASTIC,244.4028,244.0559,244.9138
1783017000,AMZN,LONG,ELASTIC,243.9350,244.2222,243.4609
1783017960,AMZN,LONG,ELASTIC,243.5657,243.8885,243.1250
1783018800,AMZN,SHORT,SQZ_BRK,242.9300,241.8385,243.4757
1783021140,AMZN,LONG,ELASTIC,243.3750,243.8149,242.9566
1783347060,AMZN,SHORT,ELASTIC,242.4700,242.1692,243.7630
1783348080,AMZN,SHORT,ELASTIC,243.1450,242.6752,243.9821
1783349100,AMZN,LONG,ELASTIC,242.7800,243.1453,242.1875
1783350780,AMZN,SHORT,ELASTIC,244.3000,243.3790,245.2045
1783352760,AMZN,SHORT,ELASTIC,245.4050,244.9141,245.9527
1783353840,AMZN,SHORT,ELASTIC,245.8300,245.4408,246.1891
1783355040,AMZN,LONG,ELASTIC,245.3870,245.6334,244.9870
1783356840,AMZN,LONG,ELASTIC,244.6500,244.7317,244.2031
1783357380,AMZN,SHORT,ELASTIC,244.9200,244.7342,245.2342
1783359000,AMZN,SHORT,ELASTIC,245.4000,245.1840,245.6533
1783360200,AMZN,LONG,ELASTIC,245.0650,245.3992,244.6498
1783361580,AMZN,LONG,ELASTIC,244.5900,244.7915,244.2238
1783362780,AMZN,SHORT,ELASTIC,245.4500,245.0299,245.6711
1783363920,AMZN,SHORT,ELASTIC,245.6300,245.4335,245.8782
1783366500,AMZN,LONG,ELASTIC,245.3398,245.5323,245.0232
1783367520,AMZN,LONG,ELASTIC,244.3350,245.0622,243.8620
1783432500,AMZN,SHORT,ELASTIC,248.7450,246.5838,249.2176
1783434420,AMZN,LONG,ELASTIC,245.2260,246.2886,244.5440
1783436400,AMZN,LONG,ELASTIC,244.2250,244.9603,243.4196
1783440000,AMZN,SHORT,ELASTIC,243.7500,243.2695,244.2207
1783442100,AMZN,SHORT,ELASTIC,244.9400,244.6145,245.3237
1783443420,AMZN,SHORT,ELASTIC,246.0150,245.7608,246.5963
1783444320,AMZN,LONG,ELASTIC,245.0050,245.6348,244.7711
1783445340,AMZN,SHORT,ELASTIC,245.4300,245.1354,245.7726
1783446780,AMZN,LONG,ELASTIC,245.4600,245.5223,245.0141
1783447320,AMZN,SHORT,ELASTIC,246.4550,245.8015,246.8949
1783449480,AMZN,LONG,ELASTIC,245.5800,246.0184,245.2839
1783450320,AMZN,SHORT,ELASTIC,246.0700,245.8274,246.4420
1783451580,AMZN,LONG,ELASTIC,245.6700,245.7877,245.3420
1783453260,AMZN,SHORT,ELASTIC,245.8600,245.6558,246.1941
1783520520,AMZN,SHORT,ELASTIC,243.6900,242.8921,244.5670
