epoch,sym,side,kind,ref_px,target_px,stop_px
1782744540,SMH,LONG,ELASTIC,609.9850,610.3672,604.3076
1782745020,SMH,SHORT,ELASTIC,616.3200,611.4708,619.1584
1782746160,SMH,SHORT,ELASTIC,619.2200,618.0751,622.6275
1782757860,SMH,LONG,ELASTIC,630.4800,631.0949,629.1471
1782758460,SMH,SHORT,ELASTIC,632.3600,631.1817,633.2011
1782759900,SMH,LONG,ELASTIC,629.3200,631.5055,628.3014
1782761040,SMH,SHORT,ELASTIC,631.7700,630.6444,632.9697
1782762720,SMH,LONG,ELASTIC,629.3200,630.4739,628.0757
1782830580,SMH,LONG,ELASTIC,650.7000,652.0611,649.0841
1782844140,SMH,SHORT,ELASTIC,655.3600,654.7904,655.8479
1782844500,SMH,LONG,SQZ_BRK,655.9690,657.7791,655.0640
1782847860,SMH,LONG,ELASTIC,656.9850,657.5122,656.0283
1782848820,SMH,SHORT,ELASTIC,657.9900,657.3300,658.9009
1782916560,SMH,LONG,ELASTIC,629.9200,633.3203,627.5736
1782918300,SMH,SHORT,ELASTIC,628.1550,626.4294,631.4102
1782929520,SMH,LONG,ELASTIC,621.8400,622.6782,620.9300
1782931740,SMH,LONG,ELASTIC,620.0300,620.9440,618.9445
1782931500,SMH,SHORT,SQZ_BRK,620.0300,617.2925,621.3987
1782932820,SMH,SHORT,ELASTIC,624.6700,621.2103,626.0274
1782934260,SMH,SHORT,ELASTIC,627.1700,625.1685,629.2989
1783002540,SMH,LONG,ELASTIC,610.6396,618.1328,608.2991
1783004880,SMH,LONG,ELASTIC,600.3600,603.4095,596.7299
1783015860,SMH,SHORT,ELASTIC,589.3000,585.8326,591.2740
1783018020,SMH,LONG,ELASTIC,587.2625,588.4078,584.9241
1783019160,SMH,LONG,ELASTIC,585.9100,588.0756,583.4996
1783020540,SMH,SHORT,ELASTIC,586.4300,584.5829,588.0206
1783021860,SMH,SHORT,ELASTIC,589.1200,587.7830,591.9784
1783348140,SMH,LONG,ELASTIC,615.0200,616.4052,612.3917
1783349880,SMH,LONG,ELASTIC,613.7900,615.0002,610.8555
1783350840,SMH,LONG,ELASTIC,610.5100,612.8309,608.1662
1783356600,SMH,SHORT,SQZ_BRK,609.6500,606.2931,611.3285
1783358700,SMH,SHORT,SQZ_BRK,607.1300,603.9010,608.7445
1783361340,SMH,SHORT,ELASTIC,608.7200,606.9290,609.7843
1783362660,SMH,LONG,ELASTIC,607.1800,608.3719,606.2165
1783363680,SMH,SHORT,ELASTIC,608.1900,607.3518,609.5692
1783365240,SMH,SHORT,ELASTIC,608.6300,608.0300,610.0111
1783365300,SMH,LONG,SQZ_BRK,609.9400,612.7660,608.5270
1783366320,SMH,LONG,ELASTIC,608.2950,609.6073,605.7961
1783434960,SMH,LONG,ELASTIC,569.4900,570.9169,566.7085
1783436040,SMH,SHORT,ELASTIC,571.0500,569.0160,573.9450
1783437240,SMH,SHORT,ELASTIC,572.7000,572.1385,575.5112
1783447620,SMH,LONG,ELASTIC,583.1600,583.7741,581.6065
1783448700,SMH,SHORT,SQZ_BRK,581.6600,578.3131,583.3334
1783449000,SMH,LONG,ELASTIC,581.9000,582.9148,580.6133
1783450920,SMH,LONG,ELASTIC,576.8801,578.4041,575.2508
1783451940,SMH,LONG,ELASTIC,574.9000,576.0525,572.5741
1783452720,SMH,SHORT,ELASTIC,577.8300,575.3537,579.8790
1783521840,SMH,LONG,ELASTIC,584.7800,585.6703,581.3328
1783523700,SMH,LONG,ELASTIC,581.4100,584.1165,579.0328
1783533840,SMH,SHORT,ELASTIC,592.4300,590.9633,593.6954
1783534800,SMH,SHORT,ELASTIC,592.4865,592.4516,594.2439
1783535460,SMH,LONG,ELASTIC,591.2800,592.2821,590.0699
1783537260,SMH,SHORT,ELASTIC,592.8700,592.4615,594.6275
1783538880,SMH,SHORT,ELASTIC,593.6000,593.3325,594.7520
1783539120,SMH,LONG,ELASTIC,592.4400,593.2590,590.6978
1783614900,SMH,SHORT,SQZ_BRK,612.0000,608.5323,613.7338
1783620300,SMH,LONG,ELASTIC,612.8750,613.8371,611.8051
1783621380,SMH,LONG,ELASTIC,611.5200,612.6842,610.8418
1783621200,SMH,SHORT,SQZ_BRK,611.4800,608.9823,612.7289
1783622760,SMH,SHORT,ELASTIC,612.6300,612.0546,613.4405
1783623540,SMH,LONG,ELASTIC,611.4300,612.0580,610.3299
1783624800,SMH,SHORT,ELASTIC,610.4900,609.4603,611.4479
1783625460,SMH,LONG,ELASTIC,608.4900,609.5876,606.8569
1783695420,SMH,LONG,ELASTIC,604.2000,605.2499,601.6651
1783696680,SMH,SHORT,ELASTIC,606.8550,604.8163,609.4294
1783706340,SMH,LONG,ELASTIC,612.7900,614.0653,611.7095
1783707420,SMH,LONG,ELASTIC,611.9464,612.7037,611.1394
1783708740,SMH,LONG,ELASTIC,611.1700,611.7658,610.3143
1783710300,SMH,SHORT,ELASTIC,612.1500,611.3060,613.0220
1783711920,SMH,SHORT,ELASTIC,611.3895,610.6132,612.7535
1783953060,SMH,SHORT,ELASTIC,598.1200,595.4658,600.8361
1783953840,SMH,LONG,ELASTIC,594.9400,596.8800,592.8146
1783954860,SMH,SHORT,ELASTIC,596.7800,595.1292,599.0771
1783956300,SMH,SHORT,ELASTIC,596.4550,595.7235,598.5411
1783965960,SMH,SHORT,ELASTIC,587.5400,586.1211,588.7132
1783967460,SMH,LONG,ELASTIC,585.5900,585.9149,583.5889
1783969500,SMH,SHORT,ELASTIC,587.3600,586.2720,588.2393
1783970400,SMH,SHORT,SQZ_BRK,583.7100,580.7092,585.2104
1783971060,SMH,SHORT,ELASTIC,585.7900,584.4178,587.0373
1783972320,SMH,SHORT,ELASTIC,588.1700,585.9984,589.2470
1784039760,SMH,SHORT,ELASTIC,599.0700,595.4405,601.7282
1784041800,SMH,SHORT,ELASTIC,602.1725,599.5195,604.0020
1784042820,SMH,SHORT,ELASTIC,604.0650,602.8835,605.7410
1784052780,SMH,SHORT,ELASTIC,604.2000,603.6370,604.8703
1784053680,SMH,LONG,ELASTIC,603.8200,604.0695,603.0647
1784054760,SMH,LONG,ELASTIC,603.0500,603.6755,601.9249
1784055600,SMH,SHORT,SQZ_BRK,600.6600,598.3243,601.8278
1784055960,SMH,LONG,ELASTIC,600.5999,602.4017,599.7761
1784057460,SMH,LONG,ELASTIC,599.4000,601.0545,597.6346
1784058780,SMH,SHORT,ELASTIC,601.5200,600.7594,602.6241
1784128620,SMH,LONG,ELASTIC,583.2350,585.6230,580.5096
1784138820,SMH,SHORT,ELASTIC,589.0550,588.1430,590.5749
1784139420,SMH,LONG,ELASTIC,586.9900,588.4627,585.7259
1784140800,SMH,LONG,ELASTIC,587.4200,588.6503,586.3196
1784141940,SMH,LONG,ELASTIC,585.2400,586.4833,583.5889
1784142420,SMH,SHORT,ELASTIC,588.3500,586.5985,590.2781
1784143380,SMH,LONG,ELASTIC,585.4800,587.3520,584.0043
1784143860,SMH,SHORT,ELASTIC,589.7600,587.1862,590.9981
1784144400,SMH,LONG,SQZ_BRK,590.8150,594.8009,588.8220
1784213460,SMH,LONG,ELASTIC,573.9650,575.9233,571.2125
1784215620,SMH,SHORT,ELASTIC,573.4700,572.2442,575.6663
1784223600,SMH,SHORT,SQZ_BRK,565.3800,560.8303,567.6549
1784225640,SMH,SHORT,ELASTIC,566.6600,565.7355,568.7407
1784230020,SMH,LONG,ELASTIC,565.9900,566.5470,564.2146
1784231220,SMH,LONG,ELASTIC,564.7800,565.8523,563.7735
1784231100,SMH,SHORT,SQZ_BRK,564.8800,561.5196,566.5602
1784298840,SMH,LONG,ELASTIC,553.1300,556.5276,549.4193
1784300520,SMH,LONG,ELASTIC,552.1701,554.3108,548.5602
1784301660,SMH,SHORT,ELASTIC,552.6900,551.3288,554.5720
1784311140,SMH,LONG,ELASTIC,560.2750,562.1099,558.6293
1784312340,SMH,LONG,ELASTIC,557.3200,558.9206,555.3382
1784313840,SMH,LONG,ELASTIC,556.2550,557.4190,554.6313
1784315340,SMH,LONG,ELASTIC,555.9450,557.2139,554.2090
1784316780,SMH,SHORT,ELASTIC,558.2400,554.9810,559.3717
1784557800,SMH,SHORT,ELASTIC,567.8900,564.8139,569.0520
1784559240,SMH,LONG,ELASTIC,561.8300,564.0428,559.7127
1784560200,SMH,SHORT,ELASTIC,563.4700,562.0841,565.9185
1784571060,SMH,SHORT,ELASTIC,564.2799,563.8393,565.6307
1784571900,SMH,LONG,ELASTIC,563.4500,564.1567,562.0395
1784573940,SMH,LONG,ELASTIC,561.0000,561.3646,559.8671
1784574000,SMH,SHORT,SQZ_BRK,559.7200,556.7786,561.1907
1784575980,SMH,SHORT,ELASTIC,559.5099,558.4326,560.4942
1784645160,SMH,SHORT,ELASTIC,579.0400,578.0260,581.2487
1784646660,SMH,SHORT,ELASTIC,581.4450,579.5612,583.0007
1784656740,SMH,LONG,ELASTIC,584.1200,584.8300,583.3232
1784658480,SMH,LONG,ELASTIC,583.8700,584.2639,583.0885
1784658300,SMH,SHORT,SQZ_BRK,583.7400,581.9570,584.6315
1784658960,SMH,SHORT,ELASTIC,584.5200,584.0106,585.1253
1784660580,SMH,LONG,ELASTIC,584.0800,584.7885,583.4821
1784660700,SMH,SHORT,SQZ_BRK,583.0800,581.1263,584.0569
1784662260,SMH,LONG,ELASTIC,582.6100,583.2223,581.3441
1784663460,SMH,SHORT,ELASTIC,584.6700,583.7727,585.6769
1784732340,SMH,SHORT,ELASTIC,585.5050,584.3189,586.8538
1784734020,SMH,SHORT,ELASTIC,591.2200,590.5953,592.5981
