# opt_chain SPY | epoch 1785265681 | 2026-07-28 15:08:01 | spot 741.80 | exps 20260728 20260729
# fuente ibkr_tws | band 0.1500 | max_strikes 20 | narrow 0 | vencimientos 2 | rows 116 | greeks_ok_pct 1.0000 | bidask_ok_pct 0.8448
# strike right exp bid ask vol oi iv delta gamma
742.00 C 20260728 0.48 0.49 651352 8045 0.1829 0.4287 0.2575
742.00 P 20260728 0.75 0.76 296378 4250 0.1829 -0.5713 0.2574
741.00 C 20260728 1.05 1.06 466886 5335 0.1878 0.6865 0.2257
741.00 P 20260728 0.32 0.33 586009 4202 0.1878 -0.3136 0.2256
743.00 C 20260728 0.17 0.18 458330 9675 0.1845 0.2075 0.1862
743.00 P 20260728 1.43 1.46 95840 4888 0.1845 -0.7925 0.1861
740.00 C 20260728 1.84 1.87 384719 12339 0.1972 0.8525 0.1402
740.00 P 20260728 0.12 0.13 554983 9808 0.1972 -0.1477 0.1400
744.00 C 20260728 0.06 0.07 295142 7235 0.1926 0.0829 0.0948
744.00 P 20260728 2.32 2.35 25321 4767 0.1926 -0.9171 0.0948
739.00 C 20260728 2.73 2.87 270356 4838 0.2178 0.9384 0.0713
739.00 P 20260728 0.04 0.05 328399 6280 0.2178 -0.0649 0.0700
745.00 C 20260728 0.02 0.03 243196 17707 0.2125 0.0395 0.0477
745.00 P 20260728 3.19 3.35 11225 6330 0.2125 -0.9605 0.0477
738.00 C 20260728 3.70 3.77 224384 4513 0.2464 0.9697 0.0335
738.00 P 20260728 0.02 0.03 338306 8122 0.2464 -0.0306 0.0334
746.00 C 20260728 0.01 0.02 153111 12340 0.2490 0.0211 0.0241
746.00 P 20260728 4.18 4.34 3745 1658 0.2490 -0.9789 0.0241
737.00 C 20260728 4.69 4.85 120063 3692 0.2775 0.9858 0.0198
737.00 P 20260728 0.01 0.02 390663 9021 0.2775 -0.0177 0.0190
747.00 C 20260728 0.01 0.02 84482 8428 0.2932 0.0174 0.0174
747.00 P 20260728 5.17 5.33 1390 1939 0.2932 -0.9820 0.0180
736.00 C 20260728 5.69 5.84 50973 2799 0.3130 0.9872 0.0129
736.00 P 20260728 0.01 0.02 387916 7440 0.3130 -0.0131 0.0129
748.00 C 20260728 0.01 0.02 33191 9172 0.3347 0.0140 0.0127
748.00 P 20260728 6.17 6.33 596 70 0.3347 -0.9853 0.0133
735.00 C 20260728 6.69 6.86 16514 835 0.3534 0.9936 0.0092
735.00 P 20260728 0.01 0.02 279397 9337 0.3534 -0.0094 0.0087
749.00 C 20260728 0.01 0.02 20645 5988 0.3687 0.0109 0.0092
749.00 P 20260728 7.17 7.33 452 39 0.3687 -0.9892 0.0092
734.00 C 20260728 7.69 7.86 5334 327 0.3983 0.9911 0.0074
734.00 P 20260728 0.01 0.02 212448 3475 0.3983 -0.0092 0.0074
750.00 C 20260728 -1.00 0.01 13543 21733 0.3934 0.0070 0.0059
750.00 P 20260728 8.16 8.33 499 129 0.3934 -0.9930 0.0059
733.00 C 20260728 8.69 8.86 5196 448 0.4418 0.9920 0.0061
733.00 P 20260728 0.01 0.02 127340 6333 0.4418 -0.0082 0.0061
751.00 C 20260728 -1.00 0.01 6552 3287 0.4095 0.0040 0.0034
751.00 P 20260728 9.16 9.33 139 5 0.4095 -0.9960 0.0034
732.00 C 20260728 9.68 9.86 2153 271 0.4802 0.9956 0.0049
732.00 P 20260728 -1.00 0.01 98933 4892 0.4802 -0.0069 0.0048
742.00 C 20260729 2.98 2.99 48246 3038 0.1933 0.5000 0.0523
742.00 P 20260729 3.14 3.15 36040 2047 0.1933 -0.5012 0.0524
741.00 C 20260729 3.56 3.57 33823 2344 0.1969 0.5509 0.0507
741.00 P 20260729 2.72 2.73 34660 1487 0.1969 -0.4501 0.0509
743.00 C 20260729 2.45 2.46 32053 2923 0.1890 0.4469 0.0529
743.00 P 20260729 3.60 3.63 7330 1286 0.1890 -0.5546 0.0531
740.00 C 20260729 4.18 4.21 34639 5784 0.2018 0.5988 0.0485
740.00 P 20260729 2.34 2.36 35374 4643 0.2018 -0.4020 0.0486
744.00 C 20260729 1.97 1.99 28423 2466 0.1843 0.3924 0.0526
744.00 P 20260729 4.11 4.15 5023 1225 0.1843 -0.6093 0.0529
739.00 C 20260729 4.86 4.89 24349 3766 0.2055 0.6439 0.0458
739.00 P 20260729 2.02 2.03 27382 2582 0.2055 -0.3568 0.0459
745.00 C 20260729 1.55 1.57 40732 5073 0.1801 0.3374 0.0513
745.00 P 20260729 4.69 4.73 3420 3016 0.1801 -0.6647 0.0516
738.00 C 20260729 5.57 5.61 33484 4001 0.2085 0.6860 0.0430
738.00 P 20260729 1.74 1.75 27435 2850 0.2085 -0.3145 0.0431
746.00 C 20260729 1.19 1.20 25612 2863 0.1760 0.2831 0.0487
