Date,Open,High,Low,Close,Adj Close,Volume,Dividends,Stock Splits
1996-03-20 00:00:00+09:00,98.20999908447266,98.20999908447266,98.20999908447266,98.20999908447266,98.20999908447266,12100000,0.0,0.0
1996-03-21 00:00:00+09:00,98.20999908447266,98.43000030517578,97.45999908447266,97.91999816894531,97.91999816894531,10300000,0.0,0.0
1996-03-22 00:00:00+09:00,97.91999816894531,98.43000030517578,97.8499984741211,98.27999877929688,98.27999877929688,10800000,0.0,0.0
1996-03-25 00:00:00+09:00,97.69999694824219,97.87000274658203,96.9800033569336,97.08999633789062,97.08999633789062,8500000,0.0,0.0
1996-03-26 00:00:00+09:00,97.13999938964844,97.33000183105469,96.51000213623047,96.66999816894531,96.66999816894531,9000000,0.0,0.0
1996-03-27 00:00:00+09:00,96.66999816894531,97.02999877929688,96.33999633789062,96.43000030517578,96.43000030517578,8400000,0.0,0.0
1996-03-28 00:00:00+09:00,96.43000030517578,97.0,96.1500015258789,96.30000305175781,96.30000305175781,10100000,0.0,0.0
1996-03-29 00:00:00+09:00,96.30000305175781,97.62000274658203,96.26000213623047,97.62000274658203,97.62000274658203,7900000,0.0,0.0
1996-04-01 00:00:00+09:00,98.2699966430664,99.55000305175781,97.83000183105469,98.87000274658203,98.87000274658203,48700000,0.0,0.0
1996-04-02 00:00:00+09:00,98.87000274658203,99.56999969482422,98.20999908447266,99.56999969482422,99.56999969482422,22600000,0.0,0.0
1996-04-03 00:00:00+09:00,99.56999969482422,99.56999969482422,99.05999755859375,99.3499984741211,99.3499984741211,13600000,0.0,0.0
1996-04-04 00:00:00+09:00,99.3499984741211,99.55999755859375,98.52999877929688,98.87000274658203,98.87000274658203,13000000,0.0,0.0
1996-04-08 00:00:00+09:00,98.52999877929688,98.63999938964844,98.31999969482422,98.36000061035156,98.36000061035156,12100000,0.0,0.0
1996-04-09 00:00:00+09:00,98.33999633789062,98.9800033569336,97.58000183105469,97.63999938964844,97.63999938964844,12200000,0.0,0.0
1996-04-10 00:00:00+09:00,97.63999938964844,98.01000213623047,97.38999938964844,97.58000183105469,97.58000183105469,18300000,0.0,0.0
1996-04-12 00:00:00+09:00,97.7300033569336,100.11000061035156,97.7300033569336,100.0999984741211,100.0999984741211,15100000,0.0,0.0
1996-04-15 00:00:00+09:00,100.70999908447266,102.6500015258789,100.69999694824219,102.4000015258789,102.4000015258789,25400000,0.0,0.0
1996-04-16 00:00:00+09:00,102.4000015258789,103.23999786376953,101.9000015258789,102.0,102.0,20300000,0.0,0.0
1996-04-17 00:00:00+09:00,102.29000091552734,103.81999969482422,102.29000091552734,103.81999969482422,103.81999969482422,29900000,0.0,0.0
1996-04-18 00:00:00+09:00,103.81999969482422,105.80000305175781,103.63999938964844,105.80000305175781,105.80000305175781,38500000,0.0,0.0
1996-04-19 00:00:00+09:00,106.0,107.16999816894531,105.58999633789062,107.05999755859375,107.05999755859375,36600000,0.0,0.0
1996-04-22 00:00:00+09:00,106.11000061035156,107.7300033569336,106.11000061035156,106.94000244140625,106.94000244140625,27300000,0.0,0.0
1996-04-23 00:00:00+09:00,106.94000244140625,107.81999969482422,105.79000091552734,105.80999755859375,105.80999755859375,25100000,0.0,0.0
1996-04-24 00:00:00+09:00,105.81999969482422,107.80999755859375,105.19000244140625,107.80999755859375,107.80999755859375,22400000,0.0,0.0
1996-04-25 00:00:00+09:00,107.80999755859375,110.37999725341797,107.80999755859375,109.01000213623047,109.01000213623047,31000000,0.0,0.0
1996-04-26 00:00:00+09:00,109.01000213623047,109.76000213623047,108.25,108.91999816894531,108.91999816894531,18700000,0.0,0.0
1996-04-29 00:00:00+09:00,109.0199966430664,111.16000366210938,109.0199966430664,110.91999816894531,110.91999816894531,29600000,0.0,0.0
1996-04-30 00:00:00+09:00,110.91999816894531,111.62000274658203,110.02999877929688,110.11000061035156,110.11000061035156,36400000,0.0,0.0
1996-05-02 00:00:00+09:00,110.11000061035156,110.11000061035156,107.5199966430664,107.5199966430664,107.5199966430664,22000000,0.0,0.0
1996-05-03 00:00:00+09:00,107.5199966430664,108.23999786376953,106.69999694824219,107.9800033569336,107.9800033569336,20500000,0.0,0.0
1996-05-06 00:00:00+09:00,107.5,108.68000030517578,107.5,108.38999938964844,108.38999938964844,23700000,0.0,0.0
1996-05-07 00:00:00+09:00,108.38999938964844,110.13999938964844,108.38999938964844,109.80000305175781,109.80000305175781,30900000,0.0,0.0
1996-05-08 00:00:00+09:00,109.80000305175781,110.3499984741211,108.62000274658203,108.62000274658203,108.62000274658203,33600000,0.0,0.0
1996-05-09 00:00:00+09:00,108.31999969482422,108.31999969482422,106.37999725341797,106.37999725341797,106.37999725341797,22600000,0.0,0.0
1996-05-10 00:00:00+09:00,106.38999938964844,106.7699966430664,105.48999786376953,106.7699966430664,106.7699966430664,21200000,0.0,0.0
