Date,Open,High,Low,Close,Adj Close,Volume,Dividends,Stock Splits
1994-05-04 00:00:00-04:00,120.45500183105469,121.34500122070312,118.93499755859375,119.0250015258789,118.96743774414062,0,0.0,0.0
1994-05-05 00:00:00-04:00,119.0250015258789,120.1050033569336,118.03500366210938,118.2699966430664,118.21279907226562,0,0.0,0.0
1994-05-06 00:00:00-04:00,118.2699966430664,118.2699966430664,115.48999786376953,117.69499969482422,117.63807678222656,0,0.0,0.0
1994-05-09 00:00:00-04:00,117.69499969482422,118.36000061035156,115.5199966430664,115.61000061035156,115.55408477783203,0,0.0,0.0
1994-05-10 00:00:00-04:00,115.61000061035156,117.7750015258789,115.61000061035156,117.44000244140625,117.3832015991211,0,0.0,0.0
1994-05-11 00:00:00-04:00,117.44000244140625,118.5199966430664,115.05000305175781,115.34500122070312,115.28921508789062,0,0.0,0.0
1994-05-12 00:00:00-04:00,115.34500122070312,117.23500061035156,114.73999786376953,114.91500091552734,114.85942077636719,0,0.0,0.0
1994-05-13 00:00:00-04:00,114.91500091552734,115.0199966430664,111.47000122070312,113.58499908447266,113.53006744384766,0,0.0,0.0
1994-05-16 00:00:00-04:00,113.58499908447266,113.61499786376953,111.17500305175781,111.23500061035156,111.18120574951172,0,0.0,0.0
1994-05-17 00:00:00-04:00,111.23500061035156,111.47000122070312,106.91999816894531,110.76000213623047,110.70643615722656,0,0.0,0.0
1994-05-18 00:00:00-04:00,110.76000213623047,116.83499908447266,110.76000213623047,115.71499633789062,115.6590347290039,0,0.0,0.0
1994-05-19 00:00:00-04:00,115.71499633789062,119.54000091552734,115.71499633789062,119.01000213623047,118.95244598388672,0,0.0,0.0
1994-05-20 00:00:00-04:00,119.01000213623047,119.06999969482422,117.68000030517578,118.61000061035156,118.5526351928711,0,0.0,0.0
1994-05-23 00:00:00-04:00,118.61000061035156,119.30500030517578,117.52999877929688,117.88500213623047,117.82798767089844,0,0.0,0.0
1994-05-24 00:00:00-04:00,117.88500213623047,119.67500305175781,117.82499694824219,119.0999984741211,119.04239654541016,0,0.0,0.0
1994-05-25 00:00:00-04:00,119.0999984741211,119.56999969482422,117.73999786376953,119.08499908447266,119.02740478515625,0,0.0,0.0
1994-05-26 00:00:00-04:00,119.08499908447266,119.86499786376953,117.44000244140625,117.91500091552734,117.85797119140625,0,0.0,0.0
1994-05-27 00:00:00-04:00,117.91500091552734,118.50499725341797,116.87999725341797,118.41999816894531,118.36272430419922,0,0.0,0.0
1994-05-31 00:00:00-04:00,118.41999816894531,121.93499755859375,117.47000122070312,121.7750015258789,121.71611022949219,0,0.0,0.0
1994-06-01 00:00:00-04:00,121.7750015258789,128.5,121.28500366210938,128.2449951171875,128.18296813964844,0,0.0,0.0
1994-06-02 00:00:00-04:00,128.2449951171875,129.77499389648438,128.05499267578125,128.30499267578125,128.24293518066406,0,0.0,0.0
1994-06-03 00:00:00-04:00,128.30499267578125,129.8699951171875,126.7249984741211,126.95999908447266,126.89859771728516,0,0.0,0.0
1994-06-06 00:00:00-04:00,126.95999908447266,127.90499877929688,126.04499816894531,126.25,126.1889419555664,0,0.0,0.0
