date,open,high,low,close,volume
2016-01-04,79.87,79.99,78.61,79.88,2279043
2016-01-05,78.86,79.69,78.38,79.08,820946
2016-01-06,76.77,77.98,76.62,77.42,2336184
2016-01-07,75.43,77,75.25,75.48,824854
2016-01-08,74.82,75.14,73.32,73.46,908733
2016-01-11,75.93,76.18,74.67,75.32,1130252
2016-01-12,76.27,76.82,74.73,75.63,894103
2016-01-13,75.68,76.04,73.08,73.21,957838
2016-01-14,75.3,76.4,74.18,75.86,1461226
2016-01-15,71.94,72.7,70.62,70.89,1577591
2016-01-19,73.01,73.99,72.57,73.49,1519304
2016-01-20,74.66,78.94,74.09,78.01,4554266
2016-01-21,79.38,80.6,78.31,79.94,1277077
2016-01-22,83.47,83.93,82.42,82.68,1717885
2016-01-25,82.61,82.93,81.82,82.1,901113
2016-01-26,82,82.77,81.58,82.53,734501
2016-01-27,82.21,83.4,81.81,82.09,919466
2016-01-28,82.31,82.64,81.37,82.18,1854129
2016-01-29,81.57,84.12,81.47,84.04,1196336
2016-02-01,83.29,84.86,83.1,84.4,542460
2016-02-02,82.62,82.7,80.91,80.99,747182
2016-02-03,82.65,83.47,81.26,83.25,902108
2016-02-04,82.81,84.35,82.74,83.7,673508
2016-02-05,82.28,82.28,80.57,80.85,909620
2016-02-08,77.74,79.51,77.44,79.02,1293857
2016-02-09,77.6,79.02,77.49,77.75,1221392
2016-02-10,77.24,77.53,74.71,74.79,2428032
2016-02-11,75.43,75.43,74.01,74.86,1111023
2016-02-12,74.1,75.11,73.42,75.07,1159694
2016-02-16,76,77.07,75.69,76.84,778898
2016-02-17,77.79,79.08,77.73,78.95,819035
2016-02-18,79.17,79.38,78.54,78.62,679856
2016-02-19,79.72,81.03,79.38,80.53,1282116
2016-02-22,80.37,80.95,80.21,80.45,759507
2016-02-23,79.99,81.68,79.87,81.05,1556212
2016-02-24,80.4,81.78,80.27,81.63,815829
2016-02-25,81.82,82.32,81.4,82.28,324774
2016-02-26,83.36,83.46,82.94,83.1,283892
2016-02-29,83.57,84.36,83.29,83.29,375541
2016-03-01,85.06,85.96,84.76,85.82,601447
2016-03-02,84.68,85.42,84.26,85.41,464918
2016-03-03,84.93,86.66,84.88,86.65,565783
2016-03-04,86.78,87.4,86.63,87.25,1191739
2016-03-07,86.32,88.05,86.3,87.88,1031470
2016-03-08,86.57,86.91,85.76,85.82,628161
2016-03-09,86.09,86.43,85.89,86.11,174966
2016-03-10,88.24,89.51,87.04,87.79,1137030
