# opt_chain SPCX | epoch 1785524855 | 2026-07-31 15:07:35 | spot 107.94 | exps 20260731 20260807
# fuente ibkr_tws | band 0.1500 | max_strikes 20 | narrow 0 | vencimientos 2 | rows 132 | greeks_ok_pct 1.0000 | bidask_ok_pct 0.7879
# strike right exp bid ask vol oi iv delta gamma
108.00 C 20260731 0.50 0.55 7580 439 1.2032 0.4860 0.3077
108.00 P 20260731 0.55 0.60 12269 3990 1.2032 -0.5141 0.3077
107.00 C 20260731 1.10 1.15 2391 1822 1.2274 0.7626 0.2335
107.00 P 20260731 0.20 0.25 10962 5934 1.2274 -0.2374 0.2335
109.00 C 20260731 0.15 0.20 12377 408 1.2616 0.2200 0.2182
109.00 P 20260731 1.20 1.30 9789 2364 1.2616 -0.7800 0.2182
106.00 C 20260731 1.95 2.10 858 296 1.3535 0.9123 0.1084
106.00 P 20260731 0.05 0.10 6738 6867 1.3535 -0.0877 0.1084
110.00 C 20260731 0.05 0.10 15384 2013 1.4107 0.0972 0.1123
110.00 P 20260731 2.10 2.20 27928 14286 1.4107 -0.9028 0.1123
105.00 C 20260731 2.85 3.10 914 461 1.5381 0.9664 0.0449
105.00 P 20260731 -1.00 0.05 5626 7157 1.5381 -0.0336 0.0449
111.00 C 20260731 -1.00 0.05 8685 933 1.6059 0.0412 0.0509
111.00 P 20260731 3.00 3.20 7123 3425 1.6059 -0.9589 0.0509
104.00 C 20260731 3.70 4.30 99 127 1.7145 0.9857 0.0196
104.00 P 20260731 -1.00 0.05 1710 1355 1.7145 -0.0143 0.0196
112.00 C 20260731 -1.00 0.05 6561 2992 1.7993 0.0204 0.0253
112.00 P 20260731 4.00 4.20 2884 5787 1.7993 -0.9796 0.0253
103.00 C 20260731 4.70 5.10 15 136 1.8442 0.9949 0.0073
103.00 P 20260731 -1.00 0.05 1936 1131 1.8442 -0.0051 0.0073
113.00 C 20260731 -1.00 0.05 10961 2227 1.9711 0.0110 0.0135
113.00 P 20260731 4.90 5.20 1648 3557 1.9711 -0.9890 0.0135
102.00 C 20260731 5.90 6.40 1623 1518 1.9226 0.9985 0.0023
102.00 P 20260731 -1.00 0.05 545 1125 1.9226 -0.0015 0.0023
114.00 C 20260731 -1.00 0.05 3982 2878 2.1097 0.0051 0.0064
114.00 P 20260731 5.90 6.20 622 2056 2.1097 -0.9950 0.0064
101.00 C 20260731 6.70 7.40 255 246 1.9633 0.9997 0.0005
101.00 P 20260731 -1.00 0.05 434 2018 1.9633 -0.0003 0.0005
115.00 C 20260731 -1.00 0.05 9293 12736 2.2083 0.0022 0.0029
115.00 P 20260731 7.00 7.20 14671 16666 2.2083 -0.9978 0.0029
100.00 C 20260731 7.70 8.20 384 696 1.9816 1.0000 0.0001
100.00 P 20260731 -1.00 0.05 1520 15273 1.9816 -0.0000 0.0001
116.00 C 20260731 -1.00 0.05 4862 2836 2.2700 0.0008 0.0011
116.00 P 20260731 7.90 8.20 671 2397 2.2700 -0.9992 0.0011
99.00 C 20260731 8.70 9.40 3 108 1.9881 1.0000 0.0000
99.00 P 20260731 -1.00 0.05 100 1194 1.9881 -0.0000 0.0000
117.00 C 20260731 -1.00 0.05 1331 2387 2.3040 0.0002 0.0004
117.00 P 20260731 8.90 9.20 176 1729 2.3040 -0.9998 0.0004
98.00 C 20260731 9.70 10.40 10 19 1.9900 1.0000 0.0000
98.00 P 20260731 -1.00 0.05 104 1642 1.9900 -0.0000 0.0000
108.00 C 20260807 8.90 9.00 1394 239 1.5196 0.5407 0.0175
108.00 P 20260807 9.00 9.20 1928 828 1.5196 -0.4577 0.0175
107.00 C 20260807 9.30 9.50 266 48 1.5058 0.5580 0.0176
107.00 P 20260807 8.50 8.60 1172 277 1.5058 -0.4411 0.0176
109.00 C 20260807 8.40 8.60 1669 104 1.5130 0.5244 0.0176
109.00 P 20260807 9.60 9.80 1436 471 1.5130 -0.4752 0.0176
106.00 C 20260807 9.80 10.00 99 33 1.5051 0.5766 0.0174
106.00 P 20260807 8.00 8.10 554 469 1.5051 -0.4227 0.0174
110.00 C 20260807 8.00 8.10 2607 1123 1.5101 0.5058 0.0177
110.00 P 20260807 10.20 10.30 13022 14482 1.5101 -0.4926 0.0177
105.00 C 20260807 10.30 10.50 173 230 1.5062 0.5939 0.0172
105.00 P 20260807 7.50 7.60 4206 8764 1.5062 -0.4062 0.0172
111.00 C 20260807 7.60 7.80 562 558 1.5128 0.4899 0.0176
111.00 P 20260807 10.80 10.90 932 1822 1.5128 -0.5109 0.0176
104.00 C 20260807 10.80 11.00 63 7 1.5062 0.6116 0.0171
104.00 P 20260807 7.00 7.10 343 125 1.5062 -0.3880 0.0171
112.00 C 20260807 7.20 7.40 879 821 1.5159 0.4729 0.0176
112.00 P 20260807 11.40 11.50 522 2011 1.5159 -0.5274 0.0176
103.00 C 20260807 11.30 11.50 62 132 1.5049 0.6295 0.0168
103.00 P 20260807 6.50 6.70 396 314 1.5049 -0.3701 0.0168
113.00 C 20260807 6.90 7.00 1535 902 1.5168 0.4561 0.0175
113.00 P 20260807 12.00 12.20 672 1257 1.5168 -0.5439 0.0175
102.00 C 20260807 11.90 12.10 21 3 1.5042 0.6469 0.0165
102.00 P 20260807 6.10 6.20 557 310 1.5042 -0.3523 0.0165
114.00 C 20260807 6.50 6.70 894 673 1.5205 0.4396 0.0174
114.00 P 20260807 12.60 12.80 290 874 1.5205 -0.5594 0.0174
101.00 C 20260807 12.50 12.60 60 21 1.5050 0.6640 0.0162
101.00 P 20260807 5.60 5.80 2546 337 1.5050 -0.3353 0.0162
115.00 C 20260807 6.20 6.30 3312 4965 1.5276 0.4249 0.0171
115.00 P 20260807 13.30 13.50 2816 10926 1.5276 -0.5760 0.0172
