epoch,o,h,l,c,v
1776951000,663.7,663.98,659.77,663.14,541023
1776951300,663.14,665.84,662.38,665.67,173098
1776951600,665.68,665.69,663.89,664.73,118736
1776951900,664.73,665.55,663.37,664.8,165497
1776952200,664.77,665.03,660.69,660.94,160314
1776952500,660.88,661.69,660.32,660.91,111284
1776952800,660.94,661.48,658.25,660.95,195945
1776953100,661.06,663.07,660.5,662.81,119398
1776953400,662.97,663.4,662.08,662.84,69417
1776953700,662.77,664.5,662.55,662.82,76076
1776954000,662.81,664.44,662.38,664.16,44333
1776954300,664.13,664.57,663.01,663.87,48978
1776954600,664.08,664.24,663.35,663.62,50388
1776954900,663.62,664.5,663.01,663.31,54190
1776955200,663.27,663.88,662.85,663.68,45660
1776955500,663.79,664.33,663.1,663.1,43996
1776955800,663.17,664.63,663.01,664.52,78623
1776956100,664.59,665.95,664.49,665.51,73107
1776956400,665.51,667.59,665.51,666.84,102256
1776956700,666.83,666.86,665.51,666.25,47921
1776957000,666.32,667.15,666.21,666.69,47303
1776957300,666.81,669.11,666.67,669.05,117116
1776957600,669.14,669.56,668.13,668.16,102246
1776957900,668.0,668.49,667.29,668.23,63580
1776958200,668.23,669.01,668.0,668.27,58564
1776958500,668.19,668.27,667.22,667.41,71336
1776958800,667.32,668.23,667.22,667.95,41688
1776959100,667.9,667.96,666.5,666.61,85353
1776959400,666.63,666.71,665.5,665.75,55183
1776959700,665.63,666.79,665.63,666.18,39964
1776960000,666.17,666.59,664.99,665.0,58491
1776960300,665.04,665.46,664.78,665.3,35834
1776960600,665.3,666.09,665.19,665.96,31844
1776960900,665.96,666.1,665.38,665.53,30043
1776961200,665.58,665.84,664.88,665.84,21462
1776961500,665.77,666.21,664.89,665.17,30811
1776961800,665.12,665.87,665.0,665.76,19770
1776962100,665.8,665.85,665.03,665.04,22731
1776962400,665.12,665.48,665.0,665.14,22458
1776962700,665.19,665.88,665.06,665.59,19591
1776963000,665.45,666.0,665.2,665.63,21665
1776963300,665.5,665.95,665.08,665.44,18423
1776963600,665.44,666.02,663.67,663.86,66323
1776963900,663.86,664.1,662.1,662.46,77696
1776964200,662.23,662.97,661.8,662.29,56564
1776964500,662.24,662.24,660.12,660.62,76580
1776964800,660.59,660.68,659.1,659.62,130296
1776965100,659.53,660.5,657.99,658.31,171363
1776965400,658.24,659.33,657.74,659.23,70571
1776965700,659.32,669.0,657.2,658.04,370591
1776966000,658.05,658.11,654.36,655.11,165279
1776966300,655.2,655.7,653.2,654.44,159094
1776966600,654.44,657.88,653.05,656.61,159387
1776966900,656.31,658.34,656.08,658.13,99327
1776967200,657.99,659.6,657.15,658.51,106692
1776967500,658.61,659.99,658.1,659.35,110560
1776967800,659.41,660.03,658.47,658.92,95290
1776968100,658.96,659.18,658.33,658.79,66285
1776968400,658.78,659.04,658.0,658.51,56384
1776968700,658.49,658.74,658.0,658.41,42416
1776969000,658.65,659.53,658.53,659.19,88207
1776969300,659.19,659.76,659.01,659.38,59634
1776969600,659.39,659.55,658.23,658.45,40432
1776969900,658.36,658.76,658.02,658.2,70963
1776970200,658.14,659.0,657.5,658.74,42347
1776970500,658.66,658.99,657.04,657.58,45003
1776970800,657.58,657.97,657.19,657.53,39719
1776971100,657.53,658.47,657.39,658.35,62017
1776971400,658.33,658.39,657.76,658.26,30096
1776971700,658.26,659.1,658.26,658.69,63420
1776972000,658.69,658.78,658.28,658.6,39831
1776972300,658.6,659.88,658.41,659.66,64349
1776972600,659.66,660.65,659.36,659.77,80761
1776972900,659.55,660.28,658.74,660.1,58051
1776973200,660.22,660.41,658.92,659.47,81246
1776973500,659.39,660.17,659.3,659.75,94979
1776973800,659.79,659.79,657.83,659.2,178323
1776974100,659.06,659.5,658.75,659.5,362239
1777037400,660.5,660.5,653.84,656.38,464300
1777037700,656.26,660.6,655.83,660.34,170906
1777038000,660.53,662.01,660.29,661.81,195277
1777038300,661.94,665.47,661.94,665.04,224736
1777038600,665.07,665.43,662.95,663.6,166190
1777038900,663.57,665.13,663.29,663.99,167569
1777039200,663.94,664.88,662.97,664.62,125734
1777039500,664.6,668.51,664.59,668.24,250624
1777039800,668.12,669.21,667.63,667.83,171422
1777040100,667.83,668.42,666.06,667.7,73947
1777040400,667.75,668.71,666.25,666.68,67434
1777040700,666.57,666.69,664.84,665.08,75863
1777041000,665.16,665.4,664.0,664.81,100688
1777041300,664.77,666.06,664.66,665.5,63708
1777041600,665.5,666.54,665.12,666.28,70420
1777041900,666.38,666.92,665.75,666.74,79845
1777042200,666.74,667.27,666.3,667.13,41155
1777042500,667.04,667.96,666.85,667.34,36786
1777042800,667.45,668.04,667.03,667.82,54034
1777043100,667.83,667.99,666.52,666.64,62128
1777043400,666.64,668.02,666.34,667.96,66239
1777043700,667.97,669.13,667.97,668.7,101246
1777044000,668.63,671.73,668.52,670.66,162019
1777044300,670.65,672.75,670.6,672.45,146854
1777044600,672.45,674.26,672.38,672.66,166464
1777044900,672.52,673.21,671.9,671.99,112212
