epoch,sym,side,kind,ref_px,target_px,stop_px
1776951900,amd,SHORT,C2,302.66,296.93,306.48
1776951900,meta,SHORT,C2,660.91,653.07,666.14
1776951900,mu,LONG,C2,479.43,486.03,475.03
1776951900,qqq,SHORT,C2,653.58,650.46,655.66
1776951900,spy,SHORT,C2,710.21,708.5,711.35
1776952800,mu,SHORT,C2,472.68,461.04,480.44
1776952800,nvda,SHORT,C2,202.23,200.43,203.43
1776953700,amd,LONG,C2,305.85,310.07,303.04
1776963600,meta,SHORT,C2,662.29,658.48,664.83
1776963600,qqq,SHORT,C2,651.87,649.71,653.31
1776963600,smh,SHORT,C2,482.89,479.72,485.01
1776964500,amd,SHORT,C2,303.81,300.15,306.25
1776968100,aapl,LONG,C2,273.67,274.81,272.91
1776973500,spy,LONG,C2,708.46,711.52,706.42
1777037400,aapl,SHORT,C2,271.3,269.92,272.22
1777037400,meta,LONG,C2,661.81,667.41,658.08
1777037400,mu,SHORT,C3,499.13,489.55,505.52
1777038300,aapl,LONG,C2,271.64,273.1,270.66
1777038300,amd,SHORT,C3,340.6,331.67,346.56
1777038300,smh,SHORT,C2,499.43,492.46,504.08
1777039200,amd,SHORT,C2,346.54,337.08,352.85
1777039200,smh,SHORT,C2,501.27,494.43,505.83
1777040100,amd,SHORT,C3,346.34,336.67,352.79
1777040100,smh,SHORT,C3,500.22,493.31,504.83
1777040100,spy,SHORT,C2,709.86,706.79,711.91
1777041000,nvda,SHORT,C2,206.24,204.21,207.59
1777041900,nvda,SHORT,C2,208.69,206.56,210.11
1777041900,smh,SHORT,C2,504.78,498.38,509.04
1777042800,nvda,SHORT,C2,209.59,207.38,211.06
1777043700,nvda,SHORT,C2,208.92,206.56,210.49
1777044600,meta,SHORT,C2,674.07,669.25,677.28
1777044600,nvda,SHORT,C2,209.7,207.28,211.31
1777045500,meta,SHORT,C2,675.5,670.59,678.77
1777045500,smh,SHORT,C2,507.1,500.71,511.36
1777048200,smh,SHORT,C2,507.72,501.26,512.03
1777050000,amd,SHORT,C2,348.35,342.12,352.5
1777051800,smh,SHORT,C2,507.51,504.33,509.63
1777059900,aapl,LONG,C2,271.06,271.88,270.51
1777059900,nvda,LONG,C2,208.19,209.45,207.35
1777059900,smh,LONG,C2,506.48,508.56,505.09
1777296600,aapl,LONG,C3,267.49,268.87,266.57
1777296600,amd,SHORT,C3,333.55,328.62,336.83
1777296600,meta,LONG,C2,677.48,681.15,675.03
1777296600,mu,LONG,C4,523.72,530.76,519.03
1777296600,nvda,SHORT,C2,209.79,208.28,210.8
1777296600,qqq,SHORT,C2,662.87,661.49,663.79
1777296600,smh,SHORT,C3,504.45,501.88,506.17
1777297500,aapl,LONG,C2,268.13,269.57,267.17
1777297500,amd,LONG,C3,335.87,341.39,332.19
1777297500,meta,SHORT,C2,672.42,668.55,675.0
1777297500,mu,SHORT,C2,527.29,518.85,532.92
1777297500,nvda,LONG,C2,210.36,212.0,209.27
1777297500,qqq,LONG,C3,663.2,664.79,662.14
1777297500,smh,LONG,C3,505.53,508.76,503.38
1777297500,spy,LONG,C2,714.09,715.36,713.24
1777298400,amd,LONG,C2,337.85,343.66,333.98
1777298400,meta,LONG,C2,674.9,678.99,672.17
1777298400,mu,SHORT,C3,524.64,515.51,530.73
1777298400,smh,SHORT,C2,504.27,500.8,506.58
1777299300,nvda,SHORT,C2,208.7,206.93,209.88
1777300200,nvda,LONG,C2,209.24,211.16,207.96
1777300200,smh,LONG,C2,500.45,504.47,497.77
1777301100,meta,LONG,C2,681.4,685.92,678.39
1777302900,qqq,LONG,C2,661.81,663.65,660.59
1777303800,mu,LONG,C2,528.49,539.74,520.99
1777304700,mu,SHORT,C2,529.2,517.82,536.79
1777308300,nvda,SHORT,C2,212.75,210.62,214.17
1777309200,nvda,SHORT,C2,214.02,212.16,215.26
1777310100,nvda,SHORT,C2,213.61,211.88,214.76
1777310100,spy,LONG,C2,714.6,715.65,713.9
1777311000,nvda,SHORT,C2,214.31,212.6,215.45
1777311900,amd,SHORT,C2,335.09,331.41,337.54
1777311900,spy,SHORT,C2,714.88,713.88,715.54
1777312800,nvda,SHORT,C2,215.29,213.81,216.28
1777313700,amd,LONG,C2,336.07,339.32,333.9
1777317300,smh,SHORT,C2,504.47,502.55,505.75
1777319100,aapl,SHORT,C3,267.68,267.0,268.13
1777319100,mu,LONG,C2,524.71,529.48,521.53
1777319100,nvda,LONG,C2,216.63,218.14,215.62
1777319100,smh,LONG,C2,506.19,508.14,504.89
1777319100,spy,SHORT,C3,715.16,714.5,715.6
1777383000,aapl,SHORT,C3,269.75,268.52,270.57
1777383000,amd,LONG,C4,323.82,328.78,320.51
1777383000,meta,LONG,C2,674.7,678.08,672.45
1777383000,qqq,LONG,C3,658.75,660.56,657.54
1777383000,spy,LONG,C2,712.4,713.48,711.68
1777383900,amd,LONG,C2,322.96,328.21,319.46
1777383900,meta,SHORT,C2,672.22,668.39,674.77
1777383900,qqq,LONG,C2,658.47,660.5,657.12
1777383900,smh,LONG,C2,493.03,497.4,490.12
1777384800,aapl,SHORT,C2,270.3,268.94,271.21
1777384800,amd,LONG,C2,325.34,330.96,321.59
1777384800,meta,LONG,C2,672.92,676.9,670.27
1777384800,mu,SHORT,C2,507.6,499.01,513.33
1777384800,qqq,LONG,C3,658.55,660.68,657.13
1777384800,smh,LONG,C2,493.19,497.73,490.17
1777384800,spy,LONG,C4,711.64,712.96,710.76
1777385700,amd,LONG,C2,323.95,329.82,320.04
1777385700,qqq,LONG,C2,657.64,659.84,656.18
1777385700,spy,LONG,C2,711.25,712.57,710.37
1777386600,aapl,SHORT,C3,271.25,269.76,272.25
