epoch,sym,side,kind,ref_px,target_px,stop_px
1776965400,QQQ,LONG,ELASTIC,651.5400,653.8950,649.2613
1776966600,QQQ,LONG,ELASTIC,649.2000,652.6090,644.7394
1777045500,QQQ,SHORT,ELASTIC,662.4000,660.2235,663.8338
1777053000,QQQ,LONG,SQZ_BRK,663.8700,665.2194,663.1953
1777053300,QQQ,SHORT,ELASTIC,663.8100,663.1635,664.8368
1777057800,QQQ,LONG,SQZ_BRK,664.0900,665.1053,663.5823
1777058400,QQQ,SHORT,ELASTIC,663.8800,663.4615,664.6271
1777311300,QQQ,SHORT,ELASTIC,663.6700,663.0315,664.3595
1777315800,QQQ,SHORT,SQZ_BRK,663.0200,662.1612,663.4494
1777316100,QQQ,LONG,ELASTIC,663.1900,663.6835,662.7467
1777397400,QQQ,LONG,SQZ_BRK,656.0400,657.4950,655.3125
1777398300,QQQ,SHORT,ELASTIC,656.4800,655.3895,657.0704
1777399200,QQQ,SHORT,ELASTIC,656.7000,655.6010,657.3401
1777470600,QQQ,LONG,SQZ_BRK,659.0500,660.6708,658.2396
1777478100,QQQ,LONG,ELASTIC,659.3700,660.1830,658.0076
1777479600,QQQ,LONG,ELASTIC,658.9400,659.9150,658.1838
1777480500,QQQ,LONG,ELASTIC,658.1200,659.5020,656.8602
1777485300,QQQ,LONG,SQZ_BRK,659.5700,660.8430,658.9335
1777489500,QQQ,SHORT,ELASTIC,660.3600,659.0920,661.3983
1777490400,QQQ,SHORT,ELASTIC,661.2400,659.4525,662.1340
1777570800,QQQ,SHORT,ELASTIC,665.6100,663.9505,666.1014
1777578000,QQQ,LONG,SQZ_BRK,668.4900,669.5263,667.9719
1777578300,QQQ,SHORT,ELASTIC,668.4300,667.6465,668.7634
1777660500,QQQ,SHORT,SQZ_BRK,674.0000,672.9103,674.5448
1777661700,QQQ,LONG,ELASTIC,673.7600,674.6270,672.8174
1777908300,QQQ,LONG,ELASTIC,672.7400,675.0635,670.6169
1777915500,QQQ,SHORT,ELASTIC,673.2200,671.6465,673.9399
1777920000,QQQ,SHORT,SQZ_BRK,671.6100,670.1962,672.3169
1777920300,QQQ,LONG,ELASTIC,672.0500,672.7555,671.2268
1777998900,QQQ,SHORT,SQZ_BRK,680.6200,679.4284,681.2158
1777999200,QQQ,LONG,ELASTIC,680.8400,681.3320,680.3195
1778003400,QQQ,LONG,SQZ_BRK,682.1600,683.0427,681.7187
1778003700,QQQ,SHORT,ELASTIC,682.1000,681.4120,682.5024
1778010300,QQQ,SHORT,SQZ_BRK,681.8600,681.1630,682.2085
1778086200,QQQ,SHORT,SQZ_BRK,691.0800,689.7803,691.7299
1778086500,QQQ,LONG,ELASTIC,691.3300,692.0065,690.7186
1778092800,QQQ,SHORT,ELASTIC,693.9800,692.9835,694.6220
1778170800,QQQ,LONG,ELASTIC,695.6000,698.5355,693.2887
1778254500,QQQ,LONG,SQZ_BRK,707.7100,709.6136,706.7582
1778254800,QQQ,SHORT,ELASTIC,707.2200,706.3715,708.4769
1778257500,QQQ,LONG,SQZ_BRK,708.6200,710.1393,707.8604
1778257800,QQQ,SHORT,ELASTIC,708.4600,707.4260,709.0427
1778259600,QQQ,LONG,SQZ_BRK,709.7400,711.2567,708.9816
1778260200,QQQ,SHORT,ELASTIC,709.6500,708.2595,710.3168
1778266500,QQQ,SHORT,SQZ_BRK,708.5900,707.4678,709.1511
1778266800,QQQ,LONG,ELASTIC,709.2000,709.5405,708.2524
1778525700,QQQ,SHORT,SQZ_BRK,712.3100,711.1507,712.8896
1778526300,QQQ,LONG,ELASTIC,713.2200,713.7695,711.7442
1778604900,QQQ,LONG,ELASTIC,696.8000,699.3935,696.0742
1778613600,QQQ,SHORT,ELASTIC,703.9000,702.2220,704.9553
1778689200,QQQ,LONG,SQZ_BRK,713.4600,715.4986,712.4407
1778690100,QQQ,SHORT,ELASTIC,713.4300,711.7690,714.2432
1778695800,QQQ,LONG,SQZ_BRK,715.6400,716.9682,714.9759
1778697000,QQQ,SHORT,ELASTIC,716.1500,714.8785,716.9618
1778766000,QQQ,LONG,SQZ_BRK,718.2700,720.0054,717.4023
1778778300,QQQ,SHORT,SQZ_BRK,719.7700,718.1121,720.5990
1778779500,QQQ,LONG,ELASTIC,718.8000,720.4935,717.3498
1778860500,QQQ,LONG,ELASTIC,710.1600,710.7960,708.1939
1778866500,QQQ,SHORT,ELASTIC,714.0000,711.6665,714.5529
1779122100,QQQ,LONG,ELASTIC,701.8600,703.2940,698.7401
1779128100,QQQ,SHORT,SQZ_BRK,700.1500,697.6480,701.4010
1779128700,QQQ,LONG,ELASTIC,700.7600,702.6935,699.0812
1779207900,QQQ,LONG,SQZ_BRK,701.2500,704.2201,699.7649
1779209100,QQQ,SHORT,ELASTIC,702.9600,699.9640,703.8509
1779215700,QQQ,SHORT,SQZ_BRK,703.8400,701.7916,704.8642
1779216000,QQQ,LONG,ELASTIC,703.8600,705.0540,703.2527
1779217200,QQQ,LONG,ELASTIC,702.9000,704.5345,701.5333
1779218400,QQQ,SHORT,SQZ_BRK,702.0300,699.8528,703.1186
1779218700,QQQ,LONG,ELASTIC,702.8700,704.0020,701.4546
1779304200,QQQ,LONG,SQZ_BRK,711.7200,713.1416,711.0092
1779304800,QQQ,SHORT,ELASTIC,711.8600,711.0785,712.3216
1779306000,QQQ,SHORT,ELASTIC,712.1200,711.3045,712.9937
1779378600,QQQ,SHORT,ELASTIC,710.6800,709.1155,711.5717
1779390000,QQQ,LONG,ELASTIC,712.7900,714.5110,710.3230
1779470700,QQQ,LONG,SQZ_BRK,721.8400,723.3761,721.0720
1779471000,QQQ,SHORT,ELASTIC,720.9400,720.3415,722.2591
1779476400,QQQ,SHORT,SQZ_BRK,719.1000,717.6896,719.8052
1779810900,QQQ,LONG,ELASTIC,726.5700,728.9475,725.3722
1779819000,QQQ,LONG,SQZ_BRK,728.9300,730.2037,728.2932
1779819900,QQQ,SHORT,ELASTIC,729.4400,728.2670,729.9180
1779824100,QQQ,LONG,SQZ_BRK,730.3300,731.3706,729.8097
1779906600,QQQ,SHORT,ELASTIC,729.6700,727.8800,730.0310
1779975600,QQQ,SHORT,SQZ_BRK,727.3000,725.7120,728.0940
1780076700,QQQ,LONG,ELASTIC,737.0800,738.2915,736.6280
1780077600,QQQ,LONG,ELASTIC,736.7200,737.9120,735.5135
1780083900,QQQ,SHORT,ELASTIC,739.1300,737.7225,739.6009
1780335000,QQQ,SHORT,ELASTIC,742.8400,741.8005,743.8786
1780342200,QQQ,SHORT,SQZ_BRK,743.3000,742.2047,743.8476
1780421400,QQQ,SHORT,SQZ_BRK,744.1900,743.0303,744.7699
1780422000,QQQ,LONG,ELASTIC,744.3800,745.1070,743.4385
1780426800,QQQ,LONG,SQZ_BRK,745.1700,746.2112,744.6494
1780427700,QQQ,SHORT,ELASTIC,745.2300,744.5125,745.7567
1780501800,QQQ,LONG,ELASTIC,743.8200,745.2225,742.2128
1780503900,QQQ,LONG,ELASTIC,742.4200,744.2825,741.7546
1780509600,QQQ,SHORT,ELASTIC,744.8100,743.1150,745.1185
1780515600,QQQ,LONG,SQZ_BRK,745.5100,746.9047,744.8127
1780515900,QQQ,SHORT,ELASTIC,745.5500,744.7515,746.0416
1780594200,QQQ,LONG,SQZ_BRK,741.7900,743.2297,741.0702
1780594500,QQQ,SHORT,ELASTIC,741.4200,740.5220,742.3724
1780596600,QQQ,SHORT,ELASTIC,743.3000,741.4665,743.6456
1780600500,QQQ,SHORT,SQZ_BRK,741.8500,740.7060,742.4220
1780600800,QQQ,LONG,ELASTIC,742.6400,742.7485,741.4437
1780602300,QQQ,SHORT,SQZ_BRK,741.8800,740.6301,742.5050
1780673100,QQQ,LONG,ELASTIC,722.3200,724.9175,720.9940
1780674000,QQQ,LONG,ELASTIC,720.5800,724.3370,719.6066
1780677900,QQQ,LONG,ELASTIC,715.6800,719.7025,714.3025
1780684500,QQQ,LONG,ELASTIC,709.9500,714.1265,709.3488
1780938000,QQQ,SHORT,SQZ_BRK,717.5800,714.6665,719.0368
1780938300,QQQ,LONG,ELASTIC,717.8000,719.7980,716.2922
1780945500,QQQ,SHORT,SQZ_BRK,716.7000,714.4897,717.8051
1781031900,QQQ,SHORT,ELASTIC,706.3500,703.2345,709.3300
1781185200,QQQ,LONG,SQZ_BRK,698.9700,703.4876,696.7112
1781194500,QQQ,SHORT,ELASTIC,703.7600,700.5725,705.5847
1781197200,QQQ,SHORT,SQZ_BRK,698.6700,694.6225,700.6938
1781197500,QQQ,LONG,ELASTIC,699.9800,701.5745,697.2611
1781205000,QQQ,LONG,SQZ_BRK,713.9800,717.8300,712.0550
1781205600,QQQ,SHORT,ELASTIC,714.6300,711.0315,715.6682
1781206500,QQQ,SHORT,ELASTIC,716.6300,712.0390,719.2188
1781292600,QQQ,SHORT,SQZ_BRK,720.1300,717.8587,721.2657
1781292900,QQQ,LONG,ELASTIC,720.4000,721.6865,719.4238
1781546400,QQQ,SHORT,SQZ_BRK,742.9800,741.6074,743.6663
1781546700,QQQ,LONG,ELASTIC,743.3600,743.6625,742.4606
1781631600,QQQ,LONG,ELASTIC,733.3000,734.3980,731.6975
1781637600,QQQ,LONG,ELASTIC,732.9000,733.5145,730.1616
1781638800,QQQ,LONG,ELASTIC,732.4000,733.1455,730.9085
1781715000,QQQ,SHORT,SQZ_BRK,732.1900,730.1764,733.1968
1781715300,QQQ,LONG,ELASTIC,732.4800,733.0890,731.6679
1781719800,QQQ,LONG,ELASTIC,729.0900,731.9245,723.7065
1781724300,QQQ,LONG,ELASTIC,725.8500,730.0790,723.9296
1781807400,QQQ,SHORT,SQZ_BRK,739.2100,737.8397,739.8952
1781808000,QQQ,LONG,ELASTIC,739.1300,739.8265,738.5861
1781809800,QQQ,SHORT,SQZ_BRK,738.6300,737.2937,739.2982
1781810100,QQQ,LONG,ELASTIC,739.3000,739.5595,738.0891
1781811300,QQQ,LONG,SQZ_BRK,740.2700,741.6515,739.5792
1782150600,QQQ,LONG,SQZ_BRK,737.8300,739.8294,736.8303
1782150900,QQQ,SHORT,ELASTIC,737.1200,736.3605,738.4531
1782154500,QQQ,SHORT,SQZ_BRK,735.7200,734.0636,736.5482
1782154800,QQQ,LONG,ELASTIC,736.3900,736.9405,735.1183
1782237000,QQQ,SHORT,SQZ_BRK,716.4700,713.9705,717.7197
1782237600,QQQ,LONG,ELASTIC,716.3500,718.4165,715.2351
1782318900,QQQ,SHORT,SQZ_BRK,713.8600,710.7378,715.4211
1782320400,QQQ,LONG,ELASTIC,714.0200,715.6085,711.7987
1782328200,QQQ,LONG,ELASTIC,705.5700,708.3365,703.9210
1782411300,QQQ,LONG,SQZ_BRK,718.3300,722.2471,716.3715
1782411600,QQQ,SHORT,ELASTIC,718.0600,716.0420,720.0879
1782488100,QQQ,LONG,SQZ_BRK,714.3300,718.6926,712.1487
1782488700,QQQ,SHORT,ELASTIC,713.3300,711.7550,716.6305
1782497700,QQQ,SHORT,SQZ_BRK,710.4000,707.8850,711.6575
1782498000,QQQ,LONG,ELASTIC,710.4900,712.5420,709.5080
1782753300,QQQ,SHORT,ELASTIC,722.4800,720.0735,723.2769
1782754200,QQQ,SHORT,ELASTIC,722.6500,720.7050,723.6209
1782758400,QQQ,LONG,SQZ_BRK,724.0600,725.6048,723.2876
1782758700,QQQ,SHORT,ELASTIC,724.0200,723.0075,724.4965
1782844800,QQQ,LONG,SQZ_BRK,736.5100,737.5626,735.9837
1782845400,QQQ,SHORT,ELASTIC,736.3300,736.0395,737.0819
1782846600,QQQ,LONG,SQZ_BRK,737.3900,738.4633,736.8533
1782846900,QQQ,SHORT,ELASTIC,737.1400,736.2880,737.6992
1782929700,QQQ,LONG,ELASTIC,727.2400,727.9755,726.5699
1782932100,QQQ,LONG,ELASTIC,726.4600,727.4010,725.3289
1783010400,QQQ,LONG,ELASTIC,712.6200,715.0840,709.6145
1783356900,QQQ,SHORT,SQZ_BRK,723.5800,721.8267,724.4567
1783357200,QQQ,LONG,ELASTIC,723.7500,724.8680,722.9791
1783358700,QQQ,SHORT,SQZ_BRK,722.7600,720.9957,723.6422
1783359900,QQQ,LONG,ELASTIC,721.9200,723.8020,720.5726
1783440300,QQQ,SHORT,ELASTIC,709.8100,707.4435,710.9213
1783441800,QQQ,SHORT,ELASTIC,712.6200,708.8465,713.6960
1783448700,QQQ,SHORT,SQZ_BRK,712.3600,710.6190,713.2305
1783452000,QQQ,LONG,ELASTIC,707.4000,711.1110,705.8893
1783521300,QQQ,SHORT,SQZ_BRK,706.2700,702.7751,708.0174
1783616700,QQQ,LONG,SQZ_BRK,723.0300,724.5678,722.2611
1783618200,QQQ,SHORT,ELASTIC,723.5600,722.4985,724.5125
1783623300,QQQ,SHORT,SQZ_BRK,722.9600,721.9530,723.4635
1783623900,QQQ,LONG,ELASTIC,722.6300,723.4495,722.0034
1783705200,QQQ,SHORT,ELASTIC,726.1100,725.0875,726.5967
1783710000,QQQ,LONG,SQZ_BRK,726.2400,727.3781,725.6709
1783958700,QQQ,LONG,ELASTIC,715.5500,716.7555,714.3075
1783960500,QQQ,LONG,ELASTIC,713.0700,715.8900,712.3009
1783969800,QQQ,SHORT,SQZ_BRK,711.7200,709.9314,712.6143
1783971000,QQQ,LONG,ELASTIC,711.1100,712.1750,709.8710
1784054700,QQQ,SHORT,SQZ_BRK,720.4200,719.0462,721.1069
1784055000,QQQ,LONG,ELASTIC,720.9000,721.2045,720.0461
1784056200,QQQ,LONG,ELASTIC,720.3900,721.0360,719.1718
1784217600,QQQ,SHORT,SQZ_BRK,708.9600,706.1062,710.3869
1784217900,QQQ,LONG,ELASTIC,708.9400,710.6555,708.1322
1784219100,QQQ,LONG,ELASTIC,707.9600,709.8585,706.4668
1784223600,QQQ,SHORT,SQZ_BRK,706.5900,704.3539,707.7081
1784223900,QQQ,LONG,ELASTIC,706.9300,707.8680,705.7502
1784228700,QQQ,SHORT,SQZ_BRK,705.1400,703.1673,706.1263
1784229900,QQQ,LONG,ELASTIC,704.2900,706.0865,703.7450
1784304000,QQQ,SHORT,ELASTIC,698.3300,696.0355,700.8420
1784312400,QQQ,LONG,ELASTIC,697.1300,700.0260,696.4228
1784315700,QQQ,LONG,ELASTIC,695.4500,697.6535,694.6203
1784563800,QQQ,SHORT,ELASTIC,703.7200,701.0755,704.3786
1784572200,QQQ,SHORT,SQZ_BRK,698.9400,696.9050,699.9575
1784572500,QQQ,LONG,ELASTIC,698.9200,700.0395,698.1447
1784658600,QQQ,SHORT,SQZ_BRK,708.9200,707.9297,709.4151
1784658900,QQQ,LONG,ELASTIC,709.2100,709.4655,708.5530
1784660700,QQQ,SHORT,SQZ_BRK,708.7800,707.7692,709.2854
1784661000,QQQ,LONG,ELASTIC,708.7400,709.3720,708.4132
1784662200,QQQ,LONG,ELASTIC,708.7000,709.1765,708.0935
1784741400,QQQ,SHORT,SQZ_BRK,708.2100,706.9576,708.8362
1784743200,QQQ,LONG,ELASTIC,707.4800,708.5215,706.7178
1784744100,QQQ,LONG,ELASTIC,706.9500,708.2330,706.4936
1784748900,QQQ,SHORT,SQZ_BRK,706.2100,704.9240,706.8530
1784749200,QQQ,LONG,ELASTIC,706.5000,707.0210,705.7368
