epoch,volC,volP,pc,spot
1776432600,222,3,0.0135,0.00
1776432900,335,3,0.0090,0.00
1776433200,640,4,0.0063,0.00
1776433500,799,4,0.0050,0.00
1776433800,858,5,0.0058,0.00
1776434100,1023,5,0.0049,0.00
1776434400,1174,6,0.0051,0.00
1776434700,1691,6,0.0035,0.00
1776435000,2388,7,0.0029,0.00
1776435300,2418,8,0.0033,0.00
1776435600,3174,10,0.0032,0.00
1776435900,3180,11,0.0035,0.00
1776436200,3258,11,0.0034,0.00
1776436500,4227,11,0.0026,0.00
1776436800,4621,12,0.0026,0.00
1776437100,4645,12,0.0026,0.00
1776437400,4658,12,0.0026,0.00
1776437700,4797,12,0.0025,0.00
1776438000,5140,12,0.0023,0.00
1776438300,5157,16,0.0031,0.00
1776438600,5164,16,0.0031,0.00
1776438900,5313,16,0.0030,0.00
1776439200,5349,16,0.0030,0.00
1776439500,5353,16,0.0030,0.00
1776439800,5363,16,0.0030,0.00
1776440100,5367,16,0.0030,0.00
1776440400,5374,16,0.0030,0.00
1776440700,5394,16,0.0030,0.00
1776441000,5398,16,0.0030,0.00
1776441300,5438,16,0.0029,0.00
1776441600,5500,16,0.0029,0.00
1776441900,5515,16,0.0029,0.00
1776442200,5600,16,0.0029,0.00
1776442500,5610,16,0.0029,0.00
1776442800,5618,16,0.0028,0.00
1776443100,5618,17,0.0030,0.00
1776443400,5673,28,0.0049,0.00
1776443700,5687,28,0.0049,0.00
1776444000,5693,29,0.0051,0.00
1776444300,5748,29,0.0050,0.00
1776444900,5797,30,0.0052,0.00
1776445200,6109,30,0.0049,0.00
1776445500,6132,30,0.0049,0.00
1776445800,6143,30,0.0049,0.00
1776446100,6190,31,0.0050,0.00
1776446400,6223,32,0.0051,0.00
1776446700,6331,33,0.0052,0.00
1776447000,6347,33,0.0052,0.00
1776447300,6349,33,0.0052,0.00
1776447600,6351,33,0.0052,0.00
1776448200,6351,41,0.0065,0.00
1776448500,6451,41,0.0064,0.00
1776449100,6509,41,0.0063,0.00
1776449400,6517,41,0.0063,0.00
1776449700,6550,41,0.0063,0.00
1776450000,6742,41,0.0061,0.00
1776450300,6822,41,0.0060,0.00
1776450600,6826,41,0.0060,0.00
1776450900,6829,41,0.0060,0.00
1776451200,6835,41,0.0060,0.00
1776451500,6870,41,0.0060,0.00
1776451800,6884,41,0.0060,0.00
1776452100,6925,41,0.0059,0.00
1776452400,6959,41,0.0059,0.00
1776452700,6993,42,0.0060,0.00
1776453000,7011,42,0.0060,0.00
1776453300,7037,43,0.0061,0.00
1776453600,7100,43,0.0061,0.00
1776453900,7104,53,0.0075,0.00
1776454200,7121,54,0.0076,0.00
1776454500,7133,54,0.0076,0.00
1776454800,7165,54,0.0075,0.00
1776455100,7408,65,0.0088,0.00
1776455400,7625,140,0.0184,0.00
1776455700,8095,142,0.0175,0.00
1776456000,8130,142,0.0175,0.00
1776456300,8144,142,0.0174,0.00
1776691800,193,35,0.1813,0.00
1776692100,432,47,0.1088,0.00
1776692400,552,58,0.1051,0.00
1776692700,687,58,0.0844,0.00
1776693000,786,58,0.0738,0.00
1776693300,1606,58,0.0361,0.00
1776693600,1657,58,0.0350,0.00
1776693900,1739,59,0.0339,0.00
1776694200,1853,62,0.0335,0.00
1776694500,1950,62,0.0318,0.00
1776694800,2014,72,0.0357,0.00
1776695100,2042,72,0.0353,0.00
1776695400,2092,72,0.0344,0.00
1776695700,2095,72,0.0344,0.00
1776696000,2115,72,0.0340,0.00
1776696300,2128,72,0.0338,0.00
1776696600,3019,72,0.0238,0.00
1776696900,3202,75,0.0234,0.00
1776697200,3204,77,0.0240,0.00
1776697500,3550,77,0.0217,0.00
1776697800,3620,77,0.0213,0.00
1776698100,3621,77,0.0213,0.00
1776698400,3622,77,0.0213,0.00
1776698700,3639,77,0.0212,0.00
1776699000,3647,77,0.0211,0.00
1776699300,3657,77,0.0211,0.00
1776699600,3671,77,0.0210,0.00
1776699900,3708,77,0.0208,0.00
1776700200,3715,77,0.0207,0.00
1776700500,3730,77,0.0206,0.00
1776700800,3840,77,0.0201,0.00
1776701100,3844,77,0.0200,0.00
1776701400,3881,77,0.0198,0.00
1776702000,3887,77,0.0198,0.00
1776702300,3891,77,0.0198,0.00
1776702600,3894,77,0.0198,0.00
1776702900,3903,77,0.0197,0.00
1776703200,3941,77,0.0195,0.00
1776703500,3941,78,0.0198,0.00
1776703800,3961,78,0.0197,0.00
1776704100,4007,78,0.0195,0.00
1776704400,4009,78,0.0195,0.00
1776705000,4025,78,0.0194,0.00
1776705300,4044,78,0.0193,0.00
1776705600,4070,78,0.0192,0.00
1776705900,4073,78,0.0192,0.00
1776706200,4167,78,0.0187,0.00
1776706500,4170,78,0.0187,0.00
1776706800,4180,78,0.0187,0.00
1776707100,4203,78,0.0186,0.00
1776707400,4220,78,0.0185,0.00
1776707700,4226,79,0.0187,0.00
1776708000,4228,79,0.0187,0.00
1776708300,4247,79,0.0186,0.00
1776708600,4258,79,0.0186,0.00
1776708900,4262,79,0.0185,0.00
1776709200,4287,79,0.0184,0.00
1776709500,4312,79,0.0183,0.00
1776709800,4312,84,0.0195,0.00
1776710100,4324,84,0.0194,0.00
1776710700,4338,84,0.0194,0.00
1776711000,4340,84,0.0194,0.00
1776711300,4351,84,0.0193,0.00
1776711600,4354,92,0.0211,0.00
1776711900,4356,94,0.0216,0.00
1776712200,4362,94,0.0215,0.00
1776712500,4363,94,0.0215,0.00
1776712800,4378,94,0.0215,0.00
1776713100,4397,94,0.0214,0.00
1776713400,4402,94,0.0214,0.00
1776713700,4408,96,0.0218,0.00
1776714000,4420,96,0.0217,0.00
1776714300,4443,96,0.0216,0.00
1776714600,4444,96,0.0216,0.00
1776714900,4452,96,0.0216,0.00
1776715200,4453,96,0.0216,0.00
1776715500,4454,96,0.0216,0.00
1776778200,118,22,0.1864,0.00
1776778500,195,22,0.1128,0.00
1776778800,253,29,0.1146,0.00
1776779100,276,41,0.1486,0.00
1776779400,357,67,0.1877,0.00
1776779700,380,103,0.2711,0.00
1776780000,435,103,0.2368,0.00
1776780300,526,218,0.4144,0.00
1776780600,532,563,1.0583,0.00
1776780900,541,565,1.0444,0.00
1776781200,547,568,1.0384,0.00
1776781500,657,568,0.8645,0.00
1776781800,683,568,0.8316,0.00
1776782100,716,568,0.7933,0.00
1776782400,723,568,0.7856,0.00
1776782700,725,568,0.7834,0.00
1776783000,733,568,0.7749,0.00
1776783300,1097,571,0.5205,0.00
1776783600,1304,572,0.4387,0.00
1776783900,1341,575,0.4288,0.00
1776784200,1367,577,0.4221,0.00
1776784500,1376,577,0.4193,0.00
1776784800,1403,577,0.4113,0.00
1776785100,1417,582,0.4107,0.00
1776785400,1420,582,0.4099,0.00
1776785700,1427,583,0.4085,0.00
1776786000,1468,587,0.3999,0.00
1776786300,1470,587,0.3993,0.00
1776786600,1481,587,0.3964,0.00
1776786900,1484,587,0.3956,0.00
1776787200,1489,591,0.3969,0.00
1776787500,1493,591,0.3958,0.00
1776787800,1546,591,0.3823,0.00
1776788100,1547,592,0.3827,0.00
1776788400,1552,693,0.4465,0.00
1776788700,1651,693,0.4197,0.00
1776789000,1791,693,0.3869,0.00
1776789300,1992,693,0.3479,0.00
1776789600,1998,693,0.3468,0.00
1776789900,2073,693,0.3343,0.00
1776790200,2153,693,0.3219,0.00
1776790500,2479,693,0.2795,0.00
1776791100,2481,697,0.2809,0.00
1776791700,2515,702,0.2791,0.00
1776792000,2556,709,0.2774,0.00
1776792300,2562,709,0.2767,0.00
1776792600,2587,709,0.2741,0.00
1776792900,2625,737,0.2808,0.00
1776793200,2659,739,0.2779,0.00
1776793500,2688,739,0.2749,0.00
1776793800,2710,740,0.2731,0.00
1776794100,2720,740,0.2721,0.00
1776794400,2726,740,0.2715,0.00
1776794700,2738,740,0.2703,0.00
1776795000,2744,740,0.2697,0.00
1776795300,2772,747,0.2695,0.00
1776795600,2774,748,0.2696,0.00
1776795900,2791,749,0.2684,0.00
1776796200,2824,749,0.2652,0.00
1776796500,2869,749,0.2611,0.00
1776797100,2875,849,0.2953,0.00
1776797400,2879,852,0.2959,0.00
1776797700,2879,853,0.2963,0.00
1776798000,2926,853,0.2915,0.00
1776798300,2926,885,0.3025,0.00
1776798600,2943,945,0.3211,0.00
1776798900,2945,958,0.3253,0.00
1776799200,3005,971,0.3231,0.00
1776799500,3024,1021,0.3376,0.00
1776799800,3268,1127,0.3449,0.00
1776800100,3414,1285,0.3764,0.00
1776800400,3518,1292,0.3673,0.00
1776800700,3679,1293,0.3515,0.00
1776801000,3688,1293,0.3506,0.00
1776801300,3705,1295,0.3495,0.00
1776801600,3728,1295,0.3474,0.00
1776801900,3729,1295,0.3473,0.00
1776864600,131,39,0.2977,0.00
1776864900,435,65,0.1494,0.00
1776865200,558,76,0.1362,0.00
1776865500,607,96,0.1582,0.00
1776865800,695,115,0.1655,0.00
1776866100,733,153,0.2087,0.00
1776866400,749,179,0.2390,0.00
1776866700,788,207,0.2627,0.00
1776867000,948,253,0.2669,0.00
1776867300,1558,286,0.1836,0.00
1776867600,1656,322,0.1944,0.00
1776867900,2007,565,0.2815,0.00
1776868200,2017,829,0.4110,0.00
