epoch,volC,volP,pc,spot
1776430800,20120,24989,1.2420,0.00
1776434400,84213,59995,0.7124,0.00
1776438000,104418,86432,0.8278,0.00
1776441600,128608,97898,0.7612,0.00
1776445200,143455,126056,0.8787,0.00
1776448800,175659,156204,0.8892,0.00
1776452400,225451,194523,0.8628,0.00
1776456000,232087,196956,0.8486,0.00
1776690000,13362,27725,2.0749,0.00
1776693600,28879,70643,2.4462,0.00
1776697200,45190,101897,2.2549,0.00
1776700800,52652,120474,2.2881,0.00
1776704400,66647,132337,1.9856,0.00
1776708000,75640,147073,1.9444,0.00
1776711600,85905,160845,1.8724,0.00
1776715200,86599,162275,1.8739,0.00
1776776400,11195,17368,1.5514,0.00
1776780000,32062,50043,1.5608,0.00
1776783600,44026,74448,1.6910,0.00
1776787200,51672,93827,1.8158,0.00
1776790800,63370,118319,1.8671,0.00
1776794400,69977,128970,1.8430,0.00
1776798000,93536,161804,1.7299,0.00
1776801600,96300,167091,1.7351,0.00
1776862800,21928,32215,1.4691,0.00
1776866400,58108,97106,1.6711,0.00
1776870000,76409,124713,1.6322,0.00
1776873600,84645,145022,1.7133,0.00
1776877200,100610,168341,1.6732,0.00
1776880800,115514,195885,1.6958,0.00
1776884400,143616,242765,1.6904,0.00
1776888000,151238,254598,1.6834,0.00
1776949200,42799,53508,1.2502,651.41
1776952800,117400,166112,1.4149,651.41
1776956400,172452,249195,1.4450,651.41
1776960000,212263,298359,1.4056,651.41
1776963600,321132,513379,1.5987,651.41
1776967200,389412,606504,1.5575,651.41
1776970800,463984,716901,1.5451,651.41
1776974400,480986,743954,1.5467,651.41
1777035600,314200,309151,0.9839,663.93
1777039200,814071,728605,0.8950,663.93
1777042800,1195697,1102489,0.9220,663.93
1777046400,1401390,1390646,0.9923,663.93
1777050000,1592015,1644723,1.0331,663.93
1777053600,1761859,1870153,1.0615,663.93
1777057200,2036510,2186092,1.0735,663.93
1777060800,2074939,2221810,1.0708,663.93
1777294800,19219,22847,1.1888,664.28
1777298400,35436,48216,1.3607,664.28
1777302000,43324,61533,1.4203,664.28
1777305600,51745,67384,1.3022,664.28
1777309200,65036,76804,1.1809,664.28
1777312800,73372,80993,1.1039,664.28
1777316400,83165,95175,1.1444,664.28
1777320000,84411,96368,1.1417,664.28
1777381200,25844,34786,1.3460,657.57
1777384800,58750,63086,1.0738,657.57
1777388400,80933,80354,0.9928,657.57
1777392000,91190,88903,0.9749,657.57
1777395600,102808,96416,0.9378,657.57
1777399200,116525,103947,0.8921,657.57
1777402800,139390,116010,0.8323,657.57
1777406400,142418,117487,0.8249,657.57
1777467600,18084,18344,1.0144,661.61
1777471200,46262,41581,0.8988,661.61
1777474800,61836,81623,1.3200,661.61
1777478400,83754,101601,1.2131,661.61
1777482000,130325,119952,0.9204,661.61
1777485600,166903,145902,0.8742,661.61
1777489200,193486,183305,0.9474,661.61
1777492800,201954,191683,0.9491,661.61
1777554000,58763,110517,1.8807,667.60
1777557600,141597,219889,1.5529,667.60
1777561200,208674,312236,1.4963,667.60
1777564800,252628,366001,1.4488,667.60
1777568400,318718,426028,1.3367,667.60
1777572000,375730,505703,1.3459,667.60
1777575600,456581,625522,1.3700,667.60
1777579200,472662,653442,1.3825,667.60
1777640400,320343,303057,0.9460,674.16
1777644000,808929,818419,1.0117,674.16
1777647600,1122742,1108384,0.9872,674.16
1777651200,1310601,1337910,1.0208,674.16
1777654800,1450321,1519777,1.0479,674.16
1777658400,1648818,1743910,1.0577,674.16
1777662000,1952776,1990207,1.0192,674.16
1777665600,1978306,2019512,1.0208,674.16
1777899600,8436,10066,1.1932,672.88
1777903200,20383,29216,1.4334,672.88
1777906800,34847,52563,1.5084,672.88
1777910400,43739,70665,1.6156,672.88
1777914000,51982,78834,1.5166,672.88
1777917600,56635,84866,1.4985,672.88
1777921200,64221,95706,1.4903,672.88
1777924800,64690,96883,1.4977,672.88
1777986000,18727,22129,1.1817,681.53
1777989600,36567,56976,1.5581,681.53
1777993200,49251,69004,1.4011,681.53
1777996800,60272,81925,1.3593,681.53
1778000400,66316,93964,1.4169,681.53
1778004000,75560,106769,1.4130,681.53
1778007600,85628,127748,1.4919,681.53
1778011200,86957,132489,1.5236,681.53
1778072400,28261,29737,1.0522,695.58
1778076000,65172,74640,1.1453,695.58
1778079600,92243,103395,1.1209,695.58
1778083200,108374,126320,1.1656,695.58
1778086800,119675,139293,1.1639,695.58
1778090400,140332,159425,1.1361,695.58
1778094000,170982,195631,1.1442,695.58
1778097600,177444,203763,1.1483,695.58
1778158800,51776,52837,1.0205,694.93
1778162400,130411,140900,1.0804,694.93
1778166000,184369,216535,1.1745,694.93
1778169600,277257,339089,1.2230,694.93
1778173200,343763,446627,1.2992,694.93
1778176800,405123,516782,1.2756,694.93
1778180400,480431,610924,1.2716,694.93
1778184000,503556,629899,1.2509,694.93
1778245200,368029,303176,0.8238,711.13
1778248800,772126,896967,1.1617,711.13
1778252400,1078180,1257953,1.1667,711.13
1778256000,1285272,1563253,1.2163,711.13
1778259600,1597575,1938378,1.2133,711.13
1778263200,1786899,2182981,1.2217,711.13
1778266800,1992332,2468077,1.2388,711.13
1778270400,2018633,2505482,1.2412,711.13
1778504400,15105,22188,1.4689,713.36
1778508000,37418,44130,1.1794,713.36
1778511600,51623,59305,1.1488,713.36
1778515200,67830,74459,1.0977,713.36
1778518800,75653,84039,1.1108,713.36
1778522400,82247,98310,1.1953,713.36
1778526000,92181,129773,1.4078,713.36
1778529600,94079,134318,1.4277,713.36
1778590800,22072,37429,1.6958,707.21
1778594400,57050,98615,1.7286,707.21
1778598000,91872,155302,1.6904,707.21
1778601600,123084,190439,1.5472,707.21
1778605200,146579,214992,1.4667,707.21
1778608800,165548,241091,1.4563,707.21
1778612400,199687,265132,1.3277,707.21
1778616000,202009,269820,1.3357,707.21
1778677200,24709,26976,1.0917,714.47
1778680800,56487,49590,0.8779,714.47
1778684400,84425,77564,0.9187,714.47
1778688000,109541,103112,0.9413,714.47
1778691600,130999,124840,0.9530,714.47
1778695200,161551,165897,1.0269,714.47
1778698800,190057,199174,1.0480,714.47
1778702400,195285,205875,1.0542,714.47
1778763600,62440,59606,0.9546,719.72
1778767200,140337,132591,0.9448,719.72
1778770800,191645,187685,0.9793,719.72
1778774400,232077,241536,1.0408,719.72
1778778000,297551,322453,1.0837,719.72
1778781600,355211,383205,1.0788,719.72
1778785200,411902,478208,1.1610,719.72
1778788800,437486,502283,1.1481,719.72
1778850000,282111,377429,1.3379,708.90
1778853600,822183,821836,0.9996,708.90
1778857200,1227098,1195842,0.9745,708.90
1778860800,1439799,1407391,0.9775,708.90
1778864400,1701336,1662696,0.9773,708.90
1778868000,2031991,1979453,0.9741,708.90
1778871600,2317656,2280833,0.9841,708.90
1778875200,2355602,2348140,0.9968,708.90
1779109200,13671,21244,1.5539,705.71
1779112800,37797,52688,1.3940,705.71
1779116400,51890,86176,1.6607,705.71
1779120000,72641,108468,1.4932,705.71
1779123600,79971,125305,1.5669,705.71
1779127200,95956,156555,1.6315,705.71
1779130800,115133,178238,1.5481,705.71
1779134400,118127,179667,1.5210,705.71
1779195600,16830,30615,1.8191,701.54
1779199200,57342,74651,1.3019,701.54
1779202800,76943,99408,1.2920,701.54
1779206400,98588,117672,1.1936,701.54
1779210000,117738,135305,1.1492,701.54
1779213600,127958,144614,1.1302,701.54
1779217200,149220,159944,1.0719,701.54
1779220800,151837,161209,1.0617,701.54
1779282000,27968,21547,0.7704,713.07
1779285600,62450,56153,0.8992,713.07
1779289200,85026,78880,0.9277,713.07
1779292800,106139,101020,0.9518,713.07
1779296400,120504,119860,0.9947,713.07
1779300000,133772,137011,1.0242,713.07
1779303600,160775,168840,1.0502,713.07
1779307200,167938,174278,1.0378,713.07
1779368400,52899,52949,1.0009,714.45
1779372000,124965,131537,1.0526,714.45
1779375600,174435,182289,1.0450,714.45
1779379200,208603,226979,1.0881,714.45
1779382800,327123,310512,0.9492,714.45
1779386400,401312,390761,0.9737,714.45
1779390000,485701,464594,0.9565,714.45
1779393600,509237,481547,0.9456,714.45
1779454800,351538,278769,0.7930,717.43
1779458400,789988,663982,0.8405,717.43
1779462000,1073699,919417,0.8563,717.43
1779465600,1286544,1129709,0.8781,717.43
1779469200,1565496,1383964,0.8840,717.43
1779472800,1792837,1577159,0.8797,717.43
1779476400,2123068,1958405,0.9224,717.43
