epoch,volC,volP,pc,spot
1776430800,38479,66930,1.7394,0.00
1776434400,126336,135133,1.0696,0.00
1776438000,157982,185358,1.1733,0.00
1776441600,200585,214728,1.0705,0.00
1776445200,220741,260673,1.1809,0.00
1776448800,245807,303350,1.2341,0.00
1776452400,302171,378277,1.2519,0.00
1776456000,309727,385704,1.2453,0.00
1776690000,39112,79832,2.0411,0.00
1776693600,86489,179682,2.0775,0.00
1776697200,110196,218265,1.9807,0.00
1776700800,123704,231957,1.8751,0.00
1776704400,136225,248738,1.8259,0.00
1776708000,148676,269565,1.8131,0.00
1776711600,174405,292689,1.6782,0.00
1776715200,176434,298155,1.6899,0.00
1776776400,33522,30732,0.9168,0.00
1776780000,75851,84883,1.1191,0.00
1776783600,115614,136460,1.1803,0.00
1776787200,142409,239331,1.6806,0.00
1776790800,176780,463771,2.6234,0.00
1776794400,203396,490442,2.4113,0.00
1776798000,258835,565471,2.1847,0.00
1776801600,267177,587027,2.1971,0.00
1776862800,30567,53761,1.7588,0.00
1776866400,80194,325254,4.0558,0.00
1776870000,116276,358727,3.0851,0.00
1776873600,133539,390107,2.9213,0.00
1776877200,152003,443504,2.9177,0.00
1776880800,168161,472948,2.8125,0.00
1776884400,206177,535790,2.5987,0.00
1776888000,220950,549771,2.4882,0.00
1776949200,72382,117542,1.6239,708.46
1776952800,173954,253031,1.4546,708.46
1776956400,257705,370848,1.4390,708.46
1776960000,312517,438698,1.4038,708.46
1776963600,525466,782986,1.4901,708.46
1776967200,656531,937942,1.4286,708.46
1776970800,799589,1112656,1.3915,708.46
1776974400,825973,1151635,1.3943,708.46
1777035600,345315,560569,1.6234,713.97
1777039200,1084878,1312411,1.2097,713.97
1777042800,1755794,2078038,1.1835,713.97
1777046400,2170453,2619040,1.2067,713.97
1777050000,2549551,3139190,1.2313,713.97
1777053600,2802603,3596089,1.2831,713.97
1777057200,3288597,4320317,1.3137,713.97
1777060800,3330374,4394667,1.3196,713.97
1777294800,31800,44456,1.3980,715.16
1777298400,59489,83207,1.3987,715.16
1777302000,75231,118010,1.5686,715.16
1777305600,85766,132615,1.5462,715.16
1777309200,98497,148844,1.5112,715.16
1777312800,110435,163883,1.4840,715.16
1777316400,129195,191494,1.4822,715.16
1777320000,130596,200245,1.5333,715.16
1777381200,44138,50810,1.1512,711.68
1777384800,81318,107796,1.3256,711.68
1777388400,102711,131839,1.2836,711.68
1777392000,125179,144564,1.1549,711.68
1777395600,141008,158038,1.1208,711.68
1777399200,158343,177093,1.1184,711.68
1777402800,187743,201071,1.0710,711.68
