epoch,o,h,l,c,v
1776951000,948.55,956.91,940.88,947.07,528183
1776951300,947.07,954.0,943.0,951.13,193574
1776951600,950.88,957.0,948.35,951.56,161626
1776951900,952.48,956.59,950.56,953.79,93547
1776952200,953.9,961.48,953.9,957.51,200736
1776952500,957.36,957.98,952.41,953.5,136285
1776952800,953.16,956.06,946.0,952.44,196619
1776953100,953.57,953.57,948.01,952.23,101862
1776953400,952.23,953.47,946.0,946.61,128792
1776953700,946.92,952.37,946.66,950.7,77488
1776954000,950.0,958.01,950.0,957.38,132641
1776954300,956.96,959.38,953.76,958.19,91484
1776954600,959.01,966.55,958.29,964.72,187371
1776954900,964.72,970.43,961.17,964.56,166519
1776955200,963.57,964.44,957.21,959.87,82875
1776955500,959.62,960.5,958.2,959.12,37404
1776955800,959.88,961.09,956.0,960.06,58514
1776956100,960.5,965.25,960.41,963.89,77114
1776956400,963.61,967.96,962.17,966.55,83392
1776956700,966.57,970.0,965.17,969.61,85428
1776957000,969.6,975.36,969.0,973.94,116050
1776957300,973.56,973.82,969.81,972.59,75332
1776957600,972.56,973.0,970.0,972.12,55302
1776957900,972.0,972.09,968.04,968.5,54818
1776958200,968.13,972.98,967.23,971.68,66552
1776958500,971.31,974.24,970.0,973.96,77128
1776958800,973.84,978.88,973.51,974.64,95732
1776959100,974.17,974.87,971.52,972.62,60847
1776959400,972.33,974.19,968.12,968.69,118629
1776959700,968.8,971.83,968.79,970.05,51216
1776960000,970.19,971.5,965.03,965.03,82253
1776960300,965.04,966.88,962.0,965.29,96532
1776960600,965.18,969.5,965.18,968.03,41343
1776960900,968.03,970.34,966.34,967.14,49938
1776961200,966.16,967.91,964.82,965.46,34468
1776961500,965.46,967.7,964.01,966.16,27856
1776961800,966.17,974.8,965.6,973.99,91549
1776962100,974.31,975.5,972.14,974.17,71912
1776962400,974.58,974.94,972.3,972.54,44033
1776962700,972.27,973.77,970.78,971.21,39396
1776963000,971.0,972.99,969.6,969.89,37993
1776963300,969.49,970.88,965.85,968.0,57485
1776963600,967.2,969.98,960.67,960.67,119506
1776963900,960.98,961.76,953.36,953.94,110062
1776964200,954.07,957.48,952.34,956.0,109418
1776964500,955.5,955.95,947.8,949.52,140264
1776964800,949.15,952.46,946.22,947.1,130143
1776965100,947.1,952.0,945.87,948.03,93197
1776965400,948.29,952.51,944.97,952.0,146568
1776965700,951.92,952.89,947.0,947.91,62090
1776966000,948.69,949.0,936.0,937.25,183487
1776966300,937.11,937.11,930.2,934.94,148485
1776966600,935.47,944.75,930.5,942.87,120620
1776966900,942.38,945.92,941.11,945.37,110093
1776967200,945.6,951.0,943.86,946.39,86724
1776967500,946.32,950.0,945.0,947.2,49976
1776967800,946.8,949.5,944.14,946.57,36634
1776968100,946.7,947.5,945.0,945.99,30179
1776968400,945.99,946.34,943.0,945.0,37164
1776968700,945.38,945.75,943.01,945.14,25888
1776969000,945.31,948.0,944.86,945.71,53420
1776969300,945.72,947.75,944.18,945.38,34835
1776969600,945.17,946.0,943.5,946.0,28578
1776969900,945.33,945.98,940.19,940.5,51983
1776970200,940.37,940.49,937.09,938.63,99524
1776970500,938.2,938.88,933.4,934.05,56645
1776970800,935.31,936.5,932.01,933.53,51745
1776971100,933.74,938.49,933.73,937.98,71190
1776971400,937.26,938.38,935.6,937.17,39899
1776971700,937.68,939.39,936.0,937.39,57015
1776972000,937.61,941.63,936.62,940.69,59553
1776972300,941.38,941.89,937.48,937.53,49518
1776972600,938.0,940.44,935.2,935.68,40032
1776972900,935.51,935.51,928.2,929.01,166490
1776973200,929.0,931.77,929.0,929.8,72875
1776973500,929.8,932.32,926.11,927.74,106588
1776973800,927.94,932.0,926.25,927.81,96027
1776974100,927.94,933.73,927.0,932.24,234610
1777037400,954.56,965.03,947.0,958.15,328535
1777037700,957.3,969.8,951.01,969.02,215368
1777038000,969.44,974.51,963.64,968.35,282450
1777038300,968.37,970.97,960.0,961.08,157314
1777038600,961.45,963.52,952.2,955.0,147581
1777038900,955.08,965.75,951.58,963.1,169431
1777039200,962.7,972.28,961.0,969.34,199139
1777039500,969.0,991.48,968.25,990.59,498850
1777039800,990.49,1000.81,984.01,990.84,398871
1777040100,990.55,999.76,985.16,987.0,266140
1777040400,986.47,988.45,981.0,985.13,165361
1777040700,985.31,989.0,981.44,988.5,125081
1777041000,988.5,990.55,979.0,982.0,174744
1777041300,982.38,990.5,981.51,989.41,84685
1777041600,988.82,995.83,988.34,992.4,129421
1777041900,992.99,994.5,988.0,993.13,101128
1777042200,994.3,995.32,990.65,991.44,83185
1777042500,991.57,998.31,991.57,995.06,80955
1777042800,995.75,997.04,992.0,994.0,54474
1777043100,995.0,997.64,993.54,995.11,61962
1777043400,995.2,997.89,990.88,992.99,99633
1777043700,992.66,992.99,985.3,985.62,117832
1777044000,985.3,990.83,983.28,988.91,64674
1777044300,988.85,988.85,982.82,982.82,59384
1777044600,982.83,987.5,981.85,985.83,34637
1777044900,985.42,985.55,980.65,982.0,46251
1777045200,982.31,989.0,982.28,987.88,42060
1777045500,988.13,992.0,986.36,987.73,61402
1777045800,988.19,990.5,984.12,986.17,36264
1777046100,985.63,988.6,983.1,988.43,33469
1777046400,988.24,990.15,986.45,989.58,26394
1777046700,990.04,990.87,986.15,987.79,26935
1777047000,987.25,988.91,986.0,986.75,29173
1777047300,986.77,990.1,985.57,989.39,29434
1777047600,989.59,991.87,988.0,991.43,37448
1777047900,991.57,991.57,987.89,988.05,20092
1777048200,988.48,991.69,988.48,991.36,32741
1777048500,991.72,993.32,990.24,990.59,35662
1777048800,990.98,992.0,987.0,989.06,32746
1777049100,989.53,990.5,988.0,989.59,23267
1777049400,989.14,990.75,988.5,988.8,29104
1777049700,988.9,990.42,987.21,987.83,23566
1777050000,987.88,989.72,987.36,988.0,21417
1777050300,988.6,988.67,984.21,984.5,36732
1777050600,985.0,988.0,984.08,985.5,32142
1777050900,985.5,988.44,984.01,987.83,34953
1777051200,987.99,988.5,984.25,986.04,29441
1777051500,986.6,987.3,984.68,985.0,18612
1777051800,984.75,987.1,982.78,986.72,46470
1777052100,987.46,988.34,986.2,987.0,38743
1777052400,986.86,990.88,986.86,989.86,45650
1777052700,989.85,992.9,989.0,991.99,49974
1777053000,991.96,994.24,991.73,992.97,46772
1777053300,992.02,996.0,991.03,995.02,67217
1777053600,995.25,995.6,989.01,991.05,55647
1777053900,991.05,992.38,988.96,990.33,27841
1777054200,990.29,990.8,988.5,990.0,25695
1777054500,989.9,990.41,987.93,988.89,25006
1777054800,989.15,990.0,987.99,989.25,22172
1777055100,989.5,991.64,989.47,989.47,29939
1777055400,990.1,995.49,989.16,995.0,72560
1777055700,994.8,995.49,993.24,994.3,46316
1777056000,994.9,997.36,994.18,996.64,47018
1777056300,996.88,998.51,994.82,995.41,69486
1777056600,994.81,995.1,992.54,993.88,37947
1777056900,994.61,994.71,992.77,993.0,27574
1777057200,993.11,997.0,992.54,994.9,50145
1777057500,994.81,995.41,992.51,993.5,36643
1777057800,993.5,995.15,992.87,995.0,29639
1777058100,994.63,996.54,994.28,994.8,36921
