epoch,volC,volP,pc,spot
1776432600,9353,14386,1.5381,0.00
1776432900,15240,23732,1.5572,0.00
1776433200,21139,36105,1.7080,0.00
1776433500,27492,53387,1.9419,0.00
1776433800,33744,59267,1.7564,0.00
1776434100,38479,66930,1.7394,0.00
1776434400,45106,73653,1.6329,0.00
1776434700,51982,79245,1.5245,0.00
1776435000,55586,83002,1.4932,0.00
1776435300,58379,87344,1.4962,0.00
1776435600,62738,93009,1.4825,0.00
1776435900,67023,98296,1.4666,0.00
1776436200,71761,105262,1.4668,0.00
1776436500,94651,109339,1.1552,0.00
1776436800,102595,115484,1.1256,0.00
1776437100,110593,122943,1.1117,0.00
1776437400,121355,128831,1.0616,0.00
1776437700,126336,135133,1.0696,0.00
1776438000,129417,139464,1.0776,0.00
1776438300,131324,151871,1.1565,0.00
1776438600,134844,156109,1.1577,0.00
1776438900,137898,162542,1.1787,0.00
1776439200,139075,166194,1.1950,0.00
1776439500,140501,168349,1.1982,0.00
1776439800,143291,171405,1.1962,0.00
1776440100,144629,174551,1.2069,0.00
1776440400,145432,177513,1.2206,0.00
1776440700,153309,180833,1.1795,0.00
1776441000,154816,183226,1.1835,0.00
1776441300,157982,185358,1.1733,0.00
1776441600,162392,186921,1.1510,0.00
1776441900,164357,189717,1.1543,0.00
1776442200,167550,191617,1.1436,0.00
1776442500,169442,194502,1.1479,0.00
1776442800,170861,197827,1.1578,0.00
1776443100,175733,198971,1.1322,0.00
1776443400,180377,201348,1.1163,0.00
1776443700,183192,204016,1.1137,0.00
1776444000,189177,206547,1.0918,0.00
1776444300,193682,208314,1.0755,0.00
1776444600,198747,211334,1.0633,0.00
1776444900,200585,214728,1.0705,0.00
1776445200,202496,216728,1.0703,0.00
1776445500,204980,220982,1.0781,0.00
1776445800,207391,225322,1.0865,0.00
1776446100,209027,227797,1.0898,0.00
1776446400,211975,237259,1.1193,0.00
1776446700,214561,239812,1.1177,0.00
1776447000,215272,241973,1.1240,0.00
1776447300,216207,246673,1.1409,0.00
1776447600,217703,248844,1.1430,0.00
1776447900,219180,253460,1.1564,0.00
1776448200,219931,258177,1.1739,0.00
1776448500,220741,260673,1.1809,0.00
1776448800,221726,262253,1.1828,0.00
1776449100,223795,265135,1.1847,0.00
1776449400,224713,268486,1.1948,0.00
1776449700,225853,270655,1.1984,0.00
1776450000,231106,274503,1.1878,0.00
1776450300,233781,279552,1.1958,0.00
1776450600,236846,282209,1.1915,0.00
1776450900,239149,283752,1.1865,0.00
1776451200,240976,285392,1.1843,0.00
1776451500,241562,287009,1.1881,0.00
1776451800,243236,290747,1.1953,0.00
1776452100,245807,303350,1.2341,0.00
1776452400,247103,318619,1.2894,0.00
1776452700,248154,326928,1.3174,0.00
1776453000,253543,329376,1.2991,0.00
1776453300,259789,331551,1.2762,0.00
1776453600,260987,334099,1.2801,0.00
1776453900,265035,336045,1.2679,0.00
1776454200,271171,338971,1.2500,0.00
1776454500,279945,341126,1.2185,0.00
1776454800,287692,359723,1.2504,0.00
1776455100,291566,363997,1.2484,0.00
1776455400,295453,371000,1.2557,0.00
1776455700,302171,378277,1.2519,0.00
1776456000,306066,381782,1.2474,0.00
