epoch,o,h,l,c,v
1778247000,734.98,735.33,734.73,735.28,255753
1778247300,735.3,735.45,734.84,734.92,608295
1778247600,734.94,735.31,734.57,735.29,440144
1778247900,735.29,736.29,735.29,736.05,1045309
1778248200,736.04,736.37,735.84,735.96,902834
1778248500,735.96,736.66,735.85,736.64,549364
1778248800,736.62,736.89,736.24,736.76,672817
1778249100,736.74,736.82,736.29,736.555,537275
1778249400,736.54,736.89,736.24,736.8,488982
1778249700,736.81,736.98,736.55,736.89,489589
1778250000,736.9,737.32,736.84,737.24,362481
1778250300,737.25,737.55,736.71,736.81,498442
1778250600,736.8,736.83,736.33,736.51,375980
1778250900,736.52,736.95,736.11,736.95,379351
1778251200,736.95,737.15,736.76,737.14,426974
1778251500,737.145,737.45,736.96,737.19,383507
1778251800,737.19,737.29,737.0,737.22,376167
1778252100,737.35,737.41,737.05,737.06,212018
1778252400,737.05,737.34,736.99,737.1,324447
1778252700,737.085,737.37,736.7,736.72,232633
1778253000,736.74,736.94,736.47,736.58,389780
1778253300,736.58,736.6,736.05,736.38,315490
1778253600,736.41,736.96,736.29,736.56,489575
1778253900,736.56,736.92,736.45,736.89,349318
1778254200,736.89,736.98,736.3,736.945,673903
1778254500,736.95,737.37,736.89,737.29,307072
1778254800,737.29,737.34,736.56,736.75,306953
1778255100,736.76,737.32,736.65,737.09,394203
1778255400,737.1,737.18,736.76,737.03,228679
1778255700,737.02,737.12,736.7,736.89,271255
1778256000,736.88,737.28,736.88,737.14,325497
1778256300,737.13,737.51,737.11,737.26,232755
1778256600,737.26,737.46,737.1,737.375,141654
1778256900,737.38,737.53,737.25,737.27,445973
1778257200,737.26,737.44,737.22,737.4,243376
1778257500,737.4,737.75,737.16,737.55,516926
1778257800,737.55,737.64,737.29,737.47,433301
1778258100,737.46,737.57,737.14,737.37,255992
1778258400,737.37,737.44,736.81,736.81,381907
1778258700,736.82,737.3,736.82,737.3,229287
1778259000,737.31,737.31,737.06,737.12,240497
1778259300,737.04,737.09,736.85,736.91,464686
1778259600,736.9,737.51,736.82,737.47,1120679
1778259900,737.47,737.6,737.17,737.35,294558
1778260200,737.34,737.37,737.12,737.17,230613
1778260500,737.18,737.54,737.165,737.51,257936
1778260800,737.51,737.73,737.415,737.64,298083
1778261100,737.76,737.83,737.645,737.7,355150
1778261400,737.68,737.8,737.595,737.69,196812
1778261700,737.7,737.91,737.44,737.46,275044
1778262000,737.45,737.53,737.25,737.28,268426
1778262300,737.29,737.59,737.22,737.26,168815
1778262600,737.25,737.39,737.07,737.38,215581
1778262900,737.38,737.48,737.17,737.175,218471
1778263200,737.17,738.1,737.15,737.57,734739
1778263500,737.55,737.71,737.33,737.4,376267
1778263800,737.395,737.83,737.35,737.78,296436
1778264100,737.81,737.935,737.68,737.76,341932
1778264400,737.73,737.9,737.7,737.78,285991
1778264700,737.78,737.82,737.63,737.73,300216
1778265000,737.73,737.95,737.59,737.59,297734
1778265300,737.59,737.66,737.43,737.47,250898
1778265600,737.47,737.58,737.24,737.25,456171
1778265900,737.25,737.26,736.86,736.94,543486
1778266200,736.95,737.02,736.43,736.58,585908
1778266500,736.6,736.73,736.1,736.39,487316
1778266800,736.39,736.82,736.35,736.61,422622
1778267100,736.6,737.07,736.49,736.85,412710
1778267400,736.84,737.0,736.73,736.83,312514
1778267700,736.82,737.18,736.78,737.15,436412
1778268000,737.14,737.33,736.93,736.995,568410
1778268300,736.99,737.1,736.62,736.64,598075
1778268600,736.64,737.045,736.52,737.04,469265
1778268900,737.03,737.21,736.88,737.11,1110135
1778269200,737.1,737.42,737.1,737.36,965045
1778269500,737.35,737.49,737.19,737.2,1147191
1778269800,737.22,737.5,737.11,737.4,1119185
1778270100,737.4,737.57,737.175,737.39,4778506
1778506200,736.46,737.95,736.45,737.94,371320
1778506500,737.94,737.94,737.42,737.6,680535
1778506800,737.61,738.4,737.52,738.39,601931
1778507100,738.4,739.14,738.35,738.78,752434
1778507400,738.8,739.12,738.42,738.51,803478
1778507700,738.53,738.78,738.32,738.68,535682
1778508000,738.68,738.8,738.51,738.6,346011
1778508300,738.58,738.87,738.5,738.78,383532
1778508600,738.78,739.07,738.56,739.04,386490
1778508900,739.04,739.51,738.99,739.48,676464
1778509200,739.48,739.58,739.37,739.515,427892
1778509500,739.52,739.59,738.42,738.441,578729
