epoch,o,h,l,c,v
1782739800,344.0000,344.2500,343.9201,344.2500,1832654
1782739860,344.3000,345.4200,344.3000,345.4200,180268
1782739920,345.3900,346.7400,345.2300,346.1750,157323
1782739980,346.1700,347.8000,345.7800,347.6100,166094
1782740040,347.6699,348.4950,347.3200,348.3850,181499
1782740100,348.3850,348.5900,346.7000,346.9390,208059
1782740160,346.8986,347.0000,346.2000,346.5350,174446
1782740220,346.5550,348.1968,346.4000,347.5787,136347
1782740280,347.4850,347.5800,346.6550,347.2800,101827
1782740340,347.2700,347.8900,347.1700,347.3250,95769
1782740400,347.2400,347.6200,346.8000,347.3600,99158
1782740460,347.4887,347.5900,346.4400,347.1100,89132
1782740520,347.0400,347.1900,346.2600,346.6600,108112
1782740580,346.6100,346.9000,346.0875,346.3900,124498
1782740640,346.3900,346.8500,346.0200,346.3000,86658
1782740700,346.3050,347.2000,346.1200,346.8000,156912
1782740760,346.8200,347.3200,346.5200,346.6100,140779
1782740820,346.6014,347.6400,346.3700,347.0400,155774
1782740880,347.0586,347.4600,346.4600,346.8450,140700
1782740940,346.8550,347.2900,346.5700,347.0100,91584
1782741000,346.9600,347.3200,346.4700,347.2200,117737
1782741060,347.2350,348.2000,347.0500,348.1700,178905
1782741120,348.1350,348.1600,347.7600,347.9700,96529
1782741180,348.0700,348.5800,347.8600,348.3900,204869
1782741240,348.3800,348.5000,347.3600,348.4250,152365
1782741300,348.4200,348.4683,347.0400,347.1750,107225
1782741360,347.2082,347.9399,347.0900,347.7300,95550
1782741420,347.6950,347.7300,346.9100,347.2800,107048
1782741480,347.3050,347.9600,347.1400,347.3300,69681
1782741540,347.3400,348.0700,347.0300,348.0700,90761
1782741600,348.0200,348.2600,347.0600,347.8600,119105
1782741660,347.8800,348.2700,347.3000,347.4295,95479
1782741720,347.5300,347.8600,347.4600,347.5100,53252
1782741780,347.4700,347.9800,347.0700,347.2100,116295
1782741840,347.2450,347.4000,346.8000,347.0600,65408
1782741900,347.0400,347.4750,346.7300,347.4500,114032
1782741960,347.5000,348.1000,347.4800,347.6134,108519
1782742020,347.6600,348.7700,347.5100,348.1050,156313
1782742080,348.1300,349.1700,348.1300,349.0564,124603
1782742140,349.0150,349.6000,348.6300,348.7450,152307
1782742200,348.7900,349.0100,348.2200,348.6100,81304
1782742260,348.6300,349.0900,348.5000,348.9200,96873
1782742320,348.9900,349.0100,348.0800,348.0800,103191
1782742380,348.1472,348.4100,347.6500,347.6700,127811
1782742440,347.6999,348.1600,347.5000,347.5800,119121
1782742500,347.5000,348.6900,347.2400,348.6900,136271
1782742560,348.6500,349.0400,348.3950,348.4200,140509
1782742620,348.4175,349.4000,348.3700,348.8500,79936
1782742680,348.8450,349.0300,348.5901,348.6600,77039
1782742740,348.6899,348.7000,347.7500,348.1700,217580
1782742800,348.1000,348.3000,347.7600,348.1850,72090
1782742860,348.1950,348.6500,347.8500,348.5450,71383
1782742920,348.5350,349.0600,348.4100,348.5400,67766
1782742980,348.4800,348.5900,348.1500,348.3600,42519
1782743040,348.3200,349.0900,348.0310,348.8800,66412
1782743100,348.9200,349.9800,348.9200,349.9650,82354
1782743160,349.9799,350.3300,349.5500,349.9250,142859
1782743220,349.9000,349.9390,348.7300,348.9000,85777
1782743280,348.8899,349.4100,348.3300,349.4100,83137
1782743340,349.4100,349.7850,349.2800,349.4750,127335
1782743400,349.4800,349.4900,348.6050,349.3750,76723
1782743460,349.4100,349.6100,348.9750,349.4500,73967
1782743520,349.5100,349.5750,349.0400,349.4100,68881
1782743580,349.4000,350.0780,349.3700,349.8500,87329
1782743640,349.8400,349.9800,349.3650,349.5600,93046
1782743700,349.5700,349.6900,349.0500,349.5600,67454
1782743760,349.5700,349.9200,349.5700,349.8500,72299
