epoch,volC,volP,pc,spot
1776448800,39109,5705,0.1459,0.00
1776449100,39306,5810,0.1478,0.00
1776449400,39484,5882,0.1490,0.00
1776449700,39725,5902,0.1486,0.00
1776450000,39971,5946,0.1488,0.00
1776450300,41009,5979,0.1458,0.00
1776450600,41248,6011,0.1457,0.00
1776450900,41467,6036,0.1456,0.00
1776451200,41909,6089,0.1453,0.00
1776451500,42240,6119,0.1449,0.00
1776451800,42588,6218,0.1460,0.00
1776452100,42917,6278,0.1463,0.00
1776452400,43369,6324,0.1458,0.00
1776452700,43659,6429,0.1473,0.00
1776453000,44157,6514,0.1475,0.00
1776453300,44490,6565,0.1476,0.00
1776453600,45032,6675,0.1482,0.00
1776453900,45686,6736,0.1474,0.00
1776454200,46454,6801,0.1464,0.00
1776454500,46936,6921,0.1475,0.00
1776454800,47258,6979,0.1477,0.00
1776455100,47804,7057,0.1476,0.00
1776455400,49376,7149,0.1448,0.00
1776455700,52201,7217,0.1383,0.00
1776691800,5175,305,0.0589,0.00
1776692100,7379,477,0.0646,0.00
1776692400,9699,593,0.0611,0.00
1776692700,10970,689,0.0628,0.00
1776693000,11969,838,0.0700,0.00
1776693300,13238,859,0.0649,0.00
1776693600,16250,1050,0.0646,0.00
1776693900,18039,1190,0.0660,0.00
1776694200,20000,1288,0.0644,0.00
1776694500,20747,1470,0.0709,0.00
1776694800,22181,1554,0.0701,0.00
1776695100,22881,1649,0.0721,0.00
1776695400,23159,1720,0.0743,0.00
1776695700,24289,1753,0.0722,0.00
1776696000,25031,1827,0.0730,0.00
1776696300,27550,1919,0.0697,0.00
1776696600,30941,1970,0.0637,0.00
1776696900,32419,2031,0.0626,0.00
1776697200,34050,2091,0.0614,0.00
1776697500,37337,2169,0.0581,0.00
1776697800,38337,2203,0.0575,0.00
1776698100,39152,2231,0.0570,0.00
1776698400,40228,2258,0.0561,0.00
1776698700,40893,2298,0.0562,0.00
1776699000,41333,2328,0.0563,0.00
1776699300,41707,2394,0.0574,0.00
1776699600,42241,2424,0.0574,0.00
1776699900,42965,2467,0.0574,0.00
1776700200,43587,2504,0.0574,0.00
1776700500,44987,2538,0.0564,0.00
1776700800,45810,2597,0.0567,0.00
1776701100,46242,2615,0.0566,0.00
1776701400,46853,2618,0.0559,0.00
1776701700,47452,2645,0.0557,0.00
1776702000,47976,2648,0.0552,0.00
1776702300,48249,2702,0.0560,0.00
1776702600,48885,2734,0.0559,0.00
1776702900,49239,2764,0.0561,0.00
1776703200,49883,2798,0.0561,0.00
1776703500,50356,2803,0.0557,0.00
1776703800,50884,2837,0.0558,0.00
1776704100,51173,2867,0.0560,0.00
1776704400,51556,2900,0.0562,0.00
1776704700,52099,2910,0.0559,0.00
1776705000,52298,2951,0.0564,0.00
1776705300,52520,2971,0.0566,0.00
1776705600,52614,3002,0.0571,0.00
1776705900,52806,3037,0.0575,0.00
1776706200,53394,3062,0.0573,0.00
1776706500,54315,3069,0.0565,0.00
1776706800,54798,3104,0.0566,0.00
1776707100,55130,3130,0.0568,0.00
1776707400,55481,3144,0.0567,0.00
1776707700,55716,3198,0.0574,0.00
1776708000,56086,3275,0.0584,0.00
1776708300,56471,3322,0.0588,0.00
1776708600,56856,3352,0.0590,0.00
1776708900,56973,3406,0.0598,0.00
1776709200,57560,3456,0.0600,0.00
1776709500,57728,3486,0.0604,0.00
1776709800,58007,3605,0.0621,0.00
1776710100,58488,3677,0.0629,0.00
1776710400,58736,3718,0.0633,0.00
1776710700,58918,3738,0.0634,0.00
1776711000,59215,3788,0.0640,0.00
1776711300,59603,3818,0.0641,0.00
1776711600,59838,3823,0.0639,0.00
1776711900,60110,3850,0.0640,0.00
1776712200,60316,3870,0.0642,0.00
1776712500,61563,3881,0.0630,0.00
1776712800,61890,3893,0.0629,0.00
1776713100,62263,3913,0.0628,0.00
1776713400,62558,3931,0.0628,0.00
1776713700,63286,3947,0.0624,0.00
1776714000,63875,3978,0.0623,0.00
1776714300,64451,4003,0.0621,0.00
1776714600,65906,4028,0.0611,0.00
1776714900,67888,4039,0.0595,0.00
1776715200,67892,4039,0.0595,0.00
1776778200,3073,69,0.0225,0.00
1776778500,4673,87,0.0186,0.00
1776778800,6205,139,0.0224,0.00
1776779100,7881,264,0.0335,0.00
1776779400,9470,387,0.0409,0.00
1776779700,10193,438,0.0430,0.00
1776780000,11395,556,0.0488,0.00
1776780300,14153,558,0.0394,0.00
1776780600,14939,669,0.0448,0.00
1776780900,16004,783,0.0489,0.00
1776781200,16798,832,0.0495,0.00
1776781500,18566,1113,0.0599,0.00
1776781800,20012,1254,0.0627,0.00
1776782100,20950,1287,0.0614,0.00
1776782400,21558,1359,0.0630,0.00
1776782700,21935,1437,0.0655,0.00
1776783000,22481,1485,0.0661,0.00
1776783300,22787,1624,0.0713,0.00
1776783600,23946,1711,0.0715,0.00
1776783900,24658,1838,0.0745,0.00
1776784200,24942,1890,0.0758,0.00
1776784500,25333,1983,0.0783,0.00
1776784800,25615,2034,0.0794,0.00
1776785100,25789,2113,0.0819,0.00
1776785400,26057,2161,0.0829,0.00
1776785700,26522,2254,0.0850,0.00
1776786000,26694,2314,0.0867,0.00
1776786300,26896,2359,0.0877,0.00
1776786600,27061,2437,0.0901,0.00
1776786900,27848,2473,0.0888,0.00
1776787200,29388,2508,0.0853,0.00
1776787500,29755,2544,0.0855,0.00
1776787800,30077,2591,0.0861,0.00
1776788100,30421,2608,0.0857,0.00
1776788400,30785,2651,0.0861,0.00
1776788700,30895,2681,0.0868,0.00
1776789000,31020,2693,0.0868,0.00
1776789300,31215,2738,0.0877,0.00
1776789600,31598,2789,0.0883,0.00
1776789900,31780,2811,0.0885,0.00
1776790200,31978,2851,0.0892,0.00
1776790500,32174,2871,0.0892,0.00
1776790800,32411,2896,0.0894,0.00
1776791100,32640,2975,0.0911,0.00
1776791400,32837,3043,0.0927,0.00
1776791700,33385,3108,0.0931,0.00
1776792000,34078,3158,0.0927,0.00
1776792300,34438,3189,0.0926,0.00
1776792600,35112,3209,0.0914,0.00
1776792900,36442,3223,0.0884,0.00
1776793200,37170,3242,0.0872,0.00
1776793500,37442,3273,0.0874,0.00
1776793800,37714,3295,0.0874,0.00
1776794100,38121,3316,0.0870,0.00
1776794400,38384,3341,0.0870,0.00
1776794700,38540,3391,0.0880,0.00
1776795000,38785,3406,0.0878,0.00
1776795300,39413,3440,0.0873,0.00
1776795600,39564,3467,0.0876,0.00
1776795900,40085,3494,0.0872,0.00
1776796200,40449,3510,0.0868,0.00
1776796500,40710,3520,0.0865,0.00
1776796800,40807,3551,0.0870,0.00
1776797100,40921,3599,0.0879,0.00
1776797400,41412,3626,0.0876,0.00
1776797700,41704,3638,0.0872,0.00
1776798000,42293,3648,0.0863,0.00
1776798300,42737,3859,0.0903,0.00
1776798600,43460,3920,0.0902,0.00
1776798900,43772,4123,0.0942,0.00
1776799200,44529,4169,0.0936,0.00
1776799500,45573,4170,0.0915,0.00
1776799800,49064,4196,0.0855,0.00
1776800100,50238,4232,0.0842,0.00
1776800400,51143,4339,0.0848,0.00
1776800700,51879,4343,0.0837,0.00
1776801000,53265,4364,0.0819,0.00
1776801300,55271,4371,0.0791,0.00
1776864600,13494,1896,0.1405,0.00
1776864900,23399,2808,0.1200,0.00
1776865200,30293,3507,0.1158,0.00
1776865500,37582,4683,0.1246,0.00
1776865800,42595,5336,0.1253,0.00
1776866100,48227,6435,0.1334,0.00
1776866400,51152,7049,0.1378,0.00
1776866700,53374,7431,0.1392,0.00
1776867000,56513,7814,0.1383,0.00
1776867300,60926,8393,0.1378,0.00
1776867600,81196,9740,0.1200,0.00
1776867900,94503,11593,0.1227,0.00
1776868200,101058,12782,0.1265,0.00
1776868500,106390,13740,0.1291,0.00
1776868800,113599,14621,0.1287,0.00
1776869100,119671,16138,0.1349,0.00
1776869400,122591,17650,0.1440,0.00
1776869700,124671,18353,0.1472,0.00
1776870000,127528,19013,0.1491,0.00
1776870300,129573,19713,0.1521,0.00
1776870600,131175,20608,0.1571,0.00
1776870900,132381,20921,0.1580,0.00
1776871200,134079,21270,0.1586,0.00
1776871500,135094,21680,0.1605,0.00
1776871800,136448,21905,0.1605,0.00
1776872100,139628,22396,0.1604,0.00
1776872400,142167,22858,0.1608,0.00
1776872700,143718,23183,0.1613,0.00
1776873000,144855,23485,0.1621,0.00
1776873300,145463,23998,0.1650,0.00
1776873600,146149,24635,0.1686,0.00
1776873900,146716,24966,0.1702,0.00
1776874200,147688,25159,0.1704,0.00
1776874500,149186,25440,0.1705,0.00
1776874800,153590,25870,0.1684,0.00
1776875100,158596,26543,0.1674,0.00
1776875400,160581,27044,0.1684,0.00
1776875700,165196,27602,0.1671,0.00
1776876000,167490,28340,0.1692,0.00
1776876300,171713,29328,0.1708,0.00
1776876600,175751,30263,0.1722,0.00
1776876900,178476,30766,0.1724,0.00
1776877200,180612,31048,0.1719,0.00
1776877500,181829,31478,0.1731,0.00
1776877800,183882,31878,0.1734,0.00
1776878100,184554,32212,0.1745,0.00
1776878400,187450,33029,0.1762,0.00
1776878700,189218,33637,0.1778,0.00
1776879000,190162,34369,0.1807,0.00
1776879300,191346,34633,0.1810,0.00
1776879600,192316,34909,0.1815,0.00
1776879900,193428,35303,0.1825,0.00
1776880200,194243,35490,0.1827,0.00
1776880500,195047,35932,0.1842,0.00
1776880800,195614,36153,0.1848,0.00
1776881100,197129,36706,0.1862,0.00
1776881400,197859,36899,0.1865,0.00
1776881700,198719,37035,0.1864,0.00
1776882000,199657,37306,0.1869,0.00
1776882300,200509,37421,0.1866,0.00
1776882600,201515,37507,0.1861,0.00
1776882900,201940,37679,0.1866,0.00
1776883200,205280,38395,0.1870,0.00
1776883500,207508,39094,0.1884,0.00
1776883800,210213,39603,0.1884,0.00
1776884100,212139,40096,0.1890,0.00
1776884400,215563,40706,0.1888,0.00
1776884700,218840,41322,0.1888,0.00
1776885000,223408,41917,0.1876,0.00
1776885300,226827,42484,0.1873,0.00
1776885600,228904,43193,0.1887,0.00
1776885900,230754,44037,0.1908,0.00
1776886200,233321,44778,0.1919,0.00
1776886500,234891,45871,0.1953,0.00
1776886800,236557,46197,0.1953,0.00
1776887100,238433,46979,0.1970,0.00
1776887400,240267,47465,0.1976,0.00
1776887700,243616,48664,0.1998,0.00
1776951000,5928,2051,0.3460,482.00
1776951300,11314,3369,0.2978,482.00
1776951600,15250,4516,0.2961,482.00
1776951900,17934,5601,0.3123,482.00
1776952200,23076,6736,0.2919,482.00
1776952500,25680,7684,0.2992,482.00
1776952800,34789,8684,0.2496,482.00
1776953100,41292,10093,0.2444,482.00
1776953400,44667,12332,0.2761,482.00
1776953700,47188,13271,0.2812,482.00
1776954000,49044,13849,0.2824,482.00
1776954300,52538,14540,0.2768,482.00
1776954600,58313,15600,0.2675,482.00
1776954900,63547,16579,0.2609,482.00
1776955200,66963,17394,0.2598,482.00
1776955500,68860,17762,0.2579,482.00
1776955800,70793,18450,0.2606,482.00
1776956100,72990,18965,0.2598,482.00
1776956400,74476,19429,0.2609,482.00
1776956700,76419,20015,0.2619,482.00
1776957000,82540,20869,0.2528,482.00
1776957300,85602,21540,0.2516,482.00
1776957600,87754,22057,0.2514,482.00
1776957900,90061,22630,0.2513,482.00
1776958200,93289,24111,0.2585,482.00
1776958500,97237,24907,0.2561,482.00
1776958800,104992,26571,0.2531,482.00
1776959100,108150,26993,0.2496,482.00
1776959400,112626,27850,0.2473,482.00
1776959700,114232,28389,0.2485,482.00
1776960000,118166,29511,0.2497,482.00
1776960300,120564,30271,0.2511,482.00
1776960600,121786,30735,0.2524,482.00
1776960900,125200,31560,0.2521,482.00
1776961200,126832,32038,0.2526,482.00
1776961500,127991,32262,0.2521,482.00
1776961800,134273,33357,0.2484,482.00
1776962100,138875,35212,0.2536,482.00
1776962400,142645,36076,0.2529,482.00
1776962700,145499,36658,0.2519,482.00
1776963000,148206,37508,0.2531,482.00
1776963300,151024,38285,0.2535,482.00
1776963600,154898,40442,0.2611,482.00
1776963900,157269,43169,0.2745,482.00
1776964200,160801,47771,0.2971,482.00
1776964500,163081,48781,0.2991,482.00
1776964800,164667,49945,0.3033,482.00
1776965100,166951,51358,0.3076,482.00
1776965400,168591,51871,0.3077,482.00
1776965700,170131,52544,0.3088,482.00
1776966000,173873,54182,0.3116,482.00
1776966300,176159,55391,0.3144,482.00
1776966600,178424,56226,0.3151,482.00
1776966900,180272,56861,0.3154,482.00
1776967200,183105,57357,0.3132,482.00
1776967500,184434,57647,0.3126,482.00
1776967800,185826,57912,0.3116,482.00
1776968100,186320,58082,0.3117,482.00
1776968400,187233,58321,0.3115,482.00
1776968700,188061,58822,0.3128,482.00
1776969000,189214,59067,0.3122,482.00
1776969300,190365,59318,0.3116,482.00
1776969600,191227,59468,0.3110,482.00
1776969900,191969,59688,0.3109,482.00
1776970200,193011,60017,0.3110,482.00
1776970500,194451,61050,0.3140,482.00
1776970800,196088,61701,0.3147,482.00
1776971100,197561,61998,0.3138,482.00
1776971400,198439,62139,0.3131,482.00
1776971700,199903,62630,0.3133,482.00
1776972000,200350,62935,0.3141,482.00
1776972300,201347,63060,0.3132,482.00
1776972600,202359,63272,0.3127,482.00
1776972900,203930,63846,0.3131,482.00
1776973200,204746,64016,0.3127,482.00
1776973500,206112,64224,0.3116,482.00
1776973800,207476,64430,0.3105,482.00
1776974100,212276,65062,0.3065,482.00
1777037400,32532,5012,0.1541,496.03
1777037700,44395,7594,0.1711,496.03
1777038000,61609,11454,0.1859,496.03
1777038300,74356,14687,0.1975,496.03
1777038600,83014,18908,0.2278,496.03
1777038900,92390,23195,0.2511,496.03
1777039200,98531,25036,0.2541,496.03
1777039500,108669,26763,0.2463,496.03
1777039800,122542,29487,0.2406,496.03
1777040100,128272,33036,0.2575,496.03
1777040400,133731,36177,0.2705,496.03
1777040700,137185,37239,0.2715,496.03
1777041000,145187,39863,0.2746,496.03
1777041300,150562,41035,0.2725,496.03
1777041600,157473,44292,0.2813,496.03
1777041900,162644,46654,0.2868,496.03
1777042200,173089,47939,0.2770,496.03
1777042500,179322,49566,0.2764,496.03
1777042800,186138,50665,0.2722,496.03
1777043100,192035,52007,0.2708,496.03
1777043400,195204,53442,0.2738,496.03
1777043700,198410,54555,0.2750,496.03
1777044000,201214,55675,0.2767,496.03
1777044300,204347,56337,0.2757,496.03
1777044600,206731,58894,0.2849,496.03
1777044900,210424,62695,0.2979,496.03
1777045200,213848,64254,0.3005,496.03
1777045500,217569,64863,0.2981,496.03
1777045800,220376,67772,0.3075,496.03
1777046100,223552,69941,0.3129,496.03
1777046400,225388,71040,0.3152,496.03
1777046700,227698,72184,0.3170,496.03
1777047000,229545,72630,0.3164,496.03
1777047300,230947,73577,0.3186,496.03
1777047600,233002,74357,0.3191,496.03
1777047900,234965,75035,0.3193,496.03
1777048200,236398,75384,0.3189,496.03
1777048500,239777,76294,0.3182,496.03
1777048800,242278,78297,0.3232,496.03
1777049100,243750,78925,0.3238,496.03
1777049400,245431,79444,0.3237,496.03
1777049700,246455,79532,0.3227,496.03
1777050000,248019,79854,0.3220,496.03
1777050300,249647,80208,0.3213,496.03
1777050600,253496,80989,0.3195,496.03
1777050900,257109,82034,0.3191,496.03
1777051200,260116,83181,0.3198,496.03
1777051500,262738,83698,0.3186,496.03
1777051800,264650,84531,0.3194,496.03
1777052100,266915,85200,0.3192,496.03
1777052400,267923,85795,0.3202,496.03
1777052700,269565,86194,0.3198,496.03
1777053000,271952,87062,0.3201,496.03
1777053300,273844,87704,0.3203,496.03
1777053600,275903,88336,0.3202,496.03
1777053900,278136,89359,0.3213,496.03
1777054200,282452,91143,0.3227,496.03
1777054500,285846,93412,0.3268,496.03
1777054800,288662,94433,0.3271,496.03
1777055100,290325,95914,0.3304,496.03
1777055400,292117,96642,0.3308,496.03
1777055700,294759,96908,0.3288,496.03
1777056000,296599,97801,0.3297,496.03
1777056300,298406,98447,0.3299,496.03
1777056600,299924,98711,0.3291,496.03
1777056900,301647,99034,0.3283,496.03
1777057200,304330,101063,0.3321,496.03
1777057500,307270,101646,0.3308,496.03
1777057800,308769,102206,0.3310,496.03
1777058100,310556,103095,0.3320,496.03
1777058400,312275,103806,0.3324,496.03
1777058700,313941,104552,0.3330,496.03
1777059000,319112,105483,0.3306,496.03
1777059300,321162,106158,0.3305,496.03
1777059600,323938,106829,0.3298,496.03
1777059900,325599,107655,0.3306,496.03
1777060200,330372,109046,0.3301,496.03
1777060500,335744,109967,0.3275,496.03
1777060800,335749,109967,0.3275,496.03
1777296600,8199,1481,0.1806,524.71
1777296900,21014,7896,0.3757,524.71
1777297200,26989,13698,0.5075,524.71
1777297500,34317,15978,0.4656,524.71
1777297800,36695,18236,0.4970,524.71
1777298100,42296,19392,0.4585,524.71
1777298400,44649,21156,0.4738,524.71
1777298700,46143,21719,0.4707,524.71
1777299000,48161,22919,0.4759,524.71
1777299300,49200,23946,0.4867,524.71
1777299600,50182,24564,0.4895,524.71
1777299900,51378,25591,0.4981,524.71
1777300200,53975,26745,0.4955,524.71
1777300500,55802,27076,0.4852,524.71
1777300800,56845,28345,0.4986,524.71
1777301100,57588,28655,0.4976,524.71
1777301400,58962,29067,0.4930,524.71
1777301700,59857,29333,0.4901,524.71
1777302000,60594,29592,0.4884,524.71
1777302300,62055,29790,0.4801,524.71
1777302600,63359,30015,0.4737,524.71
1777302900,64154,30630,0.4774,524.71
1777303200,64661,32575,0.5038,524.71
1777303500,65538,32830,0.5009,524.71
1777303800,67374,33277,0.4939,524.71
1777304100,68759,33995,0.4944,524.71
1777304400,71665,34333,0.4791,524.71
1777304700,74738,35057,0.4691,524.71
1777305000,76672,36714,0.4788,524.71
1777305300,77813,37296,0.4793,524.71
1777305600,79295,38087,0.4803,524.71
1777305900,80143,38507,0.4805,524.71
1777306200,81036,39776,0.4908,524.71
1777306500,81685,40088,0.4908,524.71
1777306800,82223,40408,0.4914,524.71
1777307100,82671,42026,0.5084,524.71
1777307400,83347,42350,0.5081,524.71
1777307700,83951,42682,0.5084,524.71
1777308000,84837,42862,0.5052,524.71
1777308300,85480,43040,0.5035,524.71
1777308600,85940,43237,0.5031,524.71
1777308900,86572,44331,0.5121,524.71
1777309200,87061,45067,0.5176,524.71
1777309500,87597,45179,0.5158,524.71
1777309800,88364,45490,0.5148,524.71
1777310100,89240,45821,0.5135,524.71
1777310400,89622,46062,0.5140,524.71
1777310700,90071,46142,0.5123,524.71
1777311000,90549,46191,0.5101,524.71
1777311300,90837,46267,0.5093,524.71
1777311600,91781,46352,0.5050,524.71
1777311900,92423,46447,0.5025,524.71
1777312200,92892,46798,0.5038,524.71
1777312500,93297,47005,0.5038,524.71
1777312800,93753,47248,0.5040,524.71
1777313100,94450,47334,0.5012,524.71
1777313400,94626,47459,0.5015,524.71
1777313700,94952,47636,0.5017,524.71
1777314000,95268,47755,0.5013,524.71
1777314300,95516,47913,0.5016,524.71
1777314600,95761,47980,0.5010,524.71
1777314900,95925,48034,0.5007,524.71
1777315200,96364,48309,0.5013,524.71
1777315500,96702,48522,0.5018,524.71
1777315800,97243,48724,0.5011,524.71
1777316100,97891,48840,0.4989,524.71
1777316400,98731,48937,0.4957,524.71
1777316700,99134,49041,0.4947,524.71
1777317000,99574,49078,0.4929,524.71
1777317300,99786,49184,0.4929,524.71
1777317600,100502,49379,0.4913,524.71
1777317900,100724,49712,0.4935,524.71
1777318200,101156,49816,0.4925,524.71
1777318500,101300,49962,0.4932,524.71
1777318800,101805,50263,0.4937,524.71
1777319100,102629,51668,0.5034,524.71
1777319400,104438,52150,0.4993,524.71
1777319700,106145,52900,0.4984,524.71
1777383000,4773,1206,0.2527,504.24
1777383300,9770,1934,0.1980,504.24
1777383600,13867,2614,0.1885,504.24
1777383900,16048,4023,0.2507,504.24
1777384200,18819,5078,0.2698,504.24
1777384500,21226,5701,0.2686,504.24
1777384800,22622,6453,0.2853,504.24
1777385100,24113,8039,0.3334,504.24
1777385400,25577,8561,0.3347,504.24
1777385700,27059,9320,0.3444,504.24
1777386000,28487,9777,0.3432,504.24
1777386300,30752,11874,0.3861,504.24
1777386600,32349,12935,0.3999,504.24
1777386900,34319,13913,0.4054,504.24
1777387200,36064,14191,0.3935,504.24
1777387500,37323,14399,0.3858,504.24
1777387800,40687,15232,0.3744,504.24
1777388100,42931,15323,0.3569,504.24
1777388400,45025,15589,0.3462,504.24
1777388700,45971,15814,0.3440,504.24
1777389000,46673,15868,0.3400,504.24
1777389300,49753,16097,0.3235,504.24
1777389600,51508,16377,0.3180,504.24
1777389900,52327,16464,0.3146,504.24
1777390200,52777,16661,0.3157,504.24
1777390500,53219,16706,0.3139,504.24
1777390800,53473,16798,0.3141,504.24
1777391100,53970,16902,0.3132,504.24
1777391400,55010,16961,0.3083,504.24
1777391700,55717,17009,0.3053,504.24
1777392000,56093,17073,0.3044,504.24
1777392300,56371,17101,0.3034,504.24
1777392600,56628,17204,0.3038,504.24
1777392900,56908,17278,0.3036,504.24
1777393200,57693,17307,0.3000,504.24
1777393500,58085,17417,0.2999,504.24
1777393800,59678,17529,0.2937,504.24
1777394100,61002,17631,0.2890,504.24
1777394400,61551,17696,0.2875,504.24
1777394700,62767,17729,0.2825,504.24
1777395000,64114,17758,0.2770,504.24
1777395300,64905,17828,0.2747,504.24
1777395600,65776,18036,0.2742,504.24
1777395900,66114,18092,0.2736,504.24
1777396200,67512,18126,0.2685,504.24
1777396500,67767,18180,0.2683,504.24
1777396800,67951,18200,0.2678,504.24
1777397100,68768,18299,0.2661,504.24
1777397400,69976,18478,0.2641,504.24
1777397700,71377,18614,0.2608,504.24
1777398000,72555,18710,0.2579,504.24
1777398300,73607,18788,0.2552,504.24
1777398600,74759,19045,0.2548,504.24
1777398900,75490,19165,0.2539,504.24
1777399200,78022,19323,0.2477,504.24
1777399500,78584,19538,0.2486,504.24
1777399800,79099,19599,0.2478,504.24
1777400100,79978,19722,0.2466,504.24
1777400400,81255,19880,0.2447,504.24
1777400700,82092,19946,0.2430,504.24
1777401000,83237,20167,0.2423,504.24
1777401300,83669,20440,0.2443,504.24
1777401600,84273,20494,0.2432,504.24
1777401900,84592,20531,0.2427,504.24
1777402200,85039,20613,0.2424,504.24
1777402500,85220,20673,0.2426,504.24
1777402800,86069,20739,0.2410,504.24
1777403100,87357,20791,0.2380,504.24
1777403400,87973,20873,0.2373,504.24
1777403700,88683,21238,0.2395,504.24
1777404000,90319,21463,0.2376,504.24
1777404300,90676,21589,0.2381,504.24
1777404600,91396,21646,0.2368,504.24
1777404900,92166,21827,0.2368,504.24
1777405200,92583,21878,0.2363,504.24
1777405500,93128,21950,0.2357,504.24
1777405800,94088,22309,0.2371,504.24
1777406100,95118,22420,0.2357,504.24
1777406400,95138,22420,0.2357,504.24
1777469400,9104,1352,0.1485,518.42
1777469700,17272,2516,0.1457,518.42
1777470000,22659,3145,0.1388,518.42
1777470300,25831,6548,0.2535,518.42
1777470600,28119,7458,0.2652,518.42
1777470900,30517,8661,0.2838,518.42
1777471200,32250,9336,0.2895,518.42
1777471500,34012,10926,0.3212,518.42
1777471800,35524,11782,0.3317,518.42
1777472100,37527,12208,0.3253,518.42
1777472400,39141,12404,0.3169,518.42
1777472700,40818,12860,0.3151,518.42
1777473000,41914,13174,0.3143,518.42
1777473300,43539,13486,0.3097,518.42
1777473600,44476,14632,0.3290,518.42
1777473900,45887,14761,0.3217,518.42
1777474200,47516,15868,0.3340,518.42
1777474500,48503,16213,0.3343,518.42
1777474800,49081,17667,0.3600,518.42
1777475100,49884,18180,0.3644,518.42
1777475400,50854,18726,0.3682,518.42
1777475700,51650,18963,0.3671,518.42
1777476000,52217,19104,0.3659,518.42
1777476300,52555,19256,0.3664,518.42
1777476600,53275,19463,0.3653,518.42
1777476900,53672,19613,0.3654,518.42
1777477200,54060,19685,0.3641,518.42
1777477500,54876,19914,0.3629,518.42
1777477800,55822,20940,0.3751,518.42
1777478100,56425,21091,0.3738,518.42
1777478400,56771,21210,0.3736,518.42
1777478700,58052,21440,0.3693,518.42
1777479000,58459,21575,0.3691,518.42
1777479300,60406,22332,0.3697,518.42
1777479600,61668,22832,0.3702,518.42
1777479900,62090,23259,0.3746,518.42
1777480200,63185,23949,0.3790,518.42
1777480500,64327,24578,0.3821,518.42
1777480800,64868,24715,0.3810,518.42
1777481100,65338,24815,0.3798,518.42
1777481400,65932,25108,0.3808,518.42
1777481700,66524,25753,0.3871,518.42
1777482000,67413,26197,0.3886,518.42
1777482300,68190,26397,0.3871,518.42
1777482600,68847,26531,0.3854,518.42
1777482900,69027,26623,0.3857,518.42
1777483200,69701,26658,0.3825,518.42
1777483500,71503,27009,0.3777,518.42
1777483800,72310,27470,0.3799,518.42
1777484100,73947,27560,0.3727,518.42
1777484400,74226,27784,0.3743,518.42
1777484700,74489,27841,0.3738,518.42
1777485000,75751,27973,0.3693,518.42
1777485300,76076,28043,0.3686,518.42
1777485600,76485,28206,0.3688,518.42
1777485900,76810,28290,0.3683,518.42
1777486200,77501,28679,0.3700,518.42
1777486500,78994,28787,0.3644,518.42
1777486800,79520,28921,0.3637,518.42
1777487100,80022,28975,0.3621,518.42
1777487400,80552,29069,0.3609,518.42
1777487700,80910,29131,0.3600,518.42
1777488000,81409,29241,0.3592,518.42
1777488300,81909,29420,0.3592,518.42
1777488600,84048,29724,0.3537,518.42
1777488900,85834,29896,0.3483,518.42
1777489200,87564,30048,0.3432,518.42
1777489500,88174,30191,0.3424,518.42
1777489800,88783,30246,0.3407,518.42
1777490100,89412,30508,0.3412,518.42
1777490400,91521,31181,0.3407,518.42
1777490700,93848,31407,0.3347,518.42
