epoch,o,h,l,c,v
1782739800,370.5750,370.9300,370.4700,370.8000,299517
1782739860,370.9200,371.0600,370.8050,370.8500,9366
1782739920,370.7901,370.9800,370.7901,370.9400,3412
1782739980,370.9200,370.9200,370.7100,370.8100,7228
1782740040,370.8600,371.1900,370.8600,371.0700,6729
1782740100,371.0900,371.1300,370.9000,370.9800,13489
1782740160,370.9700,370.9700,370.6300,370.6300,8456
1782740220,370.7200,370.7200,370.2100,370.3500,14358
1782740280,370.3600,370.5100,370.2300,370.4400,22928
1782740340,370.4800,370.5500,370.3400,370.4100,19471
1782740400,370.3700,370.6600,370.3200,370.6200,10789
1782740460,370.5700,370.7700,370.5450,370.7500,5305
1782740520,370.7700,370.9050,370.6800,370.8700,8639
1782740580,370.8850,370.9000,370.5750,370.6300,18555
1782740640,370.6600,370.7621,370.5901,370.5901,9544
1782740700,370.6400,370.7700,370.6000,370.6325,25843
1782740760,370.6550,370.6550,370.2900,370.4500,16194
1782740820,370.4200,370.4600,370.2400,370.2450,12153
1782740880,370.2600,370.3000,370.1000,370.1400,26685
1782740940,370.1350,370.2700,370.0750,370.2450,29633
1782741000,370.2200,370.2900,370.1000,370.2600,15554
1782741060,370.2100,370.3000,370.1350,370.2827,28846
1782741120,370.2950,370.3500,370.1700,370.2900,12559
1782741180,370.3294,370.3350,370.1000,370.1000,9549
1782741240,370.1100,370.1100,369.8100,369.9700,18571
1782741300,369.9700,370.0000,369.7900,369.8096,53201
1782741360,369.8100,370.0000,369.6400,369.9400,21909
1782741420,369.9400,370.0500,369.8000,369.8104,8224
1782741480,369.8600,370.1000,369.8600,370.0600,7805
1782741540,370.0100,370.0100,369.8000,370.0000,16028
1782741600,370.0100,370.1500,369.8300,370.1450,31976
1782741660,370.1800,370.2900,369.9437,369.9437,41852
1782741720,369.9500,370.0400,369.7200,369.9000,11526
1782741780,369.8900,369.9700,369.1400,369.4700,40379
1782741840,369.5000,369.6300,369.3400,369.5600,11351
