epoch,volC,volP,pc,spot
1776432600,3777,6548,1.7337,0.00
1776432900,10561,11377,1.0773,0.00
1776433200,12542,13858,1.1049,0.00
1776433500,16092,17951,1.1155,0.00
1776433800,18371,21505,1.1706,0.00
1776434100,20120,24989,1.2420,0.00
1776434400,24394,27854,1.1418,0.00
1776434700,28177,32271,1.1453,0.00
1776435000,32653,34396,1.0534,0.00
1776435300,34091,37083,1.0878,0.00
1776435600,37979,42164,1.1102,0.00
1776435900,40897,45623,1.1156,0.00
1776436200,46918,48192,1.0272,0.00
1776436500,53545,50369,0.9407,0.00
1776436800,65375,52335,0.8005,0.00
1776437100,72422,53779,0.7426,0.00
1776437400,79724,56249,0.7055,0.00
1776437700,84213,59995,0.7124,0.00
1776438000,86564,62867,0.7262,0.00
1776438300,88207,64400,0.7301,0.00
1776438600,90110,66086,0.7334,0.00
1776438900,91603,68769,0.7507,0.00
1776439200,92952,69630,0.7491,0.00
1776439500,93715,70407,0.7513,0.00
1776439800,97307,71879,0.7387,0.00
1776440100,98871,73320,0.7416,0.00
1776440400,100084,77414,0.7735,0.00
1776440700,102577,83583,0.8148,0.00
1776441000,103386,84225,0.8147,0.00
1776441300,104418,86432,0.8278,0.00
1776441600,105841,88910,0.8400,0.00
1776441900,106678,89747,0.8413,0.00
1776442200,111280,90762,0.8156,0.00
1776442500,114332,91481,0.8001,0.00
1776442800,114571,92024,0.8032,0.00
1776443100,119543,92327,0.7723,0.00
1776443400,121402,93306,0.7686,0.00
1776443700,122270,93939,0.7683,0.00
1776444000,123971,95138,0.7674,0.00
1776444300,127012,95812,0.7544,0.00
1776444600,127637,96637,0.7571,0.00
1776444900,128608,97898,0.7612,0.00
1776445200,129432,98707,0.7626,0.00
1776445500,131273,102824,0.7833,0.00
1776445800,132530,105153,0.7934,0.00
1776446100,133784,108952,0.8144,0.00
1776446400,135371,116262,0.8588,0.00
1776446700,136232,118812,0.8721,0.00
1776447000,137102,120626,0.8798,0.00
1776447300,138317,123665,0.8941,0.00
1776447600,140880,123976,0.8800,0.00
1776447900,142193,125029,0.8793,0.00
1776448200,142884,125500,0.8783,0.00
1776448500,143455,126056,0.8787,0.00
1776448800,144539,128302,0.8877,0.00
1776449100,146646,131592,0.8973,0.00
1776449400,147777,134846,0.9125,0.00
1776449700,148403,137671,0.9277,0.00
1776450000,153852,140498,0.9132,0.00
1776450300,156545,143807,0.9186,0.00
1776450600,161115,146374,0.9085,0.00
1776450900,161801,149078,0.9214,0.00
1776451200,169917,150645,0.8866,0.00
1776451500,172623,151946,0.8802,0.00
1776451800,174415,152912,0.8767,0.00
1776452100,175659,156204,0.8892,0.00
1776452400,176156,157302,0.8930,0.00
1776452700,178721,159516,0.8925,0.00
1776453000,181293,162354,0.8955,0.00
1776453300,185430,163926,0.8840,0.00
1776453600,188892,167086,0.8846,0.00
1776453900,196502,169051,0.8603,0.00
1776454200,202788,171425,0.8453,0.00
1776454500,208452,176753,0.8479,0.00
1776454800,216562,180210,0.8321,0.00
1776455100,219209,184011,0.8394,0.00
1776455400,220564,187323,0.8493,0.00
1776455700,225451,194523,0.8628,0.00
1776456000,227234,195454,0.8601,0.00
1776456300,229892,195904,0.8522,0.00
1776456600,232087,196956,0.8486,0.00
1776691800,2351,7506,3.1927,0.00
1776692100,5347,13045,2.4397,0.00
1776692400,7162,16660,2.3262,0.00
1776692700,9041,21967,2.4297,0.00
1776693000,11829,24821,2.0983,0.00
1776693300,13362,27725,2.0749,0.00
1776693600,14390,30344,2.1087,0.00
1776693900,15496,33418,2.1566,0.00
1776694200,16840,37565,2.2307,0.00
1776694500,18265,40179,2.1998,0.00
1776694800,19043,42515,2.2326,0.00
1776695100,20002,44817,2.2406,0.00
1776695400,21217,48672,2.2940,0.00
1776695700,21733,53419,2.4580,0.00
1776696000,23962,58234,2.4303,0.00
1776696300,25523,59517,2.3319,0.00
1776696600,27745,65009,2.3431,0.00
1776696900,28879,70643,2.4462,0.00
1776697200,30217,76958,2.5468,0.00
1776697500,32891,84548,2.5706,0.00
1776697800,34391,87850,2.5544,0.00
1776698100,35593,91683,2.5759,0.00
1776698400,37628,94446,2.5100,0.00
1776698700,38755,96208,2.4825,0.00
1776699000,40410,97673,2.4171,0.00
1776699300,41588,98284,2.3633,0.00
1776699600,42687,99398,2.3285,0.00
1776699900,43729,100508,2.2984,0.00
1776700200,44915,101319,2.2558,0.00
1776700500,45190,101897,2.2549,0.00
1776700800,45631,102703,2.2507,0.00
1776701100,46150,104899,2.2730,0.00
