epoch,o,h,l,c,v
1778247000,676.49,695.0,676.16,691.2,1304520
1778247300,691.0,698.76,690.88,696.39,1864342
1778247600,696.39,699.2,691.42,695.18,1328230
1778247900,695.35,701.23,695.35,701.01,1707406
1778248200,701.0,707.57,696.62,706.06,1575001
1778248500,706.06,708.91,702.68,708.89,1144218
1778248800,708.88,712.8,707.0,708.19,1217681
1778249100,708.19,710.12,707.01,709.41,730667
1778249400,709.46,709.6,703.26,703.68,822660
1778249700,703.675,708.25,702.8,707.74,660774
1778250000,707.66,710.5,706.45,709.74,851215
1778250300,709.87,713.78,707.54,707.98,1132938
1778250600,707.92,713.51,705.19,713.18,827452
1778250900,713.34,713.44,705.98,708.22,653095
1778251200,708.16,708.16,703.7,707.72,596449
1778251500,707.69,709.5,706.25,709.42,426751
1778251800,709.5,711.47,708.18,709.47,479214
1778252100,709.78,716.36,708.95,715.42,842226
1778252400,715.71,716.66,712.6,713.2,584620
1778252700,713.2,716.5,712.98,715.14,441287
1778253000,715.01,716.8,713.23,714.605,603023
1778253300,714.6,716.03,712.37,715.27,533787
1778253600,715.33,720.88,715.05,718.61,954136
1778253900,718.5,721.27,718.0,719.0,539300
1778254200,719.1,719.22,716.36,718.27,515451
1778254500,718.53,719.6,716.14,717.07,496947
1778254800,717.215,717.59,712.76,714.32,492543
1778255100,714.42,719.11,713.33,718.62,433981
1778255400,718.62,723.33,718.17,722.0,733612
1778255700,722.14,724.36,720.55,721.97,511902
1778256000,721.97,725.98,721.97,723.53,549016
1778256300,723.64,724.92,722.19,724.86,382144
1778256600,724.73,726.98,723.2,725.91,482971
1778256900,725.91,730.4,725.89,729.07,704909
1778257200,729.06,734.39,729.0,733.71,1072395
1778257500,733.8,738.78,733.1,738.605,1150788
1778257800,738.6,741.67,737.68,738.6,1306810
1778258100,738.59,738.745,732.7,733.465,1013833
1778258400,733.49,734.44,729.1,729.43,733132
1778258700,729.36,732.35,726.22,728.38,864797
1778259000,728.39,730.73,726.23,729.19,518982
1778259300,728.23,733.5,728.08,730.07,890995
1778259600,730.37,735.6,729.89,732.87,576232
1778259900,732.89,735.2,730.1,735.11,391269
1778260200,735.11,735.28,731.67,732.5,275845
1778260500,732.58,732.69,730.02,730.46,290519
1778260800,730.36,736.89,730.2,736.14,556719
1778261100,737.12,737.38,734.52,736.3,403995
1778261400,736.26,738.24,735.11,736.905,393444
1778261700,736.905,739.35,736.905,738.29,399923
1778262000,738.27,738.27,735.48,736.83,338019
1778262300,737.0,738.14,733.3,733.56,368735
1778262600,733.69,734.0,730.4,733.49,434588
1778262900,733.49,734.62,730.5,730.66,306487
1778263200,730.74,731.71,727.76,729.4,559785
1778263500,729.36,730.0,727.5,728.8,324560
1778263800,728.855,732.28,728.56,731.9,480614
1778264100,731.91,732.0,727.9,729.7,290281
1778264400,729.675,735.56,729.675,735.52,467540
1778264700,735.51,736.0,732.59,732.99,462726
1778265000,732.84,733.68,731.75,733.27,222328
1778265300,733.29,734.84,732.57,734.16,220142
1778265600,734.16,737.99,732.65,737.18,445730
1778265900,737.18,738.38,736.32,738.195,474115
1778266200,738.17,743.5,737.65,741.86,830058
1778266500,741.86,741.93,733.94,734.21,610746
1778266800,734.14,736.98,732.88,734.6,641790
1778267100,734.55,740.86,734.44,740.57,732002
1778267400,740.56,741.77,738.65,738.99,503511
1778267700,738.77,741.5,738.23,739.6,960676
1778268000,739.56,740.0,737.37,737.75,424498
1778268300,737.65,737.76,732.23,732.755,538415
1778268600,732.61,735.24,732.15,734.8,541312
1778268900,734.8,740.0,734.5,739.15,589433
1778269200,739.13,742.11,738.73,741.74,732360
1778269500,741.75,743.95,740.53,743.1,691783
1778269800,743.0,745.18,740.77,741.37,1166904
1778270100,743.45,747.3,742.27,746.77,1249599
1778506200,793.03,818.67,781.8,809.09,1497055
1778506500,809.35,811.0,780.35,790.65,3042113
1778506800,790.45,799.0,779.9,798.37,2211312
1778507100,798.305,800.0,781.78,782.37,1535957
1778507400,782.5,786.77,770.93,774.35,1916068
1778507700,774.19,778.52,768.0,768.77,1595573
1778508000,768.75,785.14,768.75,777.91,1268816
1778508300,777.99,790.74,777.54,781.01,1259045
1778508600,780.96,790.0,776.0,783.6,875814
1778508900,783.51,786.3,780.0,784.6,625844
1778509200,784.61,784.87,776.48,776.63,799504
1778509500,776.56,777.88,768.83,769.46,1178562
1778509800,769.58,782.0,768.95,780.29,1033739
1778510100,780.39,794.33,779.0,789.48,1033906
1778510400,789.61,798.91,786.1,792.45,1202213
1778510700,792.71,795.02,786.63,789.88,742567
1778511000,789.59,791.89,784.0,790.755,642426
1778511300,790.61,791.0,787.34,789.615,438609
1778511600,789.78,791.0,785.61,788.44,526862
1778511900,788.48,789.0,783.33,786.66,611622
1778512200,786.89,787.5,780.15,780.3,595614
1778512500,780.48,782.63,777.69,777.77,555098
1778512800,777.79,783.89,776.85,783.35,492595
1778513100,783.35,786.2,782.14,783.12,406694
1778513400,783.17,785.97,780.24,785.8,434591
1778513700,785.78,788.82,781.76,785.48,441366
1778514000,785.5,788.75,784.02,785.33,406215
1778514300,785.5,787.24,783.81,787.065,367230
1778514600,787.065,793.5,784.0,793.32,684490
1778514900,793.38,794.36,790.5,793.65,467031
1778515200,793.64,797.95,792.25,796.98,799648
1778515500,797.09,798.64,794.84,798.44,547073
1778515800,798.38,798.68,793.46,796.94,449599
1778516100,796.86,796.86,787.95,788.35,469567
1778516400,788.55,789.3,786.75,789.15,379031
1778516700,789.0,790.92,787.99,790.18,325338
1778517000,790.0,793.15,789.64,792.75,330101
1778517300,792.84,793.68,788.37,789.88,408740
1778517600,789.5,792.39,785.5,791.81,601309
1778517900,791.71,795.78,791.43,793.99,423408
1778518200,794.0,796.76,792.69,795.3,428554
1778518500,795.2,797.88,794.54,796.75,382147
1778518800,796.75,803.88,796.73,803.84,1016485
1778519100,803.75,805.03,799.62,801.47,559951
1778519400,801.39,801.4,796.54,798.5,498235
1778519700,798.67,801.58,795.55,798.06,408872
1778520000,798.21,802.48,797.86,802.21,394705
1778520300,802.07,805.0,801.54,803.46,513659
1778520600,803.3,805.73,799.09,801.74,527965
1778520900,801.84,805.8,801.66,804.34,387134
1778521200,804.5,806.5,803.17,803.315,488460
1778521500,803.24,806.39,802.72,805.18,350535
1778521800,805.18,806.49,803.59,803.63,385797
1778522100,803.83,804.5,800.0,801.19,493923
1778522400,801.2,802.36,796.52,799.68,566306
1778522700,799.65,803.83,798.55,803.83,358514
1778523000,803.86,804.74,801.45,803.64,337888
1778523300,803.51,804.9,802.4,803.83,334903
1778523600,803.82,805.8,802.5,805.7,389135
1778523900,805.68,809.4,805.3,809.085,737960
1778524200,809.09,811.68,808.38,811.28,749501
1778524500,811.28,816.51,811.13,813.63,955052
1778524800,813.57,814.38,810.39,812.81,615355
1778525100,812.75,813.05,808.23,809.08,486571
1778525400,809.135,812.86,809.0,811.42,402269
1778525700,811.34,812.77,804.0,804.47,613479
1778526000,804.735,807.06,804.55,805.5,521579
1778526300,805.55,812.11,805.0,809.66,554115
1778526600,809.65,809.83,806.75,807.01,366004
1778526900,807.16,807.85,804.1,806.72,405056
1778527200,806.6,806.83,801.87,802.34,392087
1778527500,802.44,803.0,794.0,795.58,846863
1778527800,795.86,799.95,792.09,792.23,831024
1778528100,792.23,793.89,788.0,789.7,791928
1778528400,789.99,795.98,788.33,793.415,706647
1778528700,793.23,797.0,792.09,795.29,605810
1778529000,795.29,801.77,794.46,799.63,1181901
1778529300,798.9,799.28,794.61,795.99,1480644
1778592600,774.69,775.0,760.55,766.94,877746
1778592900,766.895,775.69,758.68,773.8,2034092
1778593200,773.73,778.85,768.46,777.94,1388141
1778593500,777.46,782.76,772.61,776.32,1419779
1778593800,776.02,777.0,771.38,773.59,786233
1778594100,773.97,774.3,761.73,763.06,1165457
1778594400,763.0,770.8,761.19,764.19,949899
1778594700,764.25,769.5,761.5,766.25,862471
1778595000,766.36,769.4,760.0,765.19,838510
1778595300,765.15,766.13,757.35,764.11,1136226
1778595600,764.12,766.66,757.31,758.08,755517
1778595900,757.95,759.68,748.5,750.31,1624875
1778596200,750.26,753.5,746.01,749.595,1314719
1778596500,749.38,757.77,747.24,755.38,1081711
1778596800,755.38,758.08,751.85,753.7,702370
1778597100,753.69,754.91,750.56,751.1,502165
1778597400,751.0,757.19,749.05,755.71,761938
1778597700,755.71,756.84,748.2,750.45,697262
1778598000,750.33,751.68,746.14,746.58,718231
1778598300,746.5,750.75,744.31,748.83,894996
1778598600,748.835,749.3,738.8,739.205,867424
1778598900,739.1,739.77,732.84,737.675,1279346
1778599200,737.675,738.86,732.36,733.56,684316
1778599500,733.57,738.29,732.78,734.0,595275
1778599800,734.09,742.85,733.85,742.44,766195
1778600100,742.66,745.84,740.01,741.33,799312
1778600400,741.375,742.0,734.5,737.12,674796
1778600700,737.34,738.23,730.61,732.49,640991
1778601000,732.47,733.16,722.11,722.5,1233087
1778601300,722.4,722.45,716.56,719.51,1295509
1778601600,719.69,729.59,717.2,726.08,1089120
1778601900,726.31,729.1,721.71,723.34,662732
1778602200,723.5,731.48,722.05,731.48,664840
1778602500,731.23,731.35,724.33,724.61,588282
1778602800,724.33,727.0,718.29,719.89,683227
1778603100,720.05,720.28,715.79,717.28,713868
1778603400,717.35,720.46,712.33,713.21,905836
1778603700,713.5,718.37,711.38,712.4,639237
1778604000,712.41,714.59,708.5,712.79,724216
1778604300,712.79,715.33,711.32,715.26,585369
1778604600,715.25,715.97,706.61,708.12,829687
1778604900,708.24,717.0,708.0,713.81,763624
1778605200,713.865,720.0,713.865,719.05,685195
1778605500,719.05,727.88,718.74,722.55,981921
1778605800,722.53,731.4,722.26,731.09,831622
1778606100,731.2,737.6,730.44,732.33,1190021
1778606400,732.32,737.0,731.27,733.12,838745
1778606700,733.1,733.47,726.74,730.54,697452
1778607000,730.63,738.49,730.57,737.01,633650
1778607300,737.0,737.34,731.1,733.69,535272
1778607600,733.7,735.68,731.8,733.4,456444
1778607900,734.82,735.47,732.35,735.35,319070
1778608200,735.35,739.4,732.72,739.13,546233
1778608500,739.13,741.0,735.0,739.97,703030
1778608800,740.0,747.73,739.3,744.15,1074167
1778609100,744.335,746.59,740.53,740.88,694965
1778609400,740.99,746.59,738.87,746.4,619984
1778609700,746.28,748.75,742.11,745.695,715791
1778610000,745.7,747.62,744.5,744.74,477880
1778610300,744.81,752.91,744.81,751.22,939399
1778610600,751.41,755.0,750.45,752.5,822143
1778610900,752.35,754.55,750.0,750.35,561974
1778611200,750.65,753.6,749.31,749.43,503046
1778611500,749.41,749.93,741.51,744.345,864556
1778611800,744.35,748.18,743.77,746.415,503045
1778612100,746.415,749.97,740.0,741.64,693079
1778612400,741.69,748.25,741.69,746.05,437445
1778612700,746.19,748.8,743.0,744.82,501337
1778613000,744.81,753.22,744.5,751.83,698919
1778613300,751.83,754.71,750.65,751.7,563250
1778613600,751.81,752.29,746.81,749.13,544490
