epoch,o,h,l,c,v
1782739800,915.9900,920.0700,905.1700,908.8600,370058
1782739860,906.9950,907.9040,900.1001,902.0000,16620
1782739920,902.0300,906.2800,899.0100,899.5200,21216
1782739980,899.0000,901.0000,894.9500,899.1000,20076
1782740040,898.7250,909.9900,897.0600,909.3950,21192
1782740100,909.3950,917.5300,906.7900,917.0600,17069
1782740160,915.0100,916.2400,904.3300,905.4000,17662
1782740220,905.4050,906.7300,902.1700,904.4850,12618
1782740280,904.5900,904.5900,897.5000,900.9400,11699
1782740340,898.1900,905.8800,897.5000,903.7400,10290
1782740400,905.2200,910.4800,903.8850,907.4400,11031
1782740460,907.2500,917.0100,907.2500,913.6550,14700
1782740520,913.6550,917.0100,912.2100,913.5150,18711
1782740580,913.5150,914.8199,910.0000,910.5000,19559
1782740640,912.0000,918.4900,911.2000,916.4150,18171
1782740700,918.4900,918.5900,913.7401,913.7401,26400
1782740760,913.9700,914.9500,909.9100,911.0300,10159
1782740820,909.7800,913.5000,908.5291,912.4200,7862
1782740880,910.3950,913.5000,908.0950,911.1400,9281
1782740940,913.3899,913.3899,908.0900,908.5400,10392
1782741000,908.3400,908.4100,905.0400,908.2050,11198
1782741060,908.3800,912.6400,908.3800,912.6300,8524
1782741120,911.2250,912.6400,903.0700,903.2000,14816
1782741180,903.3850,905.5300,898.5500,899.4800,16358
1782741240,899.4800,900.4500,894.0100,894.0100,20835
1782741300,894.0010,894.1250,887.0000,888.0600,34963
1782741360,889.1200,889.9390,886.0100,886.5650,15019
1782741420,886.0000,887.8200,883.3400,887.6000,10795
1782741480,887.2075,888.9950,885.1301,886.6300,14000
1782741540,887.4700,887.4700,882.2301,883.6700,29750
1782741600,884.3200,884.9700,880.0101,884.4500,18214
1782741660,885.3500,886.9300,880.9500,880.9500,10932
1782741720,880.9500,883.4400,880.9500,882.2150,12084
1782741780,881.5200,884.3700,881.3800,882.4650,14093
1782741840,882.4650,884.9900,882.3900,883.0500,9255
1782741900,882.9900,884.4055,881.5300,881.8600,6909
1782741960,881.8600,888.0000,881.8600,886.1500,8942
1782742020,886.1000,889.0000,885.6401,886.7700,8842
1782742080,885.5800,888.7100,884.3500,888.2900,7694
1782742140,888.0700,893.1900,887.5800,893.0870,12191
1782742200,893.1900,894.5600,887.3000,888.8550,15101
1782742260,889.0200,892.7300,887.9900,891.0600,8383
