epoch,o,h,l,c,v
1776951000,419.69,423.1,418.12,421.69,1963106
1776951300,421.59,422.5,420.36,421.44,715628
1776951600,421.39,421.95,420.42,420.46,507620
1776951900,420.47,421.68,419.91,420.4,599740
1776952200,420.38,420.44,417.93,418.69,967633
1776952500,418.69,419.45,417.23,417.44,639185
1776952800,417.4,417.81,416.49,416.96,668931
1776953100,416.93,417.64,416.66,416.96,456658
1776953400,416.93,417.22,415.8,417.18,593712
1776953700,417.15,418.29,417.13,417.37,512529
1776954000,417.37,419.69,417.35,419.56,415013
1776954300,419.54,419.54,418.44,418.81,350654
1776954600,418.81,419.42,418.32,419.19,278774
1776954900,419.23,419.37,418.81,419.12,245371
1776955200,419.15,420.16,418.92,419.98,279236
1776955500,419.98,421.06,419.9,420.64,340037
1776955800,420.67,421.22,420.47,421.0,251659
1776956100,420.96,421.83,420.92,421.6,258075
1776956400,421.56,422.0,421.12,421.22,255753
1776956700,421.28,421.59,420.97,421.47,227405
1776957000,421.5,421.95,420.95,421.0,200419
1776957300,421.02,422.14,420.8,421.86,246584
1776957600,421.86,422.7,421.81,422.38,270548
1776957900,422.38,423.36,422.04,422.5,325785
1776958200,422.47,423.66,421.9,422.37,268643
1776958500,422.36,422.43,421.05,421.28,213603
1776958800,421.28,421.58,421.06,421.39,112319
1776959100,421.39,421.39,420.26,420.44,193619
1776959400,420.41,420.41,419.28,419.29,362989
1776959700,419.28,419.58,418.45,419.26,387630
1776960000,419.19,419.67,418.64,418.7,191808
1776960300,418.7,419.1,418.15,418.2,234754
1776960600,418.19,419.09,418.19,418.91,170251
1776960900,418.91,419.03,418.43,418.55,218743
1776961200,418.56,418.83,418.18,418.75,154829
1776961500,418.75,418.96,417.81,417.93,315184
1776961800,417.91,417.91,417.17,417.5,230026
1776962100,417.49,417.76,416.94,417.36,213974
1776962400,417.39,417.58,417.03,417.25,191229
1776962700,417.25,417.33,416.79,417.02,236259
1776963000,417.03,417.5,417.02,417.47,187591
1776963300,417.5,418.08,417.39,417.74,164327
1776963600,417.67,417.94,416.21,416.38,259305
1776963900,416.38,416.43,415.55,415.85,360396
1776964200,415.85,415.95,415.21,415.5,244544
1776964500,415.5,415.51,414.55,414.85,325911
1776964800,414.88,415.2,414.49,414.99,249211
1776965100,415.0,415.71,414.72,415.2,206400
1776965400,415.2,415.54,414.97,415.48,161200
1776965700,415.5,415.79,413.21,413.47,408196
1776966000,413.47,413.47,411.68,412.05,572649
1776966300,412.05,412.81,411.41,412.51,391802
1776966600,412.47,414.84,412.12,413.76,370095
1776966900,413.74,414.65,413.54,414.51,204525
1776967200,414.51,415.34,414.27,414.61,256679
1776967500,414.58,415.38,414.34,414.83,196339
1776967800,414.86,415.41,414.78,414.9,193133
1776968100,414.9,415.15,414.63,415.05,151313
1776968400,415.02,415.37,414.86,415.02,158559
1776968700,414.99,415.16,414.79,415.09,160264
1776969000,415.1,415.8,415.07,415.72,183484
1776969300,415.74,416.02,415.43,415.47,152360
1776969600,415.47,415.6,414.75,414.95,207182
1776969900,414.95,414.97,414.36,414.39,160925
1776970200,414.42,415.03,414.17,414.94,164933
1776970500,414.95,415.0,414.15,414.51,127495
1776970800,414.55,414.84,414.35,414.67,118728
1776971100,414.69,415.31,414.69,415.08,162029
1776971400,415.09,416.09,415.04,416.08,175134
1776971700,416.08,416.73,416.06,416.1,261353
1776972000,416.2,416.25,415.81,415.9,123300
1776972300,415.91,416.48,415.75,416.34,154271
1776972600,416.36,416.66,415.57,415.58,193978
1776972900,415.59,415.9,415.11,415.84,198796
1776973200,415.82,415.93,415.2,415.25,180146
1776973500,415.21,415.6,415.15,415.58,205416
1776973800,415.58,416.7,415.01,416.56,475746
1776974100,416.54,416.68,415.6,415.78,812015
1777037400,416.95,420.21,415.95,419.82,1103412
1777037700,419.76,420.45,419.2,419.63,371391
1777038000,419.62,420.42,419.48,419.78,362694
1777038300,419.84,421.62,419.38,421.57,473423
1777038600,421.53,421.62,420.0,420.11,326319
1777038900,420.06,420.18,419.23,419.57,253769
1777039200,419.55,419.71,418.26,418.74,283391
1777039500,418.79,419.4,418.56,419.13,281401
1777039800,419.13,419.6,418.51,418.72,267072
1777040100,418.73,419.0,417.5,418.29,278755
1777040400,418.3,418.84,417.92,418.23,199137
1777040700,418.2,418.23,417.3,417.55,200917
1777041000,417.65,417.98,417.22,417.87,215792
1777041300,417.91,418.35,417.76,418.07,182507
1777041600,418.08,418.79,417.85,418.79,148023
1777041900,418.77,419.06,418.09,418.45,166727
1777042200,418.45,418.81,418.25,418.52,160876
1777042500,418.51,418.67,418.03,418.32,146552
1777042800,418.32,419.16,418.27,419.06,208181
1777043100,419.01,419.28,418.54,418.96,236606
1777043400,418.95,419.71,418.92,419.61,149276
1777043700,419.63,419.71,419.2,419.45,108839
1777044000,419.45,420.02,419.38,419.81,187623
1777044300,419.81,419.9,419.36,419.89,115583
1777044600,419.88,420.62,419.88,420.35,213407
1777044900,420.34,420.77,420.25,420.61,144208
1777045200,420.62,421.57,420.55,421.5,178679
1777045500,421.45,421.95,420.71,420.93,266020
1777045800,420.94,421.16,419.86,419.91,204249
1777046100,419.92,420.19,419.55,419.67,153030
1777046400,419.67,419.69,418.66,418.75,385559
1777046700,418.73,418.97,418.25,418.58,280826
1777047000,418.59,419.35,418.5,418.94,192193
1777047300,418.9,419.33,418.75,418.79,124454
1777047600,418.8,418.96,418.42,418.63,129840
1777047900,418.65,418.91,418.56,418.77,109109
1777048200,418.76,419.33,418.75,419.33,138867
1777048500,419.31,419.57,419.16,419.46,81510
1777048800,419.45,419.61,419.2,419.39,83152
1777049100,419.43,419.58,419.24,419.4,97976
1777049400,419.38,419.78,419.31,419.41,97870
1777049700,419.42,419.79,419.42,419.77,54845
1777050000,419.76,419.95,419.47,419.5,83430
1777050300,419.52,419.76,419.3,419.73,56812
1777050600,419.73,419.9,419.62,419.81,55718
1777050900,419.77,419.8,419.14,419.18,151988
1777051200,419.17,419.3,418.89,419.21,94993
1777051500,419.21,419.3,418.8,418.82,105330
1777051800,418.84,419.19,418.64,419.13,113696
1777052100,419.12,419.86,419.12,419.66,116810
1777052400,419.66,419.92,419.52,419.91,86294
1777052700,419.89,420.48,419.85,420.41,146150
1777053000,420.45,421.16,420.39,420.84,189998
1777053300,420.83,421.02,420.65,420.84,163603
1777053600,420.84,421.09,420.57,421.04,142001
