epoch,o,h,l,c,v
1776951000,260.31,271.69,259.31,269.68,1472107
1776951300,269.69,272.85,269.38,272.59,968116
1776951600,272.59,274.67,271.97,273.7,633602
1776951900,273.51,275.94,273.42,274.15,415214
1776952200,274.26,276.65,273.82,276.43,314461
1776952500,276.57,276.7,274.05,274.62,303529
1776952800,274.63,275.64,273.61,275.36,358963
1776953100,275.2,275.34,272.2,274.68,351112
1776953400,274.68,277.25,274.15,276.46,367852
1776953700,276.66,276.66,274.77,274.81,319320
1776954000,275.03,275.03,273.52,273.75,226713
1776954300,273.75,275.5,273.38,274.66,232461
1776954600,274.76,276.49,274.57,275.23,282143
1776954900,275.37,275.5,274.35,274.52,146075
1776955200,274.73,275.4,274.41,275.22,129094
1776955500,275.45,277.25,274.29,276.4,434178
1776955800,276.54,276.9,275.78,275.86,165404
1776956100,275.86,276.32,275.37,276.13,130896
1776956400,276.25,276.61,275.8,276.3,159535
1776956700,276.35,279.1,276.24,278.99,307226
1776957000,279.14,279.94,278.45,279.66,112987
1776957300,279.58,279.79,278.99,279.58,118594
1776957600,279.46,280.65,279.46,280.51,129361
1776957900,280.6,280.97,279.94,280.26,170457
1776958200,280.36,280.91,279.87,280.67,135484
1776958500,280.75,281.12,279.88,279.95,215877
1776958800,280.06,280.56,279.53,279.72,195989
1776959100,279.68,280.18,279.6,279.84,89725
1776959400,279.95,280.22,279.08,279.24,116960
1776959700,279.49,280.25,279.2,279.85,97990
1776960000,279.85,279.87,278.62,278.81,177407
1776960300,278.85,279.4,278.29,278.81,152028
1776960600,278.93,279.73,278.01,279.56,240450
1776960900,279.67,280.95,279.43,280.84,159231
1776961200,280.86,281.78,280.48,281.5,113785
1776961500,281.46,282.19,281.16,282.1,119097
1776961800,282.2,282.72,281.68,282.02,172466
1776962100,282.27,282.85,281.93,282.67,103595
1776962400,282.73,283.27,282.66,283.12,178398
1776962700,283.15,283.15,282.37,282.56,92064
1776963000,282.59,283.84,282.56,283.46,114161
1776963300,283.41,284.12,283.4,283.84,95422
1776963600,283.9,284.09,282.82,283.35,127014
1776963900,283.42,283.95,282.48,282.6,139231
1776964200,282.8,282.96,281.11,282.14,251359
1776964500,282.15,282.15,279.33,279.76,201697
1776964800,279.87,281.13,279.7,280.5,111177
1776965100,280.82,281.27,280.06,280.74,105326
1776965400,280.64,281.5,280.2,281.18,116598
1776965700,281.36,281.53,279.89,280.3,86837
1776966000,280.3,280.31,277.98,278.25,183390
1776966300,278.19,278.7,276.94,277.15,277595
1776966600,277.25,277.7,275.96,277.61,301804
1776966900,277.61,278.46,277.24,277.8,175483
1776967200,277.78,279.54,277.52,278.83,139362
1776967500,278.81,279.44,278.71,278.79,134609
1776967800,278.78,279.18,277.98,278.65,97503
1776968100,278.58,278.86,278.19,278.57,85525
1776968400,278.62,279.01,277.94,278.19,68563
1776968700,278.24,279.49,277.91,279.34,71207
1776969000,279.49,279.61,278.42,278.5,81768
1776969300,278.62,279.34,278.51,278.73,68799
1776969600,278.88,279.11,278.05,278.51,77061
1776969900,278.51,278.87,277.76,278.4,103863
1776970200,278.33,278.88,277.83,278.61,63358
1776970500,278.57,278.85,277.47,277.71,97326
1776970800,277.81,277.81,276.26,276.38,175737
1776971100,276.35,276.87,276.27,276.7,117066
1776971400,276.65,277.59,276.35,277.41,142629
1776971700,277.28,278.4,277.26,278.15,85969
1776972000,278.15,278.5,278.0,278.32,66749
1776972300,278.23,278.79,278.05,278.13,87335
1776972600,278.2,278.71,277.94,278.55,110595
1776972900,278.51,278.95,278.25,278.94,101402
1776973200,278.95,279.96,278.83,279.47,104725
1776973500,279.5,279.83,279.14,279.66,151961
1776973800,279.65,281.24,279.55,281.19,235174
1776974100,281.17,282.59,281.0,282.41,709143
1777037400,287.83,287.83,279.91,280.31,523002
1777037700,280.79,281.5,278.36,278.63,188208
1777038000,278.61,280.07,277.4,277.4,150820
1777038300,277.53,277.71,274.2,274.3,273165
1777038600,274.32,276.13,274.0,275.87,209343
1777038900,276.03,277.5,275.34,277.28,154923
1777039200,277.22,277.52,274.68,275.15,189324
1777039500,275.15,276.49,274.5,275.84,72024
1777039800,275.98,276.26,275.16,275.19,88591
1777040100,275.07,276.27,274.87,275.97,140008
1777040400,275.98,276.43,274.3,274.3,67553
1777040700,274.53,274.58,273.2,274.01,91190
1777041000,274.26,274.53,273.64,274.52,63037
1777041300,274.47,275.66,274.32,275.44,48138
1777041600,275.51,275.85,274.1,274.13,50915
1777041900,274.17,274.6,273.91,274.47,43152
1777042200,274.43,274.61,273.92,274.1,30784
1777042500,274.08,274.27,273.75,274.2,39595
1777042800,274.29,274.48,272.3,272.88,73205
1777043100,272.77,272.94,272.01,272.6,143714
1777043400,272.6,273.55,272.26,273.48,62359
1777043700,273.48,274.59,273.43,274.51,94736
1777044000,274.43,275.38,273.82,275.38,59768
1777044300,275.37,276.53,275.37,276.28,107826
1777044600,276.37,276.62,275.99,276.13,48455
1777044900,276.13,276.13,275.63,275.84,51473
1777045200,275.92,276.64,275.8,276.47,45365
1777045500,276.57,276.97,276.18,276.82,57776
1777045800,276.96,277.12,276.35,276.49,41531
1777046100,276.43,276.79,275.63,275.85,84701
1777046400,275.76,275.77,274.83,275.31,61781
1777046700,275.36,275.94,275.18,275.55,50264
1777047000,275.55,276.04,275.49,275.87,60569
1777047300,275.93,276.2,275.7,276.04,35523
1777047600,276.15,276.19,275.72,276.08,25439
1777047900,276.06,276.71,275.76,276.67,37408
1777048200,276.67,276.85,276.18,276.36,45232
1777048500,276.46,277.42,276.35,276.81,39380
1777048800,276.85,276.85,276.15,276.3,29470
1777049100,276.12,276.47,276.02,276.13,38262
1777049400,276.25,276.5,276.0,276.44,33633
1777049700,276.41,276.75,276.28,276.75,29245
1777050000,276.75,277.43,276.7,277.43,26302
1777050300,277.43,277.66,277.23,277.56,24097
1777050600,277.57,277.91,277.55,277.91,25311
1777050900,277.9,278.14,277.68,277.79,26800
1777051200,277.81,278.06,277.71,277.91,21868
1777051500,277.98,278.26,277.98,278.19,18201
1777051800,278.09,278.28,277.86,278.0,23679
1777052100,277.91,278.3,277.84,277.89,32603
1777052400,277.97,278.08,277.68,277.75,29612
1777052700,277.75,277.92,277.61,277.8,23941
1777053000,277.82,277.88,277.47,277.53,31279
1777053300,277.55,277.77,277.36,277.58,33987
1777053600,277.65,278.4,277.64,277.78,40895
1777053900,277.88,277.99,277.51,277.78,25585
1777054200,277.89,277.89,277.29,277.48,36029
1777054500,277.5,277.73,277.02,277.02,48618
1777054800,277.02,277.24,276.79,276.92,38094
1777055100,276.92,277.62,276.92,277.58,45663
1777055400,277.56,277.79,277.42,277.69,33174
1777055700,277.69,277.91,277.4,277.72,89252
1777056000,277.77,277.78,276.68,276.7,47806
1777056300,276.8,277.3,276.66,277.13,28278
1777056600,277.04,277.23,276.77,277.2,33294
1777056900,277.2,277.51,277.15,277.23,36616
1777057200,277.32,277.39,276.67,276.87,32829
1777057500,276.83,277.43,276.38,277.08,26005
1777057800,277.18,277.45,277.08,277.38,27120
1777058100,277.38,277.45,277.08,277.16,34624
1777058400,277.11,277.19,276.81,276.99,46546
1777058700,276.99,277.03,276.44,276.6,69360
1777059000,276.6,276.65,275.82,276.04,90916
1777059300,276.0,276.68,275.78,276.48,62869
1777059600,276.5,277.18,276.49,276.59,72729
1777059900,276.55,276.93,276.47,276.93,52592
1777060200,276.96,277.37,276.56,276.95,132104
1777060500,277.02,277.36,276.55,277.16,593741
1777296600,276.37,277.02,273.79,274.84,301876
1777296900,275.0,275.11,271.14,271.6,239810
1777297200,271.62,273.96,271.57,273.19,82971
1777297500,273.41,273.41,272.12,272.42,52261
1777297800,272.25,272.72,271.6,272.59,69251
1777298100,272.55,273.61,272.41,273.1,50432
1777298400,273.1,273.2,270.94,270.94,195236
1777298700,271.08,271.32,269.79,270.21,86431
1777299000,270.19,271.5,269.72,271.04,81624
1777299300,271.01,271.01,269.38,269.68,77889
1777299600,269.76,270.0,268.83,269.02,122283
1777299900,269.03,269.5,268.02,268.08,86252
1777300200,268.11,268.82,267.63,268.75,107260
1777300500,268.72,269.01,268.18,268.81,83241
1777300800,268.81,269.03,268.29,268.62,65605
1777301100,268.66,269.47,268.24,269.32,48660
1777301400,269.42,270.44,269.41,270.42,52185
1777301700,270.33,271.27,270.32,270.91,65210
1777302000,270.81,271.5,270.63,271.32,37411
1777302300,271.31,272.32,271.27,271.95,35215
1777302600,271.86,272.12,271.19,271.24,54498
1777302900,271.24,271.63,270.87,271.02,62834
1777303200,271.02,271.02,270.25,270.79,39311
1777303500,270.89,271.14,270.67,270.85,32416
1777303800,270.85,270.97,270.44,270.97,22254
1777304100,270.94,271.5,270.92,271.27,42414
1777304400,271.27,271.91,271.27,271.91,46718
1777304700,271.91,272.11,271.53,271.78,26654
1777305000,271.78,271.93,270.99,271.09,38205
1777305300,271.06,271.07,270.58,270.58,27712
1777305600,270.55,270.76,270.21,270.39,29018
1777305900,270.3,270.78,270.2,270.55,30775
1777306200,270.51,270.55,269.72,269.82,40390
1777306500,269.82,270.07,269.48,269.6,26249
1777306800,269.57,269.66,269.29,269.29,50769
1777307100,269.27,269.51,269.11,269.29,36495
1777307400,269.22,269.58,268.94,269.4,52108
1777307700,269.39,269.52,269.0,269.32,45424
1777308000,269.35,269.43,268.9,268.94,39873
1777308300,268.95,269.05,268.66,268.82,73530
1777308600,268.88,269.07,268.43,268.5,28323
1777308900,268.47,269.3,268.45,269.1,41135
1777309200,269.13,269.72,269.1,269.57,46275
1777309500,269.6,269.85,269.38,269.41,45173
1777309800,269.41,269.63,269.17,269.33,45859
1777310100,269.35,269.35,268.47,268.67,23274
1777310400,268.73,268.98,268.51,268.88,19796
1777310700,268.88,269.04,268.77,268.97,22358
1777311000,268.97,269.38,268.71,269.13,20613
1777311300,269.13,269.46,268.95,269.16,31058
1777311600,269.03,269.19,268.99,269.13,31866
1777311900,269.13,269.18,268.78,269.16,33834
1777312200,269.16,269.16,268.88,268.92,27790
1777312500,268.92,268.96,268.59,268.61,34059
1777312800,268.6,268.66,268.16,268.2,68168
1777313100,268.21,268.25,267.82,267.89,33327
1777313400,267.93,268.26,267.87,268.0,47517
1777313700,267.98,268.17,267.69,267.69,35352
1777314000,267.77,268.74,267.69,268.71,42721
1777314300,268.75,268.99,268.7,268.85,30259
1777314600,268.85,268.89,268.54,268.63,24530
1777314900,268.61,269.48,268.44,269.21,46428
1777315200,269.22,269.44,269.08,269.16,31907
1777315500,269.2,269.2,268.71,268.94,27695
1777315800,268.96,269.09,268.9,268.93,25834
1777316100,268.9,269.24,268.74,269.2,31421
1777316400,269.17,269.52,269.05,269.31,33772
1777316700,269.31,269.35,269.1,269.31,30029
1777317000,269.34,269.69,269.22,269.69,51456
1777317300,269.69,269.85,269.47,269.47,64026
1777317600,269.46,269.56,268.81,268.81,67509
1777317900,268.81,270.03,268.79,270.03,52920
1777318200,270.05,270.43,269.88,269.88,47955
1777318500,269.88,269.98,269.32,269.41,45297
1777318800,269.48,269.58,269.15,269.27,64631
1777319100,269.3,270.26,269.22,270.22,72013
1777319400,270.25,270.83,269.99,270.53,126336
1777319700,270.52,270.52,269.38,269.48,365264
1777383000,267.55,269.24,264.77,269.13,163429
1777383300,269.12,270.38,268.93,269.56,54190
1777383600,269.44,270.69,269.17,270.33,44932
1777383900,270.3,270.3,269.01,269.38,37593
1777384200,269.38,269.38,267.16,267.64,93136
1777384500,267.43,267.68,266.48,267.25,25480
1777384800,267.38,267.92,266.79,267.64,27484
1777385100,267.68,269.44,267.65,269.42,32228
1777385400,269.5,269.5,268.34,268.53,48774
1777385700,268.55,268.68,267.54,267.58,46757
1777386000,267.42,267.62,266.19,266.46,29700
1777386300,266.47,266.63,265.88,266.49,52946
1777386600,266.5,266.54,264.89,264.92,48994
1777386900,265.03,265.12,264.24,264.54,49694
1777387200,264.29,265.31,264.23,265.04,57955
1777387500,265.06,265.43,264.81,264.82,27398
1777387800,264.71,265.38,264.53,265.13,40869
1777388100,265.19,266.78,265.02,266.75,25362
1777388400,266.76,266.94,266.14,266.24,19182
1777388700,266.27,266.38,265.76,266.15,22495
1777389000,266.29,266.79,266.08,266.09,17279
1777389300,266.19,266.64,266.02,266.33,13378
1777389600,266.21,266.51,266.16,266.3,15847
1777389900,266.28,266.71,265.89,266.68,20046
1777390200,266.71,266.71,265.93,266.11,24416
1777390500,266.1,266.57,265.89,266.37,19091
1777390800,266.31,266.85,266.27,266.77,14354
1777391100,266.85,267.13,266.63,266.77,25739
1777391400,266.8,266.96,266.48,266.55,29982
1777391700,266.55,266.8,266.4,266.63,9061
1777392000,266.61,267.07,266.57,266.85,18566
1777392300,266.94,267.22,266.83,266.98,12594
1777392600,266.9,267.04,266.57,266.83,19336
1777392900,266.75,267.16,266.75,266.94,12444
1777393200,267.02,267.34,266.92,267.29,16781
1777393500,267.29,267.3,266.92,266.98,25451
1777393800,266.92,266.98,266.18,266.18,27347
1777394100,266.3,266.42,266.04,266.25,49628
1777394400,266.31,266.58,266.13,266.36,24391
1777394700,266.46,267.03,266.44,267.02,13702
1777395000,267.03,267.74,266.96,267.62,24216
1777395300,267.57,267.61,267.16,267.37,19595
1777395600,267.3,267.43,266.9,266.98,24057
1777395900,266.98,266.98,266.55,266.87,19065
1777396200,266.87,267.3,266.87,267.03,19781
1777396500,266.98,267.2,266.88,267.04,13269
1777396800,267.03,267.26,266.8,267.09,15988
1777397100,267.08,267.18,266.93,266.98,16607
1777397400,267.07,267.68,266.95,267.68,16923
1777397700,267.69,267.97,267.56,267.8,16742
1777398000,267.86,267.92,267.46,267.49,11601
1777398300,267.52,267.57,266.9,266.9,32658
1777398600,266.87,266.97,266.67,266.67,19559
1777398900,266.75,266.9,266.62,266.71,9665
1777399200,266.87,266.9,266.43,266.48,9362
1777399500,266.51,266.54,266.28,266.49,10413
1777399800,266.41,266.66,266.19,266.3,25450
1777400100,266.37,266.48,266.21,266.28,26424
1777400400,266.29,266.51,265.88,265.97,44506
1777400700,265.98,266.22,265.92,265.96,23551
1777401000,265.97,266.22,265.45,265.45,31329
1777401300,265.49,265.53,265.31,265.5,7756
1777401600,265.46,265.8,265.37,265.8,11057
1777401900,265.83,266.33,265.78,266.27,27980
1777402200,266.27,266.5,266.2,266.41,18956
1777402500,266.42,266.42,266.21,266.21,21808
1777402800,266.28,266.47,265.91,265.91,31560
1777403100,265.98,266.15,265.84,265.92,22450
1777403400,265.94,266.07,265.76,265.81,19755
1777403700,265.78,265.82,265.32,265.32,13539
1777404000,265.31,265.52,265.07,265.42,22956
1777404300,265.46,265.58,265.28,265.36,29318
1777404600,265.28,265.47,264.88,265.09,26632
1777404900,265.04,265.29,264.99,265.21,24237
1777405200,265.19,265.32,264.85,264.95,34462
1777405500,264.96,265.19,264.9,265.14,54531
1777405800,265.05,265.43,264.8,265.11,222722
1777406100,265.0,265.31,264.78,264.95,364022
1777469400,269.63,272.44,269.14,270.49,247893
1777469700,270.66,271.25,269.34,269.63,123281
1777470000,269.65,270.69,268.5,270.62,70669
1777470300,270.75,270.99,270.17,270.2,77204
1777470600,270.29,270.35,269.52,269.79,37999
1777470900,269.79,270.17,269.43,269.61,72727
1777471200,269.64,270.49,269.33,269.36,48393
1777471500,269.43,270.59,269.26,270.43,38486
1777471800,270.43,270.8,270.13,270.73,27957
1777472100,270.64,271.2,270.13,270.34,58264
1777472400,270.26,270.57,270.0,270.09,27409
1777472700,270.1,270.1,269.34,269.5,36410
1777473000,269.75,270.08,269.21,269.76,21313
1777473300,269.76,272.1,269.76,272.1,65955
1777473600,272.1,272.33,271.78,271.9,34753
1777473900,271.92,272.25,271.29,271.38,30083
1777474200,271.22,271.66,271.22,271.37,34743
1777474500,271.34,271.62,271.0,271.56,32358
1777474800,271.56,271.88,271.23,271.69,61739
1777475100,271.75,272.0,271.17,271.34,30539
1777475400,271.33,271.62,271.11,271.56,53620
1777475700,271.53,271.88,271.2,271.65,33427
1777476000,271.79,271.79,271.32,271.51,27736
1777476300,271.51,271.54,270.34,270.61,26899
1777476600,270.55,270.77,269.84,270.03,29779
1777476900,270.09,270.12,269.53,269.89,19873
1777477200,269.95,269.95,269.2,269.28,50542
1777477500,269.33,269.56,269.04,269.47,24783
1777477800,269.4,269.8,269.07,269.32,35696
1777478100,269.32,270.08,269.1,270.03,9706
1777478400,269.99,270.28,269.91,270.1,15126
1777478700,270.27,270.28,269.66,269.66,23938
1777479000,269.71,270.0,269.54,269.73,10853
1777479300,269.69,270.15,269.57,269.99,26850
1777479600,269.98,269.99,269.58,269.58,20918
1777479900,269.65,269.77,269.35,269.68,11511
1777480200,269.53,269.61,268.92,269.05,11127
1777480500,269.08,269.19,268.86,269.03,15397
