contractSymbol,lastTradeDate,strike,lastPrice,bid,ask,change,percentChange,volume,openInterest,impliedVolatility,inTheMoney,contractSize,currency
SPCX260717P00005000,2026-06-24 17:45:33+00:00,5.0,0.05,0.0,0.05,0.0,0.0,,4,7.125001093750001,False,REGULAR,USD
SPCX260717P00015000,2026-06-25 17:30:11+00:00,15.0,0.02,0.0,0.05,0.0,0.0,,1,4.718754101562499,False,REGULAR,USD
SPCX260717P00025000,2026-06-18 13:30:11+00:00,25.0,0.05,0.0,0.05,0.0,0.0,2.0,66,3.6562508593750005,False,REGULAR,USD
SPCX260717P00030000,2026-07-01 18:12:05+00:00,30.0,0.04,0.0,0.05,0.0,0.0,1.0,6,3.2968767578125,False,REGULAR,USD
SPCX260717P00035000,2026-06-17 18:27:39+00:00,35.0,0.04,0.0,0.05,0.0,0.0,8.0,11,2.9843775390625,False,REGULAR,USD
SPCX260717P00040000,2026-06-16 13:30:55+00:00,40.0,0.07,0.0,0.05,0.0,0.0,1.0,1,2.718753203125,False,REGULAR,USD
SPCX260717P00045000,2026-06-25 15:35:55+00:00,45.0,0.04,0.0,0.05,0.0,0.0,2.0,119,2.4843787890625,False,REGULAR,USD
SPCX260717P00050000,2026-07-06 19:52:12+00:00,50.0,0.03,0.0,0.05,0.02,200.0,3.0,1045,2.281254296875,False,REGULAR,USD
SPCX260717P00055000,2026-07-07 14:49:15+00:00,55.0,0.01,0.0,0.05,-0.02,-66.66667,13.0,641,2.0937547656249995,False,REGULAR,USD
SPCX260717P00060000,2026-07-06 18:08:25+00:00,60.0,0.02,0.0,0.05,0.0,0.0,22.0,359,1.9218753906250001,False,REGULAR,USD
SPCX260717P00065000,2026-07-07 14:36:07+00:00,65.0,0.02,0.0,0.05,-0.01,-33.333336,10.0,774,1.765626171875,False,REGULAR,USD
SPCX260717P00070000,2026-07-06 19:51:40+00:00,70.0,0.03,0.0,0.05,0.02,200.0,1.0,651,1.6171894140625,False,REGULAR,USD
SPCX260717P00075000,2026-07-06 19:37:20+00:00,75.0,0.04,0.0,0.05,0.0,0.0,5.0,743,1.484377578125,False,REGULAR,USD
SPCX260717P00080000,2026-07-07 15:07:56+00:00,80.0,0.04,0.0,0.05,0.01,33.333336,3.0,726,1.359378203125,False,REGULAR,USD
SPCX260717P00085000,2026-07-07 15:49:04+00:00,85.0,0.01,0.0,0.05,-0.04,-80.00001,19.0,616,1.2343788281249999,False,REGULAR,USD
SPCX260717P00090000,2026-07-07 16:38:00+00:00,90.0,0.07,0.0,0.1,0.02,40.0,53.0,1987,1.2109414453124998,False,REGULAR,USD
SPCX260717P00095000,2026-07-07 16:20:53+00:00,95.0,0.07,0.05,0.1,0.010000002,16.66667,17.0,1059,1.15234798828125,False,REGULAR,USD
SPCX260717P00100000,2026-07-07 16:36:46+00:00,100.0,0.1,0.05,0.1,0.009999998,11.111108,859.0,17147,1.0351610742187503,False,REGULAR,USD
SPCX260717P00105000,2026-07-07 16:22:44+00:00,105.0,0.11,0.1,0.15,-0.009999998,-8.333331,148.0,2143,0.9941406835937501,False,REGULAR,USD
SPCX260717P00110000,2026-07-07 16:34:52+00:00,110.0,0.18,0.15,0.2,0.030000001,24.999998,180.0,5704,0.929688203125,False,REGULAR,USD
