contractSymbol,lastTradeDate,strike,lastPrice,bid,ask,change,percentChange,volume,openInterest,impliedVolatility,inTheMoney,contractSize,currency
TSM260717P00140000,2026-07-06 19:18:15+00:00,140.0,0.02,0.0,0.02,0.0,0.0,200.0,1062,1.96875015625,False,REGULAR,USD
TSM260717P00145000,2026-07-06 16:19:55+00:00,145.0,0.03,0.01,0.06,0.0,0.0,4.0,219,2.1171922070312497,False,REGULAR,USD
TSM260717P00150000,2026-07-01 15:02:43+00:00,150.0,0.05,0.01,0.04,0.0,0.0,20.0,232,1.99609376953125,False,REGULAR,USD
TSM260717P00155000,2026-07-06 19:51:24+00:00,155.0,0.03,0.01,0.07,0.0,0.0,1.0,387,2.0156299609375,False,REGULAR,USD
TSM260717P00160000,2026-07-01 15:03:16+00:00,160.0,0.07,0.01,0.05,0.0,0.0,20.0,440,1.9140629296875002,False,REGULAR,USD
TSM260717P00165000,2026-07-02 17:51:26+00:00,165.0,0.06,0.01,0.09,0.0,0.0,9.0,1261,1.9414065429687501,False,REGULAR,USD
TSM260717P00170000,2026-07-07 14:13:31+00:00,170.0,0.04,0.03,0.06,0.01,33.333336,20.0,242,1.8671881640625,False,REGULAR,USD
TSM260717P00175000,2026-07-01 15:03:58+00:00,175.0,0.09,0.01,0.08,0.0,0.0,10.0,397,1.8125009374999999,False,REGULAR,USD
TSM260717P00180000,2026-07-06 15:23:56+00:00,180.0,0.06,0.01,0.1,0.0,0.0,2.0,307,1.7890635546875,False,REGULAR,USD
TSM260717P00185000,2026-07-02 15:57:08+00:00,185.0,0.1,0.01,0.1,0.0,0.0,5.0,175,1.7382825585937498,False,REGULAR,USD
TSM260717P00190000,2026-07-01 18:17:02+00:00,190.0,0.1,0.01,0.1,0.0,0.0,1.0,377,1.6875015625,False,REGULAR,USD
TSM260717P00195000,2026-07-07 16:04:47+00:00,195.0,0.08,0.07,0.12,-0.030000001,-27.272728,2.0,363,1.7285169824218751,False,REGULAR,USD
TSM260717P00200000,2026-07-07 15:09:57+00:00,200.0,0.11,0.07,0.15,0.030000001,37.5,12.0,2741,1.703126484375,False,REGULAR,USD
