contractSymbol,lastTradeDate,strike,lastPrice,bid,ask,change,percentChange,volume,openInterest,impliedVolatility,inTheMoney,contractSize,currency
AMD260717C00100000,2026-06-30 19:28:03+00:00,100.0,483.76,418.75,424.75,0.0,0.0,20,2199,5.355472055664061,True,REGULAR,USD
AMD260717C00105000,2026-07-02 17:51:10+00:00,105.0,403.9,414.15,420.5,0.0,0.0,21,43,3.9843750390625,True,REGULAR,USD
AMD260717C00110000,2026-07-02 17:51:10+00:00,110.0,398.93,410.5,415.55,0.0,0.0,20,76,4.35254362182617,True,REGULAR,USD
AMD260717C00115000,2026-07-07 14:06:04+00:00,115.0,401.0,405.5,410.55,-38.549988,-8.77033,1,40,4.2304734619140625,True,REGULAR,USD
AMD260717C00120000,2026-07-02 17:51:30+00:00,120.0,394.47,400.55,405.55,5.360016,1.3775066,1,50,4.126957966308594,True,REGULAR,USD
AMD260717C00125000,2026-07-02 17:51:30+00:00,125.0,384.14,395.55,400.55,0.0,0.0,2,18,4.01562998046875,True,REGULAR,USD
AMD260717C00130000,2026-07-06 15:36:27+00:00,130.0,437.26,390.55,395.55,0.0,0.0,2,67,3.9091799145507817,True,REGULAR,USD
AMD260717C00135000,2026-07-07 15:28:53+00:00,135.0,374.78,383.8,389.8,-42.399994,-10.163478,1,96,2.3125042187499996,True,REGULAR,USD
AMD260717C00140000,2026-07-02 15:56:39+00:00,140.0,381.02,380.55,385.55,0.0,0.0,1,83,3.708008542480469,True,REGULAR,USD
AMD260717C00145000,2026-06-29 16:50:07+00:00,145.0,386.08,375.55,380.6,0.0,0.0,2,43,3.6240243774414065,True,REGULAR,USD
AMD260717C00150000,2026-07-07 13:44:11+00:00,150.0,357.8,368.85,374.8,-50.640015,-12.398397,4,124,2.3437541406249993,True,REGULAR,USD
AMD260717C00155000,2026-07-02 17:27:02+00:00,155.0,358.37,365.6,370.45,0.0,0.0,5,65,3.4228530053710937,True,REGULAR,USD
AMD260717C00160000,2026-07-06 14:30:25+00:00,160.0,406.52,360.6,365.6,0.0,0.0,40,101,3.36865392211914,True,REGULAR,USD
AMD260717C00165000,2026-07-07 14:04:10+00:00,165.0,350.48,355.6,360.2,-49.20999,-12.312039,3,126,3.2031269921874994,True,REGULAR,USD
AMD260717C00170000,2026-07-06 14:41:00+00:00,170.0,394.95,350.45,355.25,0.0,0.0,40,153,3.102541306152343,True,REGULAR,USD
AMD260717C00175000,2026-07-07 14:13:00+00:00,175.0,335.0,345.6,350.2,0.8500061,0.25437862,1,135,3.048830502929688,True,REGULAR,USD
AMD260717C00180000,2026-07-07 13:49:43+00:00,180.0,336.15,340.6,345.2,-46.54001,-12.161282,39,415,2.9746119384765626,True,REGULAR,USD
AMD260717C00185000,2026-07-02 17:05:19+00:00,185.0,319.95,335.6,340.3,-6.5,-1.9911165,1,169,2.922854255371094,True,REGULAR,USD
AMD260717C00190000,2026-07-02 19:54:14+00:00,190.0,323.0,330.65,335.25,0.0,0.0,6,2344,2.8525419311523432,True,REGULAR,USD
AMD260717C00195000,2026-07-01 16:30:42+00:00,195.0,357.37,323.5,329.9,0.0,0.0,2,236,3.301759558105468,True,REGULAR,USD
AMD260717C00200000,2026-07-02 17:35:26+00:00,200.0,313.55,320.65,325.65,0.0,0.0,8,1384,2.7866241271972663,True,REGULAR,USD
AMD260717C00210000,2026-07-07 15:48:02+00:00,210.0,305.8,310.65,315.45,4.0599976,1.3455285,5,1574,2.6235385974121095,True,REGULAR,USD
AMD260717C00220000,2026-07-07 14:15:26+00:00,220.0,289.0,300.7,305.7,-44.26999,-13.283522,25,2047,2.545902072753906,True,REGULAR,USD
AMD260717C00230000,2026-07-07 14:30:18+00:00,230.0,281.8,290.7,295.4,-45.120026,-13.801549,1,3115,2.3823282629394527,True,REGULAR,USD
AMD260717C00240000,2026-07-07 15:14:24+00:00,240.0,270.64,280.75,285.75,-44.21997,-14.044329,1,1744,2.325199499511718,True,REGULAR,USD
AMD260717C00250000,2026-07-07 14:22:21+00:00,250.0,262.49,268.7,274.8,-42.420013,-13.912307,5,2709,2.5273474316406244,True,REGULAR,USD
AMD260717C00260000,2026-07-07 15:14:46+00:00,260.0,253.0,260.8,265.45,-41.73001,-14.158725,35,3578,2.0771532446289056,True,REGULAR,USD
AMD260717C00270000,2026-07-07 14:42:06+00:00,270.0,236.12,250.35,255.05,-57.850006,-19.67888,17,1447,1.8583991455078124,True,REGULAR,USD
AMD260717C00280000,2026-07-07 14:48:57+00:00,280.0,234.49,240.85,245.85,-40.229996,-14.643999,4,1475,1.9296878515625,True,REGULAR,USD
AMD260717C00290000,2026-07-07 14:38:30+00:00,290.0,215.0,228.8,235.1,-51.98999,-19.472637,4,1408,1.3320345898437496,True,REGULAR,USD
AMD260717C00300000,2026-07-07 14:13:58+00:00,300.0,205.0,220.9,225.55,-51.670013,-20.130913,6,3514,1.71484517578125,True,REGULAR,USD
AMD260717C00310000,2026-07-07 15:34:19+00:00,310.0,203.03,210.95,215.95,-44.03,-17.821583,6,2046,1.668458688964844,True,REGULAR,USD
AMD260717C00320000,2026-07-07 14:24:32+00:00,320.0,187.96,199.5,205.25,-50.539993,-21.190773,8,1300,1.3320345898437496,True,REGULAR,USD
AMD260717C00330000,2026-07-06 14:23:47+00:00,330.0,176.23,191.05,195.45,-63.160004,-26.383728,5,1354,1.4592312194824215,True,REGULAR,USD
AMD260717C00340000,2026-07-07 15:49:25+00:00,340.0,172.95,181.15,186.15,-44.37001,-20.4169,9,2004,1.4409207641601562,True,REGULAR,USD
AMD260717C00350000,2026-07-07 15:00:12+00:00,350.0,160.1,171.9,175.6,-48.699997,-23.323751,27,3239,1.3718293127441408,True,REGULAR,USD
AMD260717C00360000,2026-07-07 15:23:31+00:00,360.0,148.6,161.35,166.35,-47.699997,-24.29954,5,1783,1.3032261401367182,True,REGULAR,USD
AMD260717C00370000,2026-07-07 14:48:56+00:00,370.0,137.13,151.55,155.95,-51.539993,-27.317535,5,741,1.2099648876953122,True,REGULAR,USD
AMD260717C00380000,2026-07-07 15:31:53+00:00,380.0,132.53,141.75,146.65,-43.910004,-24.88665,12,1034,1.1826212744140623,True,REGULAR,USD
AMD260717C00390000,2026-07-07 15:04:57+00:00,390.0,119.64,131.95,136.55,-45.61,-27.600605,6,461,1.1081587561035158,True,REGULAR,USD
AMD260717C00400000,2026-07-07 16:53:22+00:00,400.0,124.56,121.15,126.45,-35.29001,-22.076952,28,3620,0.98437515625,True,REGULAR,USD
AMD260717C00410000,2026-07-07 16:13:59+00:00,410.0,112.99,112.8,116.95,-31.46,-21.779163,10,572,1.0061084851074216,True,REGULAR,USD
AMD260717C00420000,2026-07-07 16:13:59+00:00,420.0,106.43,103.4,107.65,-34.57,-24.51773,17,1399,0.9747316979980469,True,REGULAR,USD
AMD260717C00430000,2026-07-07 14:52:38+00:00,430.0,81.08,94.2,98.35,-44.659996,-35.51773,28,1455,0.9417730432128906,True,REGULAR,USD
AMD260717C00440000,2026-07-07 14:11:02+00:00,440.0,78.0,83.9,88.95,-39.17,-33.430058,1,1379,0.8673108972167969,True,REGULAR,USD
AMD260717C00445000,2026-07-07 15:04:40+00:00,445.0,69.19,80.1,84.5,-57.92,-45.566833,40,69,0.8728040063476561,True,REGULAR,USD
AMD260717C00450000,2026-07-07 15:48:37+00:00,450.0,69.8,75.55,79.5,-37.14,-34.729755,49,2862,0.8411881115722657,True,REGULAR,USD
AMD260717C00455000,2026-07-06 15:07:15+00:00,455.0,116.85,72.2,75.85,0.0,0.0,17,23,0.8676771044921875,True,REGULAR,USD
AMD260717C00460000,2026-07-07 16:00:49+00:00,460.0,65.0,68.45,72.25,-37.61,-36.653347,321,1584,0.8786633227539062,True,REGULAR,USD
AMD260717C00465000,2026-07-06 16:59:12+00:00,465.0,99.13,64.05,67.45,0.0,0.0,5,12,0.847535704345703,True,REGULAR,USD
AMD260717C00470000,2026-07-07 15:26:57+00:00,470.0,50.72,60.2,63.45,-40.07,-44.134815,18,8846,0.840821904296875,True,REGULAR,USD
AMD260717C00475000,2026-07-07 16:41:55+00:00,475.0,54.9,56.7,59.75,-33.25,-37.719795,7,34,0.8422867333984375,True,REGULAR,USD
AMD260717C00480000,2026-07-07 16:53:02+00:00,480.0,54.76,52.5,55.5,-27.610004,-33.51949,70,1835,0.8179949841308591,True,REGULAR,USD
AMD260717C00485000,2026-07-07 15:31:24+00:00,485.0,48.35,48.4,51.85,-27.910004,-36.598484,22,97,0.8031025549316406,True,REGULAR,USD
AMD260717C00490000,2026-07-07 16:17:50+00:00,490.0,45.27,46.4,48.25,-27.170002,-37.506905,43,837,0.819215675048828,True,REGULAR,USD
AMD260717C00495000,2026-07-07 15:27:37+00:00,495.0,36.0,42.15,43.95,-38.940002,-51.96157,70,258,0.7849752947998048,True,REGULAR,USD
AMD260717C00500000,2026-07-07 16:54:05+00:00,500.0,39.8,39.6,40.4,-24.45,-38.054474,1257,5564,0.7850973638916017,True,REGULAR,USD
AMD260717C00505000,2026-07-07 16:37:01+00:00,505.0,36.05,35.85,37.3,-24.45,-40.413223,227,105,0.7702049346923829,True,REGULAR,USD
AMD260717C00507500,2026-07-07 16:47:45+00:00,507.5,36.2,34.8,36.2,-37.48,-50.86862,136,73,0.7797873583984375,True,REGULAR,USD
AMD260717C00510000,2026-07-07 16:50:09+00:00,510.0,35.2,33.4,34.45,-21.779999,-38.223938,1622,3112,0.7739280419921876,True,REGULAR,USD
AMD260717C00512500,2026-07-07 16:44:01+00:00,512.5,32.19,31.35,32.95,-29.91,-48.164253,337,84,0.7614769946289064,True,REGULAR,USD
AMD260717C00515000,2026-07-07 16:52:41+00:00,515.0,32.6,30.95,32.0,-24.93,-43.33391,798,440,0.7790549438476562,True,REGULAR,USD
AMD260717C00517500,2026-07-07 16:50:35+00:00,517.5,30.35,29.15,30.5,-26.999998,-47.079334,303,246,0.7681907946777344,True,REGULAR,USD
AMD260717C00520000,2026-07-07 16:53:42+00:00,520.0,29.4,28.2,29.25,-20.519999,-41.105766,2100,4012,0.7717307983398438,True,REGULAR,USD
AMD260717C00522500,2026-07-07 16:52:52+00:00,522.5,28.75,26.7,27.9,-22.25,-43.627453,415,180,0.7652611364746094,False,REGULAR,USD
AMD260717C00525000,2026-07-07 16:54:46+00:00,525.0,26.39,25.7,26.8,-21.380001,-44.756123,1738,851,0.7681907946777344,False,REGULAR,USD
AMD260717C00527500,2026-07-07 16:51:14+00:00,527.5,26.25,24.95,25.85,-19.349998,-42.434208,82,141,0.7756370092773439,False,REGULAR,USD
AMD260717C00530000,2026-07-07 16:54:36+00:00,530.0,24.14,23.85,24.5,-20.93,-46.325806,541,2465,0.7717918328857423,False,REGULAR,USD
AMD260717C00532500,2026-07-07 16:15:13+00:00,532.5,22.51,22.4,23.45,-19.99,-47.035294,15,282,0.7662682064819336,False,REGULAR,USD
AMD260717C00535000,2026-07-07 16:46:01+00:00,535.0,22.32,21.2,22.4,-22.630001,-50.344826,152,378,0.7632469964599609,False,REGULAR,USD
AMD260717C00537500,2026-07-07 16:29:42+00:00,537.5,22.25,20.8,21.55,-16.45,-42.506462,105,291,0.7731956274414062,False,REGULAR,USD
AMD260717C00540000,2026-07-07 16:45:13+00:00,540.0,20.45,19.3,20.45,-17.5,-46.113308,207,1515,0.7633690655517578,False,REGULAR,USD
AMD260717C00545000,2026-07-07 16:44:02+00:00,545.0,17.77,17.7,18.55,-17.23,-49.228573,107,331,0.7647118255615235,False,REGULAR,USD
AMD260717C00550000,2026-07-07 16:55:09+00:00,550.0,16.4,16.35,16.6,-15.780001,-49.03667,1010,3789,0.7653221710205078,False,REGULAR,USD
AMD260717C00555000,2026-07-07 16:40:55+00:00,555.0,14.37,14.3,15.25,-15.13,-51.288136,92,846,0.7607445800781252,False,REGULAR,USD
AMD260717C00560000,2026-07-07 16:43:57+00:00,560.0,13.25,13.35,14.1,-13.84,-51.088963,497,1911,0.7724021783447266,False,REGULAR,USD
AMD260717C00565000,2026-07-07 16:47:32+00:00,565.0,12.2,11.9,12.35,-13.7,-52.895752,89,376,0.76367423828125,False,REGULAR,USD
AMD260717C00570000,2026-07-07 16:51:15+00:00,570.0,11.35,10.75,11.4,-11.43,-50.17559,924,4011,0.7689842437744141,False,REGULAR,USD
AMD260717C00575000,2026-07-07 16:51:04+00:00,575.0,10.21,9.55,10.25,-10.669999,-51.10153,250,1537,0.7669701037597658,False,REGULAR,USD
AMD260717C00580000,2026-07-07 16:54:04+00:00,580.0,8.87,8.45,9.25,-10.080001,-53.19261,409,2214,0.7658104473876954,False,REGULAR,USD
AMD260717C00585000,2026-07-07 16:54:07+00:00,585.0,8.23,7.75,8.3,-9.57,-53.764046,143,456,0.7697166583251953,False,REGULAR,USD
AMD260717C00590000,2026-07-07 16:39:46+00:00,590.0,6.86,6.85,7.45,-9.789999,-58.798794,409,1065,0.7687401055908205,False,REGULAR,USD
