contractSymbol,lastTradeDate,strike,lastPrice,bid,ask,change,percentChange,volume,openInterest,impliedVolatility,inTheMoney,contractSize,currency
TSM260717C00140000,2026-06-22 17:30:07+00:00,140.0,327.94,295.2,297.9,0.0,0.0,13.0,35,3.0791038647460933,True,REGULAR,USD
TSM260717C00145000,2026-07-06 13:42:03+00:00,145.0,310.0,290.2,293.1,0.0,0.0,2.0,4,3.0947288256835934,True,REGULAR,USD
TSM260717C00150000,2026-06-26 15:17:19+00:00,150.0,273.72,285.2,288.25,0.0,0.0,1.0,4,3.073732784423828,True,REGULAR,USD
TSM260717C00155000,2026-06-01 13:31:12+00:00,155.0,272.05,280.25,283.2,0.0,0.0,,1,2.9638697778320306,True,REGULAR,USD
TSM260717C00160000,2026-06-10 14:49:12+00:00,160.0,261.14,275.25,278.05,0.0,0.0,1.0,2,2.81250296875,True,REGULAR,USD
TSM260717C00165000,2026-05-07 15:45:57+00:00,165.0,255.12,260.9,264.35,0.0,0.0,11.0,17,1.0000000000000003e-05,True,REGULAR,USD
TSM260717C00170000,2026-05-08 16:42:00+00:00,170.0,243.93,255.9,259.35,0.0,0.0,5.0,8,1.0000000000000003e-05,True,REGULAR,USD
TSM260717C00175000,2026-06-12 14:13:49+00:00,175.0,247.38,260.3,263.35,0.0,0.0,6.0,7,2.6977571618652347,True,REGULAR,USD
TSM260717C00180000,2026-06-12 14:01:27+00:00,180.0,242.29,255.3,258.8,0.0,0.0,4.0,9,2.7656280859375,True,REGULAR,USD
TSM260717C00185000,2026-06-16 13:46:21+00:00,185.0,254.21,250.3,253.3,0.0,0.0,2.0,52,2.530277111816406,True,REGULAR,USD
TSM260717C00190000,2026-06-16 13:46:21+00:00,190.0,249.35,245.35,248.35,0.0,0.0,2.0,147,2.475589748535157,True,REGULAR,USD
TSM260717C00195000,2026-06-23 18:41:56+00:00,195.0,244.42,240.35,243.15,0.0,0.0,1.0,495,2.3359416601562493,True,REGULAR,USD
TSM260717C00200000,2026-07-06 13:40:07+00:00,200.0,255.5,235.35,238.05,0.0,0.0,2.0,70,2.232426293945312,True,REGULAR,USD
