contractSymbol,lastTradeDate,strike,lastPrice,bid,ask,change,percentChange,volume,openInterest,impliedVolatility,inTheMoney,contractSize,currency
TXN260717P00085000,2026-06-24 14:15:06+00:00,85.0,0.07,0.0,2.13,0.0,0.0,,7,3.750000625,False,REGULAR,USD
TXN260717P00100000,2026-03-12 16:46:26+00:00,100.0,0.7,0.0,1.42,0.0,0.0,1.0,3,3.076174184570312,False,REGULAR,USD
TXN260717P00105000,2026-02-23 17:28:22+00:00,105.0,0.15,0.0,0.0,0.0,0.0,12.0,0,0.500005,False,REGULAR,USD
TXN260717P00110000,2026-02-23 17:28:22+00:00,110.0,0.26,0.0,0.0,0.0,0.0,12.0,0,0.500005,False,REGULAR,USD
TXN260717P00115000,2026-04-13 19:51:02+00:00,115.0,0.42,0.0,2.16,0.0,0.0,2.0,2,2.89844025390625,False,REGULAR,USD
TXN260717P00120000,2026-04-17 19:26:05+00:00,120.0,0.21,0.0,1.77,0.0,0.0,2.0,1,2.685550161132813,False,REGULAR,USD
TXN260717P00125000,2026-04-27 13:30:03+00:00,125.0,0.1,0.0,1.77,0.0,0.0,1.0,52,2.5742223144531247,False,REGULAR,USD
TXN260717P00130000,2026-04-17 13:30:00+00:00,130.0,0.42,0.0,2.18,0.0,0.0,1.0,5,2.556644233398437,False,REGULAR,USD
TXN260717P00135000,2026-06-15 19:01:51+00:00,135.0,0.2,0.0,0.55,0.0,0.0,1.0,39,1.984375078125,False,REGULAR,USD
TXN260717P00140000,2026-07-06 16:17:43+00:00,140.0,0.11,0.0,0.55,0.0,0.0,4.0,35,1.8994145654296877,False,REGULAR,USD
TXN260717P00145000,2026-07-06 16:17:43+00:00,145.0,0.12,0.0,2.13,0.0,0.0,4.0,24,2.2397504943847655,False,REGULAR,USD
TXN260717P00150000,2026-07-06 15:16:58+00:00,150.0,0.01,0.0,0.05,0.0,0.0,1.0,638,1.3359408203124996,False,REGULAR,USD
TXN260717P00155000,2026-05-15 16:58:14+00:00,155.0,0.2,0.0,1.09,0.0,0.0,3.0,106,1.8339852050781247,False,REGULAR,USD
TXN260717P00160000,2026-06-26 17:19:52+00:00,160.0,0.12,0.0,0.56,0.0,0.0,3.0,227,1.5898458007812497,False,REGULAR,USD
TXN260717P00165000,2026-06-25 13:49:33+00:00,165.0,0.58,0.0,0.36,0.0,0.0,10.0,292,1.431643466796875,False,REGULAR,USD
TXN260717P00170000,2026-06-18 15:53:05+00:00,170.0,0.19,0.0,0.37,0.0,0.0,169.0,1613,1.369143779296875,False,REGULAR,USD
TXN260717P00175000,2026-06-09 19:59:43+00:00,175.0,0.3,0.0,0.31,0.0,0.0,26.0,65,1.2734411328124997,False,REGULAR,USD
TXN260717P00180000,2026-07-06 16:23:04+00:00,180.0,0.07,0.0,0.15,0.0,0.0,1.0,1164,1.11328568359375,False,REGULAR,USD
TXN260717P00185000,2026-07-06 16:23:04+00:00,185.0,0.15,0.0,0.42,0.0,0.0,2.0,351,1.197269638671875,False,REGULAR,USD
TXN260717P00190000,2026-07-06 16:20:00+00:00,190.0,0.07,0.0,0.07,0.0,0.0,1.0,415,0.92187578125,False,REGULAR,USD
TXN260717P00195000,2026-07-01 13:30:18+00:00,195.0,0.06,0.0,0.09,0.0,0.0,4.0,197,0.8945323046874999,False,REGULAR,USD
TXN260717P00200000,2026-07-01 13:47:08+00:00,200.0,0.05,0.0,0.15,0.0,0.0,3.0,453,0.89257919921875,False,REGULAR,USD
TXN260717P00210000,2026-07-06 13:30:11+00:00,210.0,0.05,0.0,0.3,0.0,0.0,1.0,906,0.86132951171875,False,REGULAR,USD
TXN260717P00220000,2026-07-07 16:03:27+00:00,220.0,0.33,0.08,0.59,0.08000001,32.000004,23.0,331,0.84961087890625,False,REGULAR,USD
TXN260717P00230000,2026-07-07 15:24:48+00:00,230.0,0.38,0.18,0.6,-0.110000014,-22.448982,32.0,345,0.7563500927734376,False,REGULAR,USD
TXN260717P00240000,2026-07-07 15:46:09+00:00,240.0,0.7,0.51,0.93,0.03999996,6.0606,37.0,1301,0.7243679907226561,False,REGULAR,USD
TXN260717P00245000,2026-07-07 14:28:11+00:00,245.0,1.06,0.72,1.22,-0.13000011,-10.924378,27.0,62,0.7092314233398438,False,REGULAR,USD
TXN260717P00250000,2026-07-07 14:40:15+00:00,250.0,1.66,1.08,1.51,0.65999997,66.0,27.0,3014,0.6940948559570312,False,REGULAR,USD
TXN260717P00255000,2026-07-07 16:05:05+00:00,255.0,1.86,1.39,1.97,0.5,36.764706,10.0,107,0.6750520776367189,False,REGULAR,USD
TXN260717P00260000,2026-07-07 16:01:04+00:00,260.0,2.53,1.99,2.7,0.89,54.26829,111.0,1034,0.6728548339843752,False,REGULAR,USD
TXN260717P00265000,2026-07-07 16:44:44+00:00,265.0,2.97,2.67,3.1,0.69000006,30.26316,202.0,265,0.6457554956054687,False,REGULAR,USD
TXN260717P00270000,2026-07-07 16:31:33+00:00,270.0,3.77,3.55,4.15,1.0799999,40.148697,67.0,2456,0.6397741101074219,False,REGULAR,USD
TXN260717P00275000,2026-07-07 16:31:33+00:00,275.0,4.89,4.65,5.5,1.1799998,31.805925,5.0,480,0.6356237609863282,False,REGULAR,USD
TXN260717P00280000,2026-07-07 15:20:47+00:00,280.0,8.34,6.1,6.95,3.3500004,67.13428,16.0,1267,0.6292761682128907,False,REGULAR,USD
TXN260717P00285000,2026-07-07 16:23:02+00:00,285.0,7.85,7.65,8.7,2.06,35.578583,11.0,473,0.6186561572265626,False,REGULAR,USD
TXN260717P00290000,2026-07-07 13:48:07+00:00,290.0,14.15,9.7,10.75,6.5999994,87.417206,28.0,560,0.6135902899169923,False,REGULAR,USD
TXN260717P00295000,2026-07-07 15:52:43+00:00,295.0,14.74,12.15,13.35,5.8899994,66.553665,14.0,39,0.616336844482422,True,REGULAR,USD
TXN260717P00297500,2026-07-06 15:07:13+00:00,297.5,9.8,13.55,14.45,0.0,0.0,149.0,181,0.6113320117187502,True,REGULAR,USD
TXN260717P00300000,2026-07-07 16:50:08+00:00,300.0,15.22,14.6,16.05,3.79,33.158356,18.0,1027,0.6060830407714846,True,REGULAR,USD
TXN260717P00302500,2026-07-07 15:43:46+00:00,302.5,19.75,16.0,17.7,7.6800003,63.628834,2.0,109,0.6068764898681642,True,REGULAR,USD
TXN260717P00305000,2026-07-07 15:44:49+00:00,305.0,21.7,17.45,18.95,8.900001,69.53125,9.0,109,0.5949747534179688,True,REGULAR,USD
TXN260717P00307500,2026-07-06 14:19:23+00:00,307.5,13.6,19.15,21.15,0.0,0.0,30.0,38,0.6099892517089844,True,REGULAR,USD
TXN260717P00310000,2026-07-06 14:41:38+00:00,310.0,26.35,20.65,22.6,10.570001,66.983536,2.0,350,0.596683720703125,True,REGULAR,USD
TXN260717P00312500,2026-07-07 15:17:01+00:00,312.5,29.05,22.5,24.9,12.699999,77.675835,2.0,55,0.6121254608154298,True,REGULAR,USD
TXN260717P00315000,2026-07-06 19:34:29+00:00,315.0,19.4,24.4,26.85,0.0,0.0,31.0,79,0.6164589135742189,True,REGULAR,USD
TXN260717P00317500,2026-07-06 17:24:18+00:00,317.5,29.7,26.1,28.65,8.200001,38.139538,20.0,23,0.6069375244140626,True,REGULAR,USD
TXN260717P00320000,2026-07-06 18:53:01+00:00,320.0,23.19,28.1,30.8,0.0,0.0,222.0,530,0.6137733935546876,True,REGULAR,USD
TXN260717P00322500,2026-07-06 18:53:01+00:00,322.5,24.8,30.3,32.9,0.0,0.0,1.0,12,0.6228065063476562,True,REGULAR,USD
TXN260717P00325000,2026-07-06 18:53:01+00:00,325.0,26.8,32.4,35.15,0.0,0.0,8.0,30,0.6311072045898438,True,REGULAR,USD
TXN260717P00327500,2026-07-06 18:48:31+00:00,327.5,27.32,34.85,37.4,0.0,0.0,1.0,2,0.6497837756347657,True,REGULAR,USD
TXN260717P00330000,2026-07-01 14:33:51+00:00,330.0,35.4,36.75,39.6,0.0,0.0,5.0,607,0.6445348046875,True,REGULAR,USD
TXN260717P00335000,2026-06-23 16:05:33+00:00,335.0,44.7,41.3,44.05,9.600002,27.350435,1.0,12,0.6568637829589845,True,REGULAR,USD
TXN260717P00340000,2026-07-06 18:07:08+00:00,340.0,38.2,45.95,48.9,0.0,0.0,8.0,57,0.6843293286132813,True,REGULAR,USD
TXN260717P00342500,2026-07-06 14:43:43+00:00,342.5,40.08,48.2,51.15,0.0,0.0,1.0,2,0.6835969140625001,True,REGULAR,USD
TXN260717P00345000,2026-06-24 18:41:56+00:00,345.0,44.75,50.7,53.35,0.0,0.0,,4,0.6911651977539064,True,REGULAR,USD
TXN260717P00350000,2026-06-22 13:42:55+00:00,350.0,30.0,55.45,58.3,0.0,0.0,3.0,12,0.7187528125,True,REGULAR,USD
TXN260717P00355000,2026-06-24 18:24:53+00:00,355.0,53.2,60.3,63.3,0.0,0.0,,1,0.7526880200195312,True,REGULAR,USD
TXN260717P00360000,2026-06-24 13:36:40+00:00,360.0,58.75,65.25,68.15,0.0,0.0,4.0,4,0.7810080493164062,True,REGULAR,USD
