1785522180|551.2700|551.5300|551.1700|551.2100|120472
1785522240|551.2200|551.6400|551.0800|551.3400|166632
1785522300|551.3400|551.4800|550.7900|550.8500|129153
1785522360|550.8500|550.9600|550.8000|550.8400|71990
1785522420|550.8400|550.9700|550.2700|550.3000|131369
1785522480|550.2900|551.1300|549.6900|550.9200|110666
1785522540|551.0000|551.3800|550.0200|550.1500|127175
1785522600|550.1300|550.1400|549.6600|549.6600|178832
1785522660|549.7200|550.5300|549.6800|550.3000|153276
1785522720|550.3300|550.6100|550.2500|550.5300|82393
1785522780|550.5200|550.6600|550.1800|550.6000|140072
1785522840|550.4900|550.5700|549.9500|550.1200|96637
1785522900|550.0500|550.4500|549.9300|550.2100|133089
1785522960|550.1800|550.3600|549.6600|549.6600|109478
1785523020|549.6600|549.7400|549.1800|549.7000|199302
1785523080|549.6300|549.8600|549.4100|549.5500|143708
1785523140|549.6500|549.7500|549.4300|549.5100|164820
1785523200|549.5000|549.8500|549.3900|549.4000|134763
1785523260|549.4000|549.8100|549.2900|549.7200|116052
1785523320|549.7300|550.0400|549.5600|550.0400|102191
1785523380|550.0600|550.1700|549.5800|549.6100|114162
1785523440|549.6200|550.1300|549.6100|549.9000|121085
1785523500|549.8100|550.6900|549.8100|550.6100|145918
1785523560|550.6100|550.9900|550.6000|550.6700|118015
1785523620|550.7400|551.0900|550.5800|551.0900|153807
1785523680|551.0900|551.3500|551.0300|551.2700|113405
1785523740|551.2700|551.6200|551.2700|551.4900|125629
1785523800|551.5100|551.5200|550.9400|551.0000|116810
1785523860|551.1100|551.2800|550.9900|551.1500|83160
1785523920|551.1500|551.2400|550.9800|550.9800|119224
1785523980|551.0200|551.2800|550.9500|551.1100|105716
1785524040|551.1800|551.2000|550.7500|550.9100|106831
1785524100|550.8200|550.9300|550.6100|550.6800|98646
1785524160|550.6900|550.8500|550.6400|550.7600|88799
1785524220|550.8000|550.8700|550.0200|550.4500|150953
1785524280|550.4500|550.7700|550.1700|550.6300|106760
1785524340|550.6800|551.8500|550.4300|550.6900|225375
1785524400|550.6100|552.2700|550.6000|551.9600|192981
1785524460|552.0600|552.1500|551.2500|551.5700|102970
1785524520|551.6400|552.2700|551.6400|551.9000|64816
1785524580|551.9000|552.4600|551.5800|551.9600|70439
1785524640|551.9000|552.5000|551.7300|551.8500|94857
1785524700|551.9000|552.0500|551.1200|551.5000|100879
1785524760|551.5000|551.6900|551.1700|551.4700|66314
1785524820|551.5200|551.6600|550.6600|551.5100|162360
1785524880|551.5200|551.6400|551.1300|551.1800|92127
1785524940|551.1800|551.2400|550.6000|550.9000|198430
1785525000|550.9000|551.5700|550.9000|551.4300|104832
1785525060|551.4300|551.6800|551.0000|551.1900|176391
1785525120|551.1900|552.2400|551.1900|552.1000|158001
1785525180|552.1000|552.9900|552.0400|552.7600|280468
1785525240|552.8000|553.3600|552.6700|553.1900|152460
1785525300|553.2400|553.2400|552.6500|553.0200|197524
1785525360|552.9300|552.9300|552.0300|552.3300|205548
1785525420|552.3300|552.6300|552.1500|552.6300|77587
1785525480|552.6400|553.2000|552.5300|552.9600|133293
1785525540|552.9600|553.1100|552.6700|552.8500|133846
1785525600|552.9100|552.9900|552.5300|552.7700|108875
1785525660|552.8300|553.2000|552.6200|553.1400|166908
1785525720|553.1300|553.7400|552.9800|553.5000|171494
1785525780|553.5000|553.5400|553.1100|553.2000|115949
1785525840|553.2000|553.3700|553.0500|553.1300|164208
1785525900|553.1900|553.3900|553.0800|553.1400|112758
1785525960|553.2100|553.2100|552.7500|553.0800|139969
1785526020|553.1000|553.4000|553.1000|553.2500|121057
1785526080|553.2500|553.2600|552.6200|552.6800|124412
1785526140|552.6700|552.9800|552.5400|552.6100|103091
1785526200|552.5400|552.5400|551.7500|552.0900|211105
1785526260|552.0400|552.2300|551.4100|552.1300|114571
1785526320|552.2500|552.6700|552.1600|552.4200|115638
1785526380|552.4400|552.6700|552.1500|552.5400|216961
1785526440|552.4900|552.8100|552.3900|552.7800|78247
1785526500|552.7100|553.6100|552.5700|553.6100|121030
1785526560|553.6700|553.8700|553.2200|553.8500|239371
1785526620|553.7700|554.4900|553.7000|554.3000|203200
1785526680|554.2800|554.7300|554.1500|554.4800|154249
1785526740|554.5200|554.5200|552.7800|553.3800|368527
1785526800|553.3300|553.3400|552.0600|552.1500|235954
1785526860|552.1900|552.3800|551.3900|551.7000|222760
1785526920|551.7000|552.1900|551.3900|551.8800|436373
1785526980|551.9600|552.2200|551.7500|552.0300|300433
1785527040|552.0800|552.3500|551.9600|552.1900|304831
1785527100|552.2000|552.3600|551.9300|552.2700|270640
1785527160|552.2700|552.5000|552.0700|552.0900|240652
1785527220|552.1100|553.0600|552.0700|552.9300|249103
1785527280|552.8900|552.9000|552.3200|552.6400|240617
1785527340|552.7800|552.7900|552.2700|552.4100|130012
1785527400|552.3300|552.4000|551.0100|551.7400|370713
1785527460|551.7400|552.4400|551.7000|552.1400|381449
1785527520|552.1300|553.9000|552.1200|553.7300|409557
1785527580|553.7300|555.6200|553.6200|555.1900|644878
1785527640|555.1200|555.8200|554.8600|555.7400|502751
1785527700|555.6900|556.7900|555.4400|556.5100|595862
1785527760|556.3700|557.5000|556.3700|557.3900|607469
1785527820|557.3700|558.3300|557.3600|557.9100|723163
1785527880|557.9100|558.1500|557.5700|557.9800|729966
1785527940|557.9400|557.9800|556.2700|556.5000|1640159
1785528000|556.5000|556.7100|556.0000|556.3900|13614126
1785528060|556.6000|556.8100|556.0300|556.1100|35354
1785528120|556.1100|556.5000|556.0000|556.3000|23010
1785528180|556.0000|556.7100|555.6300|555.6300|6234
1785528240|555.5300|556.7100|555.5300|555.9000|26694
1785528300|555.9000|555.9000|555.7500|555.7600|7720
1785528360|555.8000|556.0000|555.7500|556.0000|39546
1785528420|556.0000|556.0000|555.7600|555.9400|2914
1785528480|555.9400|555.9800|555.9000|555.9800|1550
1785528540|555.9000|556.0000|555.7800|555.9700|2364
1785528600|555.9600|556.7100|555.9600|556.4500|17656
1785528660|556.4400|556.8000|556.0500|556.3800|3086
1785530100|557.4300|557.4300|557.4100|557.4100|100
1785530160|557.4100|557.7000|557.3900|557.5100|994
1785530220|557.5900|557.6900|557.3900|557.5700|1801
1785530280|557.5900|557.9600|557.4500|557.9300|2646
1785530340|557.9300|557.9400|557.8000|557.8000|2376
1785530400|557.8000|558.3400|557.7600|558.0400|1335
1785530460|558.0400|558.1900|558.0100|558.0100|250
1785530520|558.2200|558.4800|558.1700|558.2400|1236
1785530580|558.2400|558.4600|558.1000|558.2300|318
1785530640|558.2300|558.2400|557.9900|558.0000|786
1785530700|557.8200|557.8200|557.8200|557.8200|0
