date,open,high,low,close,volume
2026-07-06 13:30:00+00:00,65.31999969482422,65.31999969482422,64.97000122070312,65.04000091552734,5715116
2026-07-06 13:31:00+00:00,65.04000091552734,65.29000091552734,64.91059875488281,65.01000213623047,266152
2026-07-06 13:32:00+00:00,65.0250015258789,65.28500366210938,65.00499725341797,65.11000061035156,330315
2026-07-06 13:33:00+00:00,65.11000061035156,65.11000061035156,64.75,64.76000213623047,364320
2026-07-06 13:34:00+00:00,64.76080322265625,65.23999786376953,64.76080322265625,65.22000122070312,312272
2026-07-06 13:35:00+00:00,65.23500061035156,65.30999755859375,64.98999786376953,65.04000091552734,329707
2026-07-06 13:36:00+00:00,65.04499816894531,65.17500305175781,64.4000015258789,64.4749984741211,477414
2026-07-06 13:37:00+00:00,64.4749984741211,64.9000015258789,64.31999969482422,64.31999969482422,345170
2026-07-06 13:38:00+00:00,64.33000183105469,64.73999786376953,64.29000091552734,64.69999694824219,298373
2026-07-06 13:39:00+00:00,64.72000122070312,65.16000366210938,64.69999694824219,65.11000061035156,307067
2026-07-06 13:40:00+00:00,65.11165618896484,65.11165618896484,64.9000015258789,65.05999755859375,232607
2026-07-06 13:41:00+00:00,65.05999755859375,65.2300033569336,65.01000213623047,65.18000030517578,227059
2026-07-06 13:42:00+00:00,65.17990112304688,65.18990325927734,64.73999786376953,64.97000122070312,264172
2026-07-06 13:43:00+00:00,64.97000122070312,65.1729965209961,64.93000030517578,64.93470001220703,229961
2026-07-06 13:44:00+00:00,64.94000244140625,65.20999908447266,64.94000244140625,65.19499969482422,217802
2026-07-06 13:45:00+00:00,65.19000244140625,65.3499984741211,65.07499694824219,65.33499908447266,351445
2026-07-06 13:46:00+00:00,65.33000183105469,65.33000183105469,65.0,65.02999877929688,232229
2026-07-06 13:47:00+00:00,65.0250015258789,65.20500183105469,65.0,65.05999755859375,125294
2026-07-06 13:48:00+00:00,65.05999755859375,65.3499984741211,65.05999755859375,65.22989654541016,181842
2026-07-06 13:49:00+00:00,65.2300033569336,65.44000244140625,65.19000244140625,65.38999938964844,221019
2026-07-06 13:50:00+00:00,65.38999938964844,65.5,65.27999877929688,65.43000030517578,253579
2026-07-06 13:51:00+00:00,65.43000030517578,65.72000122070312,65.4000015258789,65.6500015258789,323747
2026-07-06 13:52:00+00:00,65.6500015258789,65.66000366210938,65.4000015258789,65.44000244140625,279832
2026-07-06 13:53:00+00:00,65.44000244140625,65.47000122070312,65.20999908447266,65.31999969482422,206558
2026-07-06 13:54:00+00:00,65.31500244140625,65.48999786376953,65.27999877929688,65.35389709472656,152536
2026-07-06 13:55:00+00:00,65.35009765625,65.4000015258789,65.27999877929688,65.37000274658203,236136
2026-07-06 13:56:00+00:00,65.36499786376953,65.41999816894531,65.26950073242188,65.28500366210938,128903
2026-07-06 13:57:00+00:00,65.27999877929688,65.27999877929688,65.04000091552734,65.08989715576172,146734
