date,open,high,low,close,volume
2026-06-25 08:00:00+00:00,222.83,224.3088,197.41,223.26,0
2026-06-25 08:01:00+00:00,223.24,223.78,219.65,223.78,0
2026-06-25 08:02:00+00:00,223.9625,224.12,222.5,223.59,0
2026-06-25 08:03:00+00:00,222.0,223.69,222.0,222.5402,0
2026-06-25 08:04:00+00:00,222.6288,222.63,220.88,221.57,0
2026-06-25 08:05:00+00:00,221.856,222.69,220.59,220.844,0
2026-06-25 08:06:00+00:00,220.7,222.1,220.7,222.0,0
2026-06-25 08:07:00+00:00,221.7,222.6,221.34,222.6,0
2026-06-25 08:08:00+00:00,222.656,223.07,219.74,222.4,0
2026-06-25 08:09:00+00:00,222.13,222.9,221.2441,222.8359,0
2026-06-25 08:10:00+00:00,222.8,223.5,222.5,222.66,0
2026-06-25 08:11:00+00:00,222.8,223.31,222.8,222.93,0
2026-06-25 08:12:00+00:00,223.0,223.33,222.8,222.86,0
2026-06-25 08:13:00+00:00,223.1282,223.1282,222.52,222.86,0
2026-06-25 08:14:00+00:00,221.8,222.58,221.8,222.2,0
2026-06-25 08:15:00+00:00,222.2,222.2,221.95,221.95,0
2026-06-25 08:16:00+00:00,221.9,221.98,221.52,221.7,0
2026-06-25 08:17:00+00:00,221.7,222.37,221.5,222.05,0
2026-06-25 08:18:00+00:00,221.536,222.0,221.536,221.88,0
2026-06-25 08:19:00+00:00,221.84,222.0,221.5261,221.88,0
2026-06-25 08:20:00+00:00,221.91,222.05,220.8,221.24,0
2026-06-25 08:21:00+00:00,221.57,221.9197,220.844,221.0,0
2026-06-25 08:22:00+00:00,221.33,221.63,220.8,221.1,0
2026-06-25 08:23:00+00:00,221.2,221.46,221.0,221.11,0
2026-06-25 08:24:00+00:00,221.39,222.8,221.39,221.5,0
2026-06-25 08:25:00+00:00,220.8,222.165,220.8,221.346,0
2026-06-25 08:26:00+00:00,221.36,221.6,220.95,221.6,0
2026-06-25 08:27:00+00:00,221.56,221.8,220.8,221.24,0
2026-06-25 08:28:00+00:00,221.39,221.9,221.39,221.9,0
2026-06-25 08:29:00+00:00,221.59,222.1797,221.5147,222.05,0
2026-06-25 08:30:00+00:00,222.2,222.2,221.0545,221.2,0
2026-06-25 08:32:00+00:00,221.3,222.1988,221.0,221.0,0
2026-06-25 08:33:00+00:00,221.6,221.83,221.6,221.83,0
2026-06-25 08:34:00+00:00,221.2,221.5,221.0,221.1246,0
2026-06-25 08:35:00+00:00,221.0,221.814,221.0,221.814,0
2026-06-25 08:36:00+00:00,221.43,221.43,221.0,221.0,0
2026-06-25 08:37:00+00:00,221.3,221.35,221.1284,221.34,0
2026-06-25 08:38:00+00:00,221.39,221.97,221.34,221.8,0
2026-06-25 08:39:00+00:00,221.8,222.0,221.6164,221.94,0
2026-06-25 08:40:00+00:00,221.68,222.0,221.46,221.46,0
2026-06-25 08:41:00+00:00,221.0162,221.4,221.0162,221.044,0
2026-06-25 08:42:00+00:00,221.29,221.48,219.9962,220.92,0
2026-06-25 08:43:00+00:00,220.864,220.864,220.864,220.864,0
2026-06-25 08:44:00+00:00,221.02,221.196,221.02,221.196,0
2026-06-25 08:45:00+00:00,221.11,221.335,221.02,221.11,0
2026-06-25 08:46:00+00:00,221.02,221.24,220.82,221.24,0
2026-06-25 08:47:00+00:00,221.48,221.56,220.85,220.85,0
2026-06-25 08:48:00+00:00,220.85,221.5,220.85,221.5,0
